,2011-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,1808.000
DepreciationDepletionAndAmortization,87.000
EarningsPerShareBasicAndDiluted,0.010
EffectOfExchangeRateOnCashAndCashEquivalents,212.000
GeneralAndAdministrativeExpense,14565.000
GrossProfit,320340.000
IncomeLossFromContinuingOperations,132570.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.010
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,62845.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-109535.000
IncreaseDecreaseInEmployeeRelatedLiabilities,-4262.000
IncreaseDecreaseInInterestPayableNet,121341.000
InterestExpense,121341.000
LaborAndRelatedExpense,18750.000
NetCashProvidedByUsedInFinancingActivities,-220200.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-220200.000
NetCashProvidedByUsedInOperatingActivities,221796.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,221796.000
NetIncomeLoss,195415.000
NonoperatingIncomeExpense,-123092.000
OperatingExpenses,64678.000
OperatingIncomeLoss,255662.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,212.000
OtherNonoperatingIncomeExpense,-1751.000
ProceedsFromNotesPayable,84800.000
ProfessionalFees,31363.000
RepaymentsOfNotesPayable,305000.000
SalesRevenueServicesNet,320340.000
