,2011-10-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,3000.000,3000.000,1596.000,4194.000,4309.000,9274.000,9921.000,10278.000,10575.000,13548.000,2180.000,3945.000,,21795.000,13619.000,1502.000,,11491.000,4333.000,2859.000,4000.000,4000.000
AccruedLiabilitiesCurrent,,,,,,,,,18271.000,19668.000,0.000,0.000,18271.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,,,,,,,,,,,9.000,-16.000,-238.000,38.000,38.000
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,,,,,,,,,,,,,,,,,38.000,,,,,
AdditionalPaidInCapital,1643.000,1643.000,1643.000,1643.000,1643.000,50643.000,50643.000,50643.000,50643.000,50643.000,5986.000,9486.000,,193226.000,199632.000,199632.000,213919.000,213919.000,213919.000,213919.000,418762.000,418762.000
Assets,1539.000,1539.000,1539.000,1539.000,1539.000,1539.000,539.000,539.000,539.000,539.000,539.000,539.000,,0.000,0.000,342463.000,574211.000,92782.000,56600.000,51569.000,1130.000,1085.000
AssetsCurrent,,,,,,,,,,,,,,,,,,,,,,1085.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,,,,,,,,,,10428.000,
Cash,1539.000,1539.000,1539.000,1539.000,1539.000,1539.000,539.000,539.000,539.000,539.000,539.000,539.000,,,,342463.000,574211.000,92782.000,55100.000,47569.000,1130.000,1085.000
CashAndCashEquivalentsAtCarryingValue,,,,,,,,,,,,,,,,,,,,,1130.000,1085.000
CashAndCashEquivalentsFairValueDisclosure,,,,,,,,,,59000.000,61000.000,,,,,,,,,,,
