,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,899000.000,,,,822000.000,,,,306000.000,,,,334000.000
AmortizationOfDebtDiscountPremium,,,,,,,,,,419000.000,,,,272000.000
AmortizationOfMortgageServicingRightsMSRs,0.000,,,6941000.000,,13766000.000,11322000.000,9215000.000,,7249000.000,10148000.000,8592000.000,,5508000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,42000.000,,,,24000.000,,,,0.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-25230000.000,,,,7109000.000,,,,-2997000.000,,,,-3764000.000
CashFlowsBetweenTransfereeAndTransferorProceedsFromNewTransfers,,654000.000,,,,8021000.000,,,,1905376000.000,,,,1630935000.000
CashFlowsBetweenTransfereeAndTransferorPurchasesOfPreviouslyTransferredFinancialAssets,,1469000.000,,,,10748000.000,,,,6977000.000,,,,
CashFlowsBetweenTransfereeAndTransferorServicingFeeAdvances,,-887000.000,,,,862000.000,,,,2193000.000,,,,
CashFlowsBetweenTransfereeAndTransferorServicingFees,,9174000.000,,,,13676000.000,,,,13446000.000,,,,
ContractuallySpecifiedServicingFeesAmount,5813000.000,8765000.000,10399000.000,11860000.000,11405000.000,13529000.000,11842000.000,13370000.000,13034000.000,12705000.000,13051000.000,10492000.000,11286000.000,11708000.000
ContractuallySpecifiedServicingFeesLateFeesAndAncillaryFeesEarnedInExchangeForServicingFinancialAssets,5966000.000,9174000.000,10790000.000,12350000.000,12093000.000,14339000.000,12611000.000,14051000.000,13771000.000,13446000.000,13712000.000,11184000.000,11891000.000,12338000.000
CostsAndExpenses,29790000.000,51152000.000,57217000.000,61408000.000,62952000.000,62531000.000,68999000.000,68404000.000,4580000.000,44282000.000,43617000.000,50421000.000,40840000.000,37096000.000
DeferredIncomeTaxExpenseBenefit,,-4967000.000,,,,-7096000.000,,,,-1783000.000,,,,-191000.000
DepreciationDepletionAndAmortization,466000.000,1083000.000,1193000.000,1395000.000,1530000.000,1781000.000,1846000.000,2841000.000,1512000.000,2546000.000,2725000.000,2247000.000,2596000.000,2547000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,,,,,,,,,,0.000,0.000,0.000,0.000,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,,,,,,,,,,0.000,0.000,0.000,0.000,
