,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,,,,,,,,,,,-2729000.000,,
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,,,,,,,,,,,,-753000.000,5200000.000
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,,,,,,,,,,,87297000.000,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,7456000.000,,,,10221000.000,,,,11196000.000,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,,,1358000.000,,,,3579000.000,,,,3048000.000,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,,,,,,,38278000.000,,,,,,
AdvertisingRevenue,50997000.000,52499000.000,53968000.000,60241000.000,61392000.000,62372000.000,66831000.000,73264000.000,75498000.000,79068000.000,87332000.000,94526000.000,96601000.000,93480000.000,94971000.000,99826000.000,106484000.000
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,4316000.000,4378000.000,,4508000.000,4575000.000,4641000.000
AmortizationOfFinancingCosts,,,,,,,,,,,,13000.000,13000.000,,13000.000,13000.000,14000.000
AmortizationOfFinancingCostsAndDiscounts,,,562000.000,,,,801000.000,,,,552000.000,,,,4521000.000,,
AmortizationOfIntangibleAssets,2937000.000,3053000.000,2448000.000,3282000.000,3298000.000,3410000.000,3180000.000,2995000.000,2730000.000,2763000.000,3274000.000,3492000.000,3397000.000,3753000.000,3011000.000,2883000.000,2819000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,6024000.000,5481000.000,,3051000.000,3528000.000,3250000.000,-6672000.000,8035000.000,11122000.000,10382000.000,-19588000.000,11020000.000,11058000.000,11558000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,,,2138000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,41220000.000,,,,-2232000.000,,,,331993000.000,,,,-14504000.000,,
ComprehensiveIncomeNetOfTax,,,4339000.000,-1167000.000,7135000.000,5684000.000,774000.000,4651000.000,14190000.000,-3226000.000,9333000.000,7156000.000,-9509000.000,-12517000.000,-16378000.000,-311000.000,-9010000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,,,,-431000.000,-515000.000,,,,
CostOfGoodsAndServicesSold,8651000.000,8439000.000,10532000.000,11295000.000,11278000.000,12237000.000,13281000.000,13845000.000,13322000.000,14190000.000,15937000.000,17428000.000,16926000.000,17321000.000,18598000.000,20513000.000,19361000.000
CostsAndExpenses,52044000.000,50693000.000,60253000.000,63627000.000,62649000.000,64080000.000,71276000.000,78217000.000,77331000.000,85844000.000,96767000.000,101593000.000,105764000.000,102612000.000,113099000.000,124211000.000,111075000.000
DeferredIncomeTaxExpenseBenefit,,,3514000.000,,,,-1218000.000,,,,-2963000.000,,,,-1020000.000,,
Depreciation,,,2455000.000,,,,3044000.000,,,,3763000.000,,,,5145000.000,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGain,,,,,,,,,,,0.000,,,,0.000,,
EarningsPerShareBasic,,,,,0.060,,,0.060,0.100,,,0.040,0.050,,,,0.110
EarningsPerShareBasicAndDiluted,,,0.030,0.030,,,0.060,,,,0.050,,,,-0.020,-0.030,
EarningsPerShareDiluted,,,,,0.060,,,0.060,0.100,,,0.040,0.050,,,,0.110
EffectOfExchangeRateOnCashAndCashEquivalents,,,990000.000,,,,-2189000.000,,,,912000.000,,,,-10038000.000,,
EffectiveIncomeTaxRateContinuingOperations,,,,0.570,0.525,,0.226,0.375,0.340,,0.365,0.438,0.139,,2.131,-0.255,0.363
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,603000.000,,,,1358000.000,,,,3579000.000,,,,3223000.000,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,603000.000,1927000.000,4814000.000,-222000.000,1358000.000,2887000.000,1992000.000,1989000.000,3579000.000,-2358000.000,1362000.000,509000.000,3223000.000,,
