,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AccountsPayableCurrent,26000.000,111000.000,220000.000,68000.000,296000.000,361000.000,312000.000,529000.000,320000.000,703000.000,783000.000,559000.000
AccountsReceivableGrossCurrent,59000.000,105000.000,125000.000,160000.000,158000.000,211000.000,134000.000,123000.000,107000.000,88000.000,109000.000,66000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,388000.000,,,,423000.000,
AdditionalPaidInCapital,374888000.000,398335000.000,398369000.000,398740000.000,399007000.000,398873000.000,398903000.000,399278000.000,400200000.000,400230000.000,400262000.000,400314000.000
AdvancesToAffiliate,,,,,,,2300000.000,4000000.000,,,7540000.000,12600000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,0.000,
Assets,51155000.000,68630000.000,66651000.000,64654000.000,66497000.000,62893000.000,56745000.000,67986000.000,64090000.000,58924000.000,51815000.000,46745000.000
AssetsCurrent,9499000.000,31683000.000,24192000.000,22524000.000,19968000.000,19120000.000,17257000.000,25104000.000,20687000.000,17406000.000,12777000.000,9034000.000
CashAndCashEquivalentsAtCarryingValue,6253000.000,28430000.000,22601000.000,21489000.000,18313000.000,17579000.000,15909000.000,14935000.000,19729000.000,16544000.000,11400000.000,7783000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000
CommonStockSharesIssued,81978000.000,97903000.000,97948000.000,98443000.000,98480000.000,98243000.000,98287000.000,9924000.000,9932000.000,9936000.000,9943000.000,9960000.000
CommonStockSharesOutstanding,81978000.000,97903000.000,97948000.000,98443000.000,98480000.000,98243000.000,98287000.000,9924000.000,9932000.000,9936000.000,9943000.000,9960000.000
CommonStockValue,820000.000,979000.000,979000.000,984000.000,985000.000,982000.000,983000.000,992000.000,99000.000,99000.000,99000.000,100000.000
DeferredRevenueNoncurrent,24948000.000,23741000.000,24366000.000,24633000.000,18344000.000,15671000.000,15612000.000,15679000.000,13755000.000,14023000.000,13365000.000,13926000.000
DeferredTaxAssetsDeferredIncome,,,,,,,3808000.000,,,,3808000.000,
DeferredTaxAssetsGross,,,,,,,154969000.000,,,,160526000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,137870000.000,,,,144526000.000,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,363000000.000,,,,380000000.000,
DeferredTaxAssetsOther,,,,,,,2375000.000,,,,1276000.000,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,,,,8085000.000,,,,8085000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,2831000.000,,,,2831000.000,
DeferredTaxAssetsValuationAllowance,,,,,,,149627000.000,,,,155214000.000,
DeferredTaxLiabilitiesInvestments,,,,,,,4953000.000,,,,4889000.000,
DeferredTaxLiabilitiesOther,,,,,,,389000.000,,,,423000.000,
DueFromJointVenturesCurrent,,,,,,,252000.000,85000.000,3000.000,6000.000,,
DueFromJointVenturesNoncurrent,,,,,,,,,,,11600000.000,
DueFromRelatedPartiesCurrent,1842000.000,2178000.000,,,222000.000,237000.000,,,,,,
DueFromRelatedPartiesNoncurrent,,,2624000.000,3160000.000,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,436000.000,586000.000,288000.000,240000.000,480000.000,744000.000,71000.000,185000.000,441000.000,593000.000,23000.000,41000.000
EquityMethodInvestmentOwnershipPercentage,,,,,,,,,,,,0.500
EquityMethodInvestments,40435000.000,35737000.000,,,,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,1203000.000,,,,1304000.000,
FiniteLivedIntangibleAssetsNet,,,,,,,1023000.000,,,,1112000.000,
FiniteLivedPatentsGross,,,,,,,2226000.000,,,,2416000.000,
GuarantyLiabilities,,,,,,,,,,,,1000000.000
