,2015-02-28,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28
CashAndCashEquivalentsPeriodIncreaseDecrease,,-4300.000,,,,,,
CurrentIncomeTaxExpenseBenefit,,0.000,,,,,,
Depreciation,,40.000,,,,40.000,,
EarningsPerShareBasic,0.000,,,,,-0.180,-0.070,-0.000
EarningsPerShareBasicAndDiluted,,0.000,0.000,0.000,-0.260,,,
GeneralAndAdministrativeExpense,1040.000,,,,,17358.000,6673.000,6505.000
IncreaseDecreaseInAccountsPayable,,,,,,-1978.000,,
IncreaseDecreaseInDueToRelatedParties,,,,,,16796.000,,
IncreaseDecreaseInPrepaidExpense,,,,,,2500.000,,
NetCashProvidedByUsedInFinancingActivities,,0.000,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,0.000,,,,,,
NetCashProvidedByUsedInInvestingActivities,,0.000,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-4300.000,,,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-4300.000,,,,,,
NetIncomeLoss,-1040.000,-4340.000,-5507.000,-4056.000,-10853.000,-17358.000,-6673.000,-6505.000
OperatingExpenses,1040.000,4340.000,5507.000,4056.000,10853.000,17358.000,6673.000,6505.000
OperatingIncomeLoss,-1040.000,-4340.000,-5507.000,-4056.000,-10853.000,-17358.000,-6673.000,-6505.000
OtherNonrecurringIncomeExpense,,4340.000,5507.000,4056.000,,,,
PaymentsToAcquireOtherProductiveAssets,,0.000,,,,,,
ProceedsFromContributionsFromAffiliates,,0.000,,,,,,
ProceedsFromIssuanceOfCommonStock,,0.000,,,,,,
ProfitLoss,,-4340.000,,,,,,
RepaymentOfNotesReceivableFromRelatedParties,,0.000,,,,,,
Revenues,,0.000,,,,,,
SalesRevenueNet,,0.000,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,5016667.000,7580000.000,7580000.000,94750.000,-15160000.000,94750.000,94750.000,18950000.000
