,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccountsPayableCurrent,885.000,8774.000,3302.000,1404.000,0.000,4779.000,9537.000,812.000,375.000,798.000,1023.000,119.000
AccountsPayableRelatedPartiesCurrent,,,,25000.000,25000.000,25000.000,,200000.000,200000.000,200000.000,,
AccountsReceivableNetCurrent,0.000,15000.000,,15000.000,30000.000,,,15000.000,45000.000,,,
AccountsReceivableRelatedPartiesCurrent,,,15000.000,,,15000.000,0.000,,,52500.000,7500.000,15000.000
AccruedLiabilitiesCurrent,,,,,,,900.000,0.000,0.000,10013.000,2363.000,2363.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,160139.000,,,,189585.000,200001.000,207500.000,215000.000,207500.000,215000.000
AdditionalPaidInCapital,,,,419496.000,419496.000,419496.000,419496.000,419496.000,419496.000,419496.000,419496.000,824196.000
AdditionalPaidInCapitalCommonStock,419496.000,419496.000,419496.000,,,,,,,,,
AllowanceForDoubtfulAccountsReceivable,,,,,,,,0.000,0.000,0.000,0.000,0.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,0.000,,,,,,,,,
Assets,240545.000,209566.000,175095.000,175136.000,161591.000,146746.000,109470.000,99043.000,108707.000,114512.000,87722.000,387194.000
AssetsCurrent,21934.000,33455.000,20234.000,60970.000,63675.000,65080.000,44055.000,44044.000,61207.000,74512.000,55222.000,362194.000
Cash,,,,45970.000,33675.000,50080.000,44055.000,29044.000,16207.000,11999.000,45360.000,41081.000
CashAndCashEquivalentsAtCarryingValue,21935.000,18455.000,5234.000,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,16254167.000,16254167.000,16254167.000,16254167.000,16254167.000,16254167.000,16254167.000,16254167.000,16254167.000,16254167.000,16254167.000,16554167.000
CommonStockSharesOutstanding,16254167.000,16254167.000,16254167.000,16254167.000,16254167.000,16254167.000,16254167.000,16254167.000,16254167.000,16254167.000,16254167.000,16554167.000
CommonStockValue,16254.000,16254.000,16254.000,16254.000,16254.000,16254.000,16254.000,16254.000,16254.000,16254.000,16254.000,16554.000
DebtCurrent,,,,175000.000,175000.000,175000.000,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,0.100,,
DeferredTaxAssetsGross,,,,,,,108000.000,,,,221000.000,
DeferredTaxAssetsNet,,,94000.000,,,,0.000,,,,0.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,108000.000,219000.000,,265000.000
