,2011-12-31,2013-12-31,2014-12-31
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,0.000,,
AmortizationOfDebtDiscountPremium,391767.000,0.000,
AmortizationOfDeferredCharges,-226997.000,,
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,-1665171.000,
BusinessAcquisitionsProFormaRevenue,,7843430.000,
BusinessCombinationBargainPurchaseGainRecognizedAmount,,726010.000,
BusinessCombinationConsiderationTransferred1,,6007137.000,
BusinessCombinationConsiderationTransferredLiabilitiesIncurred,,275657.000,
CashAcquiredFromAcquisition,,,20203.000
CashPeriodIncreaseDecrease,-172505.000,1094827.000,-917033.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,-515295.000,0.000
ComprehensiveIncomeNetOfTax,,-6472991.000,3589205.000
ContractsRevenue,,1064653.000,11025380.000
CostsAndExpenses,1845384.000,1942517.000,12765592.000
CurrentFederalTaxExpenseBenefit,,,40000.000
CurrentForeignTaxExpenseBenefit,,,18130.000
DebtInstrumentDecreaseForgiveness,,-179154.000,0.000
DecreaseInRestrictedCash,,75313.000,0.000
DeferredFederalIncomeTaxExpenseBenefit,,,0.000
DeferredForeignIncomeTaxExpenseBenefit,,,354450.000
DepreciationDepletionAndAmortization,75203.000,70831.000,1192274.000
DerivativeGainLossOnDerivativeNet,,376156.000,4533917.000
DerivativeInstrumentsLossRecognizedInIncome,436699.000,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,-6499069.000,0.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTaxPerBasicShare,,-0.120,0.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTaxPerDilutedShare,,-0.120,0.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,-635824.000,0.000
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,-2429624.000,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,9053.000,0.000
EarningsPerShareBasic,,,0.050
EarningsPerShareBasicAndDiluted,-0.000,-0.100,
EarningsPerShareDiluted,,,-0.020
EffectOfExchangeRateOnCash,,-175590.000,-147072.000
EffectiveIncomeTaxRateContinuingOperations,,,0.079
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,0.003
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,,,0.010
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,,0.022
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,,,-0.307
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,0.011
ExplorationAndProductionCosts,194848.000,,
FederalIncomeTaxExpenseBenefitContinuingOperations,,,40000.000
ForeignIncomeTaxExpenseBenefitContinuingOperations,,,372580.000
GainLossOnDerivativeInstrumentsNetPretax,,,4533917.000
GainLossOnDispositionOfAssets,-48356.000,,
GainLossOnDispositionOfProperty,48356.000,,
GainLossOnSaleOfPropertyPlantEquipment,,,-831.000
GainsLossesOnExtinguishmentOfDebt,155044.000,-179154.000,0.000
GainsLossesOnSalesOfAssets,0.000,,
GeneralAndAdministrativeExpense,1526977.000,1871686.000,11573318.000
GoodwillAcquiredDuringPeriod,,,10489202.000
IncomeLossFromContinuingOperations,,927758.000,4304607.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,808145.000,4717187.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,0.020,
IncomeLossFromContinuingOperationsPerBasicShare,,,0.050
IncomeLossFromContinuingOperationsPerDilutedShare,,,-0.020
IncomeLossFromDiscontinuedOperationsNetOfTax,,-7134893.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,-0.120,
IncomeTaxExpenseBenefit,,-119613.000,412580.000
IncomeTaxesPaid,0.000,0.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,76781.000,-318339.000,211059.000
IncreaseDecreaseInAccountsReceivable,22843.000,-110404.000,1311751.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,354450.000
IncreaseDecreaseInAccruedTaxesPayable,,,435306.000
IncreaseDecreaseInCustomerDeposits,355500.000,,
IncreaseDecreaseInDeferredRevenue,,,197701.000
IncreaseDecreaseInFairValueAdjustmentsOnAssetsAndLiabilitiesCarriedAtFairValueUnderFairValueOption,,246301.000,-4545017.000
IncreaseDecreaseInFinishedGoodsAndWorkInProcessInventories,,-131369.000,
IncreaseDecreaseInIncomeTaxesReceivable,,,-675783.000
IncreaseDecreaseInInventories,-62028.000,,
IncreaseDecreaseInOtherCurrentAssets,-1175.000,51575.000,9441.000
IncreaseDecreaseInOtherCurrentLiabilities,,,47159.000
IncreaseDecreaseInRestrictedCash,0.000,,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,52404633.000
InterestExpense,199492.000,31714.000,469703.000
InterestIncomeExpenseNet,,389.000,1907.000
InterestPaid,199492.000,83253.000,9204.000
IssuanceOfStockAndWarrantsForServicesOrClaims,248604.000,261398.000,0.000
LicensesRevenue,,121762.000,1086928.000
NetCashProvidedByUsedInFinancingActivities,2560401.000,4973032.000,-199909.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,2560401.000,4973032.000,-199909.000
NetCashProvidedByUsedInInvestingActivities,-861073.000,-2675591.000,-1897727.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-861073.000,-3004611.000,-1897727.000
NetCashProvidedByUsedInOperatingActivities,-1871833.000,-1027024.000,1327675.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1871833.000,-511729.000,1327675.000
NetIncomeLoss,-205088.000,-6207135.000,4304607.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,2791046.000
NonoperatingIncomeExpense,-853577.000,1485414.000,4065034.000
OilAndGasRevenue,64249.000,,
OperatingIncomeLoss,648489.000,-677269.000,652153.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,-265856.000,-715402.000
OtherIncome,,1608.000,0.000
OtherNonrecurringIncomeExpense,-19337.000,,
PaymentsForPreviousAcquisition,,2930631.000,0.000
PaymentsToAcquireBusinessesGross,,3301907.000,
PaymentsToAcquireProductiveAssets,1081073.000,149293.000,1917930.000
PreferredStockDividendsAndOtherAdjustments,,,-1513561.000
ProceedsFromIssuanceOfCommonStock,305000.000,55000.000,0.000
ProceedsFromIssuanceOfDebt,,,7086100.000
ProceedsFromNotesPayable,2520000.000,92929.000,0.000
ProceedsFromSaleOfOtherAssets,220000.000,,
ProvisionForDoubtfulAccounts,,,207506.000
RepaymentsOfNotesPayable,264599.000,0.000,
RepaymentsOfRelatedPartyDebt,,7000.000,1906883.000
Revenues,2493873.000,1265248.000,13417745.000
SalesRevenueNet,2493873.000,1265248.000,13417745.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,1636679.000,
StockIssuedDuringPeriodValueIssuedForCash,,55000.000,
StockIssuedDuringPeriodValueIssuedForServices,,25556.000,
StockIssuedDuringPeriodValueNewIssues,248604.000,,
WeightedAverageBasicSharesOutstandingProForma,,61178167.000,
WeightedAverageNumberOfDilutedSharesOutstanding,,,113580775.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,61178167.000,
WeightedAverageNumberOfSharesOutstandingBasic,,,61176142.000
