,2012-09-23,2013-03-31,2013-06-30,2013-09-29,2013-12-31,2014-03-30,2014-06-29,2014-09-28,2015-03-29,2015-06-28,2015-09-27,2016-03-27,2016-06-26
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,587000.000,,,,952000.000,,,1354000.000,,,1322000.000,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,-3593000.000,,,,-13819000.000,,,5642000.000,,,-3765000.000,
AllocatedShareBasedCompensationExpense,15000.000,587000.000,517000.000,541000.000,364000.000,952000.000,671000.000,1236000.000,,1172000.000,992000.000,1322000.000,1149000.000
AmortizationOfFinancingCosts,,41000.000,,,,41000.000,,,41000.000,,,41000.000,
AmortizationOfIntangibleAssets,,68000.000,69000.000,68000.000,,68000.000,69000.000,68000.000,14000.000,,,37000.000,37000.000
CapitalExpendituresIncurredButNotYetPaid,,4609000.000,,,,8143000.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-8971000.000,,,,-19791000.000,,,3569000.000,,,7324000.000,
ComprehensiveIncomeNetOfTax,10789000.000,10266000.000,11280000.000,12523000.000,20835000.000,8156000.000,12455000.000,11135000.000,3509000.000,17385000.000,14518000.000,9058000.000,13613000.000
CostOfGoodsAndServicesSold,40685000.000,44912000.000,45879000.000,44918000.000,62884000.000,45519000.000,52480000.000,53888000.000,45190000.000,56905000.000,51693000.000,48992000.000,61339000.000
DepreciationAndAmortization,2873000.000,3331000.000,3396000.000,3567000.000,3620000.000,3852000.000,4168000.000,4486000.000,5020000.000,5067000.000,5563000.000,5749000.000,6115000.000
DepreciationDepletionAndAmortization,2941000.000,3399000.000,3465000.000,3635000.000,3688000.000,3920000.000,4237000.000,4554000.000,5034000.000,5067000.000,5563000.000,5786000.000,6152000.000
EarningsPerShareBasic,0.150,0.160,0.160,0.180,0.300,0.120,0.180,0.210,0.090,0.250,0.220,0.120,0.200
EarningsPerShareDiluted,0.150,0.160,0.160,0.180,0.300,0.120,0.180,0.210,0.090,0.250,0.220,0.120,0.190
EffectOfExchangeRateOnCashAndCashEquivalents,,-24000.000,,,,-8000.000,,,-323000.000,,,241000.000,
EffectiveIncomeTaxRateContinuingOperations,0.405,0.380,0.368,0.374,,0.374,0.380,0.400,0.350,0.350,0.359,0.266,0.357
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,6000.000,223000.000,190000.000,202000.000,121000.000,356000.000,255000.000,494000.000,501000.000,433640000.000,367000.000,489140000.000,425130000.000
ForeignCurrencyTransactionGainLossBeforeTax,432000.000,-646000.000,12000.000,831000.000,191000.000,-98000.000,-253000.000,-154000.000,318000.000,353000.000,-166000.000,-441000.000,-246000.000
GainLossOnDispositionOfAssets,,-102000.000,,,,-231000.000,,,-113000.000,,,-118000.000,
GainLossOnInvestments,,,,,,,,,,,,3480000.000,0.000
GeneralAndAdministrativeExpense,7436000.000,8954000.000,9220000.000,9233000.000,10107000.000,10974000.000,10697000.000,10831000.000,13527000.000,11874000.000,11691000.000,13865000.000,14399000.000
GoodwillAcquiredDuringPeriod,,,,,,,,,,,,2405000.000,
GoodwillPeriodIncreaseDecrease,,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,,,,
GrossProfit,55175000.000,58013000.000,62310000.000,63992000.000,84530000.000,63083000.000,72102000.000,76307000.000,65271000.000,81615000.000,79320000.000,69350000.000,86178000.000
ImpairmentOfLeasehold,,,,,,,,,,639000.000,118000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,17593000.000,16992000.000,17719000.000,19257000.000,32140000.000,13024000.000,19702000.000,23183000.000,9806000.000,25721000.000,23184000.000,10761000.000,20536000.000
IncomeLossFromEquityMethodInvestments,161000.000,455000.000,32000.000,100000.000,-403000.000,147000.000,7000.000,153000.000,212000.000,90000.000,271000.000,0.000,0.000
IncomeTaxExpenseBenefit,7129000.000,6457000.000,6525000.000,7202000.000,11365000.000,4871000.000,7483000.000,9266000.000,3432000.000,9002000.000,8315000.000,2858000.000,7336000.000
IncreaseDecreaseInAccountsPayable,,2000.000,,,,-513000.000,,,-5515000.000,,,-11781000.000,
IncreaseDecreaseInAccountsReceivable,,5788000.000,,,,420000.000,,,-7598000.000,,,-8166000.000,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,5643000.000,,,,-531000.000,,,-1117000.000,,,-393000.000,
IncreaseDecreaseInAccruedLiabilities,,-7096000.000,,,,-5722000.000,,,-2055000.000,,,-4429000.000,
