,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccruedInvestmentIncomeReceivable,12294000.000,11344000.000,13215000.000,14901000.000,18512000.000,21329000.000,21007000.000,21180000.000,21515000.000,23107000.000,25238000.000,25268000.000,26912000.000,27524000.000,25791000.000,29351000.000,30398000.000,32288000.000,33775000.000,32572000.000,33884000.000,36517000.000,36179000.000
AccruedLiabilitiesAndOtherLiabilities,,,,,97165000.000,63318000.000,111957000.000,142977000.000,141359000.000,126002000.000,110114000.000,103565000.000,97064000.000,83877000.000,100755000.000,135185000.000,112805000.000,139873000.000,165616000.000,168756000.000,150741000.000,167736000.000,172886000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,-2535000.000,,,,-8944000.000,,,16714000.000,,,,30345000.000,,,,35713000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,77848000.000,74762000.000,64059000.000,90849000.000,95558000.000,137441000.000,141130000.000,133098000.000,48035000.000,48619000.000,25784000.000,63578000.000,87243000.000,95293000.000,107498000.000,40933000.000,23007000.000,-23767000.000,69470000.000,118926000.000,123876000.000,14997000.000,15591000.000
AdditionalPaidInCapital,,,,,,,575869000.000,576517000.000,577960000.000,579170000.000,574522000.000,575201000.000,577438000.000,578445000.000,580477000.000,582612000.000,584036000.000,579178000.000,580779000.000,581452000.000,747203000.000,749256000.000,750694000.000
AdditionalPaidInCapitalCommonStock,577904000.000,578634000.000,579004000.000,579413000.000,579818000.000,575293000.000,,,,,,,,,,,,,,,,,
Assets,3293291000.000,3256067000.000,3354426000.000,3668418000.000,3752719000.000,3949115000.000,4138163000.000,4417251000.000,4405850000.000,4449672000.000,4713379000.000,4868556000.000,5059792000.000,5164092000.000,5507340000.000,5664077000.000,5756506000.000,5713645000.000,6119673000.000,6270999000.000,6467962000.000,6252299000.000,6556959000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,116051000.000,130642000.000,85883000.000,79036000.000,58115000.000,109296000.000,126557000.000,123124000.000,50759000.000,50682000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,39011000.000,59459000.000,71988000.000,81891000.000,112891000.000,61112000.000,48144000.000,35655000.000,84735000.000,76716000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,1774615000.000,1821751000.000,1957106000.000,2106626000.000,2299444000.000,2472806000.000,2475202000.000,2497242000.000,2665870000.000,2620107000.000,3127792000.000,3096675000.000,3372234000.000,3379864000.000,3279749000.000,3809978000.000,3291365000.000,3562864000.000,3657447000.000,3374192000.000,3660873000.000,4005642000.000,3993941000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,2299444000.000,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,20898000.000,14302000.000,15408000.000,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,,,39011000.000,59484000.000,71988000.000,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,,,,,,,,,,1113166000.000,869960000.000,1781254000.000,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,,,18113000.000,45182000.000,56580000.000,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,,,,,,,,,,525149000.000,532026000.000,1454324000.000,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,,,,,,,,,588017000.000,337934000.000,326930000.000,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,711615000.000,817467000.000,888694000.000,870904000.000,880828000.000,888970000.000,1122117000.000,1226383000.000,1310434000.000,1372071000.000,1328216000.000,1582394000.000,1122293000.000,1238535000.000,1326518000.000,1251826000.000,1260222000.000,1378403000.000,1332950000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,764575000.000,900455000.000,981504000.000,953033000.000,907750000.000,917690000.000,1154412000.000,1277651000.000,1351440000.000,1403395000.000,1344974000.000,1557025000.000,1081898000.000,1180221000.000,1332587000.000,1285794000.000,1308224000.000,1371356000.000,1332615000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,362178000.000,376564000.000,373208000.000,369251000.000,397591000.000,398953000.000,397600000.000,422796000.000,521590000.000,530598000.000,593546000.000,566236000.000,513002000.000,477902000.000,467505000.000,377161000.000,483935000.000,578034000.000,647554000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,359825000.000,385644000.000,387882000.000,388212000.000,419897000.000,428246000.000,427372000.000,459480000.000,562061000.000,563048000.000,620145000.000,595529000.000,523065000.000,475103000.000,473535000.000,378005000.000,486485000.000,560141000.000,634020000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,,149272000.000,166608000.000,169809000.000,163632000.000,48766000.000,75099000.000,195329000.000,91606000.000,71928000.000,35180000.000,38906000.000,46171000.000,59616000.000,27157000.000,37858000.000,14420000.000,14142000.000,42259000.000,32152000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,,152704000.000,170297000.000,174397000.000,166564000.000,50493000.000,77609000.000,195635000.000,95601000.000,76262000.000,38675000.000,43019000.000,49455000.000,63347000.000,29562000.000,40478000.000,15106000.000,14742000.000,42036000.000,32072000.000
