,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-300128.000,-199279.000,-167026.000,-266145.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,11024.000,22050.000
AmortizationOfDeferredLoanOriginationFeesNet,3731.000,-19942.000,155.000,-5579.000
AmortizationOfESOPAward,22221.000,21433.000,23232.000,27229.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,4800.000,13700.000,99000.000,122000.000
AvailableforsaleSecuritiesGrossUnrealizedGainLoss1,,8000.000,,
BankOwnedLifeInsuranceIncome,63560.000,64961.000,66202.000,57691.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-2797949.000,1083359.000,-393222.000,-403218.000
ComprehensiveIncomeNetOfTax,-835051.000,240681.000,-378849.000,-548885.000
CurrentFederalTaxExpenseBenefit,11570.000,-7412.000,-802.000,
CurrentIncomeTaxExpenseBenefit,22821.000,1676.000,7896.000,19395.000
CurrentStateAndLocalTaxExpenseBenefit,11251.000,9088.000,8698.000,19395.000
DeferredFederalIncomeTaxExpenseBenefit,-91373.000,-142187.000,-84582.000,-40111.000
DeferredIncomeTaxExpenseBenefit,-113839.000,-179177.000,-106055.000,-54143.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-22466.000,-36990.000,-21473.000,-14032.000
DefinedBenefitPlanActualReturnOnPlanAssets,339792.000,128964.000,-104999.000,189280.000
DefinedBenefitPlanActuarialGainLoss,-272169.000,146862.000,52360.000,79868.000
DefinedBenefitPlanAmortizationOfGainsLosses,-64505.000,-72841.000,-81903.000,-95564.000
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostDiscountRate,0.055,0.045,0.045,0.045
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets,0.090,0.080,0.080,0.080
DefinedBenefitPlanBenefitsPaid,-167531.000,198582.000,183307.000,183307.000
DefinedBenefitPlanContributionsByEmployer,425851.000,112905.000,,
DefinedBenefitPlanExpectedReturnOnPlanAssets,189981.000,190430.000,193893.000,164589.000
DefinedBenefitPlanInterestCost,116099.000,104214.000,106575.000,105479.000
DefinedBenefitPlanNetPeriodicBenefitCost,-9377.000,-13375.000,-5415.000,36454.000
DefinedContributionPlanCostRecognized,26379.000,26000.000,24000.000,22000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,113000.000,113000.000,32906.000,33000.000
DefinedContributionPlanEmployerMatchingContributionPercent,0.030,0.060,,
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,,0.500,0.500,0.500
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,0.060,0.060,0.060
Depreciation,134259.000,152678.000,152368.000,145204.000
EarningsPerShareBasicAndDiluted,,-0.280,-0.110,-0.160
EffectiveIncomeTaxRateContinuingOperations,-0.603,0.458,0.549,0.499
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340,0.340,0.340
EmployeeStockOwnershipPlanESOPCompensationExpense,22000.000,21400.000,23200.000,27000.000
EmployeeStockOwnershipPlanESOPWeightedAveragePurchasePriceOfSharesPurchased,10.000,10.000,,
FederalDepositInsuranceCorporationPremiumExpense,61703.000,63639.000,61662.000,46783.000
FeesAndCommissionsDepositorAccounts,99488.000,92114.000,108687.000,111128.000
FinancingReceivableAllowanceForCreditLossesRecovery,1155.000,,,
GainLossOnSaleOfSecuritiesNet,163959.000,18078.000,121159.000,126398.000
GainLossOnSalesOfLoansNet,,,12936.000,39584.000
HeldToMaturitySecuritiesSoldSecurityRealizedGainLoss,159000.000,4400.000,22100.000,4500.000
ImpairedFinancingReceivableInterestIncomeAccrualMethod,,,,36800.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-387868.000,-178642.000,-38931.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-150844.000,,,
IncomeTaxExpenseBenefit,-91018.000,-177501.000,-98159.000,78488.000
IncomeTaxExpenseBenefitContinuingOperations,-91018.000,,,
IncomeTaxReconciliationDeductionsOther,1700000.000,1700000.000,1700000.000,1700000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-51287.000,-131875.000,-60738.000,-13237.000
IncomeTaxReconciliationOtherAdjustments,-53.000,2642.000,1993.000,671.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,-7402.000,-18415.000,-8432.000,3540.000
IncomeTaxReconciliationTaxExemptIncome,9693.000,5972.000,8473.000,6107.000
IncomeTaxesPaid,-9895.000,36966.000,-15000.000,19728.000
IncreaseDecreaseInAccruedInterestReceivableNet,-12403.000,7775.000,56903.000,110588.000
IncreaseDecreaseInAdvancePaymentsByBorrowersForTaxesAndInsurance,,38574.000,-103112.000,55823.000
