,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,161867.000,155550.000,,60175.000,,,
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,,,,,,35584.000,,,,225329.000
BusinessAcquisitionProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTaxPerShareBasic,,,,,,,,,,,,,,,,0.000,,,,,
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,,,,,,,,,,,,,,,0.000,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,,,,,,,0.000,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,,
CapitalExpenditureDiscontinuedOperations,,,,,,,,,,,,,,,,,,,,,0.000
CashAcquiredFromAcquisition,,,106641.000,,,,0.000,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-731722.000,,,,4769541.000,,,,-3754259.000,,,,,,2372659.000,,,,207270.000
ComprehensiveIncomeNetOfTax,,,,,,,,,,,,,,,-1182441.000,-3930056.000,-3245036.000,-4732254.000,-5006084.000,-17220506.000,-4557218.000
CostOfServices,3065949.000,3361179.000,3705029.000,4103122.000,3523204.000,3342456.000,4057755.000,3821834.000,8603048.000,4362879.000,3754300.000,3460400.000,4263100.000,3505196.000,6080676.000,5232364.000,6637654.000,8700345.000,7072845.000,,2383529.000
DebtInstrumentConvertibleBeneficialConversionFeature,,,,,,,,,,,,,,,,,,,,,78374.000
DeferredIncomeTaxExpenseBenefit,,,-466000.000,,,,376000.000,,,,,,,,,,0.000,,,,
Depreciation,,,,,,,,,,,,,,,,,,,,,167609.000
DepreciationAndAmortization,,,43212.000,69574.000,65447.000,64417.000,96597.000,96588.000,93855.000,93911.000,96375.000,99682.000,110674.000,79551.000,390147.000,417491.000,510033.000,548250.000,549727.000,-903091.000,178347.000
DepreciationDepletionAndAmortization,,,43212.000,,,,96597.000,,,,96375.000,,,,,,510033.000,,,,178347.000
DepreciationNonproduction,6311.000,6176.000,,,,,,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,,,,,,,,,,,,,,,,-834043.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,,,,,,,,,,,,,,,,62502.000
DisposalGroupIncludingDiscontinuedOperationDepreciationAndAmortization,,,,,,,,,,,,,,,,,,,,,0.000
DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,,1162757.000
DisposalGroupIncludingDiscontinuedOperationInterestExpense,,,,,,,,,,,,,,,,,,,,,19572.000
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,,,,,,,,,,,,,,,,,,,-380334.000
DisposalGroupIncludingDiscontinuedOperationOtherIncome,,,,,,,,,,,,,,,,,,,,,269314.000
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,,,,,,,,,,,,,,,2114541.000
DividendsPreferredStockCash,,,321218.000,0.000,0.000,0.000,406840.000,329800.000,0.000,543768.000,406840.000,535040.000,0.000,655476.000,0.000,0.000,6857.000,0.000,0.000,0.000,0.000
EarningsPerShareBasic,-0.080,-0.040,-0.230,0.040,-0.030,-0.560,-0.040,-0.010,-0.070,-0.210,-0.080,-0.110,-0.410,-0.260,-0.020,-0.050,-0.040,-0.060,-0.060,-5.360,-0.740
EarningsPerShareBasicAndDiluted,,,,,,,,,,,-0.080,-0.110,-0.410,-0.260,-0.020,,,,,,
EarningsPerShareDiluted,-0.080,-0.040,-0.230,0.020,-0.030,-0.540,-0.040,-0.010,-0.070,-0.210,-0.080,-0.110,-0.410,-0.260,-0.020,-0.050,-0.040,-0.060,-0.060,-5.360,-0.740
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,,,,,,,,,-14814.000,,,,-14415.000
ExtinguishmentOfDebtGainLossNetOfTax,-80316.000,,,0.000,0.000,,,,,,,,,,,,,,,,
