,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableCurrent,4751000.000,5059000.000,4994000.000,6257000.000,4736000.000,5978000.000,6801000.000,7099000.000,7507000.000,6446000.000
AccountsReceivableNetCurrent,36303000.000,36194000.000,36196000.000,36554000.000,34294000.000,37423000.000,36737000.000,38834000.000,39331000.000,40748000.000
AccruedIncomeTaxesCurrent,1735000.000,4631000.000,,,,,,,,
AccruedLiabilitiesCurrent,34528000.000,30218000.000,32039000.000,32312000.000,34526000.000,32425000.000,36466000.000,35975000.000,41201000.000,45711000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,71279000.000,74563000.000,74515000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,-71000.000,-47000.000,-40000.000,-73000.000
AdditionalPaidInCapitalCommonStock,463209000.000,463414000.000,468305000.000,468770000.000,459797000.000,460478000.000,464932000.000,465490000.000,465665000.000,466062000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,5137000.000,,,
AllowanceForDoubtfulAccountsReceivableCurrent,6089000.000,,,,5366000.000,5171000.000,,,,
Assets,1043717000.000,1043403000.000,1038957000.000,1039900000.000,1047230000.000,1033572000.000,1036191000.000,1033570000.000,1023143000.000,1031849000.000
AssetsCurrent,66047000.000,66851000.000,65859000.000,66872000.000,76292000.000,68479000.000,73615000.000,72914000.000,73260000.000,81868000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,1806000.000,1557000.000,1261000.000,1073000.000,996000.000,352000.000,2623000.000,2761000.000,3135000.000,13413000.000
CashAndCashEquivalentsAtCarryingValue,11469000.000,14070000.000,10183000.000,9644000.000,23597000.000,16171000.000,19058000.000,13283000.000,11040000.000,12920000.000
CommitmentsAndContingencies,,,,,,,0.000,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000
CommonStockSharesIssued,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000
CommonStockSharesOutstanding,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000
DeferredCreditsAndOtherLiabilitiesCurrent,,,,,,,,10719000.000,15472000.000,9588000.000
DeferredRevenue,,,,,,,9494000.000,9311000.000,14169000.000,8474000.000
DeferredTaxAssetsDerivativeInstruments,,,,,,,46000.000,,,
DeferredTaxAssetsGross,,,,,,,34676000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,-100937000.000,,,
DeferredTaxAssetsNet,,,,,,,31704000.000,,,
DeferredTaxAssetsNetCurrent,6761000.000,6761000.000,6365000.000,6791000.000,6758000.000,6365000.000,6352000.000,6352000.000,6352000.000,6352000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,6646000.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,2300000.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,89800000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,10910000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,,9452000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,2972000.000,,,
DeferredTaxLiabilities,,,,,,,132641000.000,,,
DeferredTaxLiabilitiesNoncurrent,105933000.000,106012000.000,105040000.000,104847000.000,104636000.000,103249000.000,107289000.000,107305000.000,107310000.000,107290000.000
DerivativeAssets,,,,,,,0.000,0.000,0.000,0.000
DerivativeFairValueOfDerivativeLiabilityAmountNotOffsetAgainstCollateral,,,,,,,,,100000.000,100000.000
DerivativeFinancialInstrumentsLiabilitiesFairValueDisclosure,,,,,,,117000.000,78000.000,,
DerivativeLiabilities,,,,,,,,,66000.000,118000.000
DerivativeLiabilityFairValueNet1,,,,,,,100000.000,100000.000,,
DerivativeNetLiabilityPositionAggregateFairValue,,,,,,,100000.000,100000.000,100000.000,100000.000
EmployeeRelatedLiabilitiesCurrent,,,,,,,,,,20665000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,,2300000.000,,,
EquityMethodInvestmentOwnershipPercentage,,,,,1.000,1.000,1.000,1.000,1.000,1.000
