,2014-06-30,2015-06-30
AmortizationOfDebtDiscountPremium,,241313.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-2345.000,225727.000
CostOfGoodsSold,,-185602.000
DepreciationAndAmortization,,31935.000
DerivativeGainLossOnDerivativeNet,,48020.000
EarningsPerShareBasicAndDiluted,0.000,-0.010
EffectiveIncomeTaxRateContinuingOperations,0.000,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,
EffectiveIncomeTaxRateReconciliationDeductions,-0.340,
GainLossOnSaleOfDebtInvestments,,2600.000
GeneralAndAdministrativeExpense,107434.000,205050.000
GoodwillAcquiredDuringPeriod,,4038945.000
GrossProfit,0.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-564377.000,
IncomeLossFromExtraordinaryItemsBeforeTaxPerBasicShare,,-2413114.000
IncomeTaxExpenseBenefit,0.000,
IncomeTaxesPaidNet,0.000,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,112620.000
IncreaseDecreaseInAccruedInterestReceivableNet,,25384.000
IncreaseDecreaseInAccruedLiabilities,104808.000,
IncreaseDecreaseInDerivativeLiabilities,,-48020.000
IncreaseDecreaseInInventories,,-2066.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,75000.000
IncreaseDecreaseInOtherLoans,,0.000
IncreaseDecreaseInPrepaidExpense,,-37737.000
InterestExpense,-2276.000,-162455.000
InterestExpenseDebt,-148830.000,
InterestPaid,0.000,0.000
InvestmentIncomeInterest,148830.000,
IssuanceOfStockAndWarrantsForServicesOrClaims,,0.000
LegalFees,,0.000
ManagementFeeExpense,145879.000,0.000
MortgageLoansOnRealEstateNewMortgageLoans,330000.000,
NetCashProvidedByUsedInFinancingActivities,-299155.000,153250.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-299155.000,153250.000
NetCashProvidedByUsedInInvestingActivities,,200759.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,200759.000
NetCashProvidedByUsedInOperatingActivities,296810.000,-128282.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,296810.000,-128282.000
NetIncomeLoss,-564377.000,-1343950.000
NoninterestIncome,,162455.000
OfficersCompensation,,0.000
OperatingExpenses,562101.000,588508.000
OperatingIncomeLoss,-562101.000,-104938.000
OtherExpenses,,-2308176.000
OtherNonoperatingIncomeExpense,-2276.000,
ProceedsFromNotesPayable,,153250.000
ProceedsFromRelatedPartyDebt,2001.000,0.000
ProceedsFromShortTermDebt,28844.000,
ProfessionalFees,,80956.000
ProfitLoss,,-1343950.000
ProvisionForDoubtfulAccounts,,0.000
RepaymentsOfNotesPayable,330000.000,0.000
Revenues,0.000,669172.000
SalariesAndWages,308788.000,195567.000
SalesRevenueNet,0.000,669172.000
ShareBasedCompensation,1314.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,499770075.000,124868874.000
