,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-164000.000,,,,-196000.000,,,,-117000.000,,,,-99000.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,19000.000,,,,9000.000,,,,7000.000,,,,3000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,,,,,23000.000,,,,22000.000,,,,273000.000
AllocatedShareBasedCompensationExpense,19000.000,,,,,,,,,,,,
AmortizationOfIntangibleAssets,,,,,,,,,17000.000,,,,36000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,159383.000,,111260.000,,,,,,,,,,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,856000.000,,,,1096000.000,,,,596000.000,,,,408000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,9000.000,2000.000,,,15000.000,16000.000,15000.000,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,-881000.000,,,,-225000.000,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,-2151000.000,,,,-258000.000,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,-1270000.000,,,,-33000.000,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,13000.000,3000.000,,,22000.000,24000.000,23000.000,,8000.000,,,,4000.000
AvailableForSaleSecuritiesGrossUnrealizedGains,,,,,-1421000.000,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,,-258000.000,,,,,,,,
AvailableForSaleSecuritiesIncomeTaxExpenseOnChangeInUnrealizedHoldingGainOrLoss,4000.000,1000.000,,,7000.000,8000.000,8000.000,,,,,,
BankOwnedLifeInsuranceIncome,107000.000,109000.000,112000.000,111000.000,108000.000,110000.000,112000.000,112000.000,109000.000,111000.000,111000.000,110000.000,105000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,36775000.000,,,,-31923000.000,,,,-9884000.000,,,,17164000.000
CommonStockDividendsPerShareCashPaid,0.050,,,,0.075,,,,0.100,,,,0.130
ComprehensiveIncomeNetOfTax,1071000.000,988000.000,434000.000,880000.000,1138000.000,-366000.000,1450000.000,737000.000,1749000.000,1762000.000,1381000.000,195000.000,2005000.000
DeferredIncomeTaxExpenseBenefit,-63000.000,,,,,,,,,,,,
DepreciationAndAmortization,288000.000,,,,296000.000,,,,290000.000,,,,299000.000
DividendIncomeOperating,21000.000,21000.000,20000.000,21000.000,21000.000,20000.000,21000.000,21000.000,21000.000,23000.000,23000.000,22000.000,23000.000
Dividends,,,,,,,,,236000.000,,,,
EarningsPerShareBasic,0.190,0.160,0.140,0.210,0.150,0.300,0.340,0.440,0.570,0.640,0.590,0.630,0.730
EarningsPerShareDiluted,0.190,0.160,0.140,0.210,0.150,0.300,0.340,0.440,0.570,0.630,0.590,0.620,0.720
