,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccountsPayableCurrent,67600000.000,82900000.000,56800000.000,58700000.000,118800000.000,84100000.000,70400000.000
AccountsPayableRelatedPartiesCurrent,29600000.000,0.000,0.000,0.000,0.000,9600000.000,4000000.000
AccountsReceivableNetCurrent,123600000.000,133100000.000,152400000.000,161500000.000,163800000.000,159500000.000,194200000.000
AccountsReceivableRelatedPartiesCurrent,678800000.000,0.000,0.000,0.000,0.000,40700000.000,55800000.000
AccrualForEnvironmentalLossContingencies,8800000.000,8500000.000,8300000.000,8200000.000,8200000.000,8000000.000,7800000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,2988600000.000,,,,3126200000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-24500000.000,-25300000.000,-27000000.000,-26600000.000,-26200000.000,-26300000.000,-23900000.000
AdditionalPaidInCapitalCommonStock,,2634900000.000,4032700000.000,4037100000.000,4041800000.000,4013800000.000,4513800000.000
AllowanceForDoubtfulAccountsReceivableCurrent,600000.000,600000.000,600000.000,300000.000,300000.000,300000.000,300000.000
AssetRetirementObligationsNoncurrent,24200000.000,22900000.000,25700000.000,25100000.000,24300000.000,23000000.000,20800000.000
Assets,9356900000.000,8963600000.000,10056200000.000,10091100000.000,10151000000.000,10281800000.000,10537700000.000
AssetsCurrent,1141900000.000,367900000.000,1235600000.000,948300000.000,658300000.000,434700000.000,473700000.000
CapitalizedComputerSoftwareGross,,,59800000.000,,,,72100000.000
CapitalizedExploratoryWellCosts,,,1700000.000,,,,400000.000
CapitalizedExploratoryWellCostsThatHaveBeenCapitalizedForPeriodGreaterThanOneYear,,,300000.000,,,,300000.000
CashAndCashEquivalentsAtCarryingValue,136800000.000,63800000.000,930900000.000,640900000.000,374500000.000,132600000.000,79900000.000
CommercialPaper,,,0.000,,,,
CommonStockParOrStatedValuePerShare,,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,,2000000000.000,2000000000.000,2000000000.000,2000000000.000,10001000.000,10001000.000
CommonStockSharesOutstanding,,317616350.000,399841350.000,400383243.000,400656369.000,10000100.000,10000150.000
