,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-03-31,2014-06-30,2014-09-30
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,,,,,,1143195.000,,
AdvertisingExpense,,,1192.000,,0.000,,,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,,,,,8359.000,13952.000,16314.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-3664.000,,,,-10372.000,,,,581.000,,15167.000,,
CostOfGoodsSold,,,,,,351.000,444.000,,99.000,213.000,,,
CostOfRevenue,1140.000,331.000,574.000,245.000,40.000,,,,,,,,
DebtConversionConvertedInstrumentAmount1,,,,,,,,,,,100000.000,,
Depreciation,,,,,,,,,,,680.000,,
EarningsPerShareBasicAndDiluted,,,,,,-0.000,-0.000,,0.000,-0.010,-0.020,-0.010,-0.010
EarningsPerShareDiluted,0.000,-0.010,0.000,0.000,0.000,,,,,,,,
GeneralAndAdministrativeExpense,17653.000,31994.000,16264.000,-8109.000,11712.000,12699.000,7496.000,11581.000,7077.000,170880.000,329201.000,180057.000,120449.000
GrossProfit,1988.000,421.000,901.000,320.000,34.000,980.000,1610.000,582.000,299.000,18.000,,,
IncomeTaxesPaid,0.000,,,,0.000,,,,,,,,
IncreaseDecreaseInAccountsPayable,11861.000,,,,6075.000,,,,4674.000,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,,,,,3904.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,,,,,,,95188.000,,
IncreaseDecreaseInAccountsReceivable,0.000,,,,0.000,,,,,,,,
IncreaseDecreaseInInventories,-1140.000,,,,821.000,,,,99.000,,,,
IncreaseDecreaseInPrepaidExpense,1000.000,,,,0.000,,,,,,,,
InterestExpense,,,,,,,,,,356.000,,,
InterestExpenseDebt,,,,,,,,,,,667.000,1000.000,1000.000
InterestExpenseOther,,,,,,,,,,,9084.000,15264.000,17627.000
InterestPaid,0.000,,,,0.000,,,,,,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,,,,,,,,45940.000,,
LeaseAndRentalExpense,,,,,,,,,,,2500.000,7500.000,4550.000
MarketingAndAdvertisingExpense,,,,,,1557.000,,,14.000,,,,
NetCashProvidedByUsedInFinancingActivities,0.000,,,,-3948.000,,,,2600.000,,-31000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,,,,-3948.000,,,,2600.000,,-31000.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,,,184381.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,,,184381.000,,
NetCashProvidedByUsedInOperatingActivities,-3664.000,,,,-6424.000,,,,-2019.000,,-138214.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-3664.000,,,,-6424.000,,,,-2019.000,,-138214.000,,
NetIncomeLoss,-15665.000,-31573.000,-16555.000,6202.000,-11678.000,-13276.000,-5886.000,-11259.000,-6792.000,-171218.000,-338285.000,-192876.000,-134826.000
OperatingExpenses,,,,,,,,,7091.000,170880.000,329201.000,180057.000,120449.000
OperatingIncomeLoss,,,,,,,,,,-170862.000,-329201.000,-177612.000,-117199.000
OtherOperatingIncomeExpenseNet,,,,,,,,,,-356.000,-9084.000,-15264.000,-17627.000
ProceedsFromIssuanceOfCommonStock,0.000,,,,0.000,,,,,,,,
ProceedsFromRelatedPartyDebt,,,,,10176.000,,,,2600.000,,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,0.000,,,,,,,,,,-31000.000,,
ProceedsFromSaleOfProductiveAssets,,,,,,,,,,,8277.000,,
ProfessionalFees,,,,,,,,,,,64004.000,97983.000,95869.000
RepaymentsOfDebt,,,,,,,,,,,31000.000,,
RepaymentsOfRelatedPartyDebt,,,,,14124.000,,,,,,,,
Revenues,3128.000,752.000,1475.000,565.000,74.000,1331.000,2054.000,808.000,398.000,231.000,,2445.000,3250.000
SalesRevenueNet,3128.000,752.000,1475.000,565.000,74.000,1331.000,2054.000,808.000,398.000,231.000,,2445.000,3250.000
ShareBasedCompensation,,,,,,,,,,,0.000,,
StockIssuedDuringPeriodValueIssuedForServices,,,,,,,,,,,46000.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,4011600.000,4011600.000,4011600.000,-8023200.000,4011600.000,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,4011600.000,4011600.000,,4011600.000,13624854.000,13961382.000,15755060.000,15755060.000
