,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,-15411.000,,,,
CurrentIncomeTaxExpenseBenefit,0.000,0.000,,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,-0.000,0.000,0.000,0.000
GeneralAndAdministrativeExpense,2370.000,15304.000,42.000,970.000,-14227.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-2542.000,,,
NetCashProvidedByUsedInFinancingActivities,,0.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,0.000,,,,
NetCashProvidedByUsedInInvestingActivities,,0.000,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000,,,,
NetCashProvidedByUsedInOperatingActivities,,-15411.000,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-15411.000,,,,
NetIncomeLoss,-2417.000,-15411.000,-2542.000,-2220.000,-8217.000,
OperatingExpenses,2417.000,15411.000,2542.000,2220.000,8217.000,
OperatingIncomeLoss,-2417.000,-15411.000,,-2220.000,,
OtherGeneralExpense,47.000,107.000,,,,
ProfessionalFees,,,2500.000,1250.000,,
ProfitLoss,,-15411.000,,,,
RepaymentOfNotesReceivableFromRelatedParties,,0.000,,,,
Revenues,0.000,,,,,
SalesRevenueNet,0.000,,,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,,,0.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,3740000.000,3740000.000,,3740000.000
WeightedAverageNumberOfSharesOutstandingBasic,3706000.000,3740000.000,,,,
