,2013-12-31,2014-03-31,2014-06-30
AccountsPayableCurrent,20141.000,69247.000,236588.000
AdditionalPaidInCapital,5608396.000,5608396.000,5608396.000
Assets,99055014.000,98990245.000,98622499.000
AssetsCurrent,531340.000,451032.000,117125.000
AssetsHeldInTrustCurrent,835.000,,
CashAndCashEquivalentsAtCarryingValue,485007.000,402032.000,76125.000
CashFDICInsuredAmount,250000.000,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000
CommonStockSharesAuthorized,15000000.000,15000000.000,15000000.000
CommonStockSharesIssued,3513522.000,3513522.000,3513522.000
CommonStockSharesOutstanding,3513522.000,3513522.000,3513522.000
CommonStockValue,351.000,351.000,351.000
DeferredTaxAssetsGross,26247.000,,
DeferredTaxAssetsNet,0.000,,
DeferredTaxAssetsOperatingLossCarryforwards,26247.000,,
DeferredTaxAssetsValuationAllowance,26247.000,,
HeldToMaturitySecuritiesRestricted,98502223.000,,
Liabilities,20141.000,69247.000,236588.000
LiabilitiesAndStockholdersEquity,99055014.000,98990245.000,98622499.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000
PreferredStockSharesAuthorized,1000000.000,1000000.000,1000000.000
PreferredStockSharesOutstanding,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000
PrepaidExpenseCurrent,46333.000,49000.000,41000.000
PrepaidInsurance,20616.000,14520.000,8356.000
RestrictedCashAndInvestmentsCurrent,98503058.000,98524693.000,98497018.000
RetainedEarningsAccumulatedDeficit,-65618.000,-179493.000,-714580.000
StockholdersEquity,5543129.000,5429254.000,4894167.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,99034873.000,98920998.000,98385911.000
TemporaryEquityCarryingAmountAttributableToParent,93491744.000,93491744.000,93491744.000
TemporaryEquitySharesOutstanding,9169603.000,9169603.000,9169603.000
