,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AllocatedShareBasedCompensationExpense,78000000.000,94000000.000,95000000.000,113000000.000,109000000.000,127000000.000,147000000.000,180000000.000
AmortizationOfIntangibleAssets,23000000.000,24000000.000,38000000.000,39000000.000,37000000.000,36000000.000,27000000.000,41000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,3000000.000,5000000.000,11000000.000,11000000.000,-19000000.000,6000000.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,1190000000.000,,,,-350000000.000,
ComprehensiveIncomeNetOfTax,187000000.000,280000000.000,347000000.000,402000000.000,310000000.000,410000000.000,327000000.000,311000000.000
DeferredIncomeTaxExpenseBenefit,,,22000000.000,,,,53000000.000,
DepreciationAndAmortization,150000000.000,153000000.000,175000000.000,176000000.000,184000000.000,189000000.000,183000000.000,201000000.000
DepreciationDepletionAndAmortization,,,174000000.000,,,,183000000.000,
DerivativeGainLossOnDerivativeNet,51000000.000,52000000.000,23000000.000,35000000.000,39000000.000,98000000.000,0.000,4000000.000
EarningsPerShareBasic,0.250,0.250,0.300,0.270,0.270,0.320,0.320,0.340
EarningsPerShareDiluted,0.250,0.250,0.300,0.270,0.270,0.310,0.320,0.340
EffectOfExchangeRateOnCashAndCashEquivalents,,,14000000.000,,,,11000000.000,
EffectiveIncomeTaxRateContinuingOperations,0.236,0.140,0.135,0.150,0.100,-0.244,0.120,0.080
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,,0.350,,0.350,,0.350,0.350
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,2000000.000,2000000.000,4000000.000,4000000.000,3000000.000,3000000.000,7000000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,1000000.000,,,,0.000,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,1000000.000,,,,0.000,
GainLossOnSaleOfLoansAndLeases,4000000.000,,,,,,,
GainLossOnSalesOfLoansNet,,,6000000.000,,,,6000000.000,
GeneralAndAdministrativeExpense,135000000.000,141000000.000,231000000.000,261000000.000,261000000.000,275000000.000,265000000.000,282000000.000
GoodwillAcquiredDuringPeriod,,,0.000,,,,0.000,
GoodwillTranslationAdjustments,,,2000000.000,,,,,
GoodwillTranslationAndPurchaseAccountingAdjustments,,,,,,,1000000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,399000000.000,350000000.000,422000000.000,380000000.000,360000000.000,469000000.000,438000000.000,447000000.000
IncomeTaxExpenseBenefit,94000000.000,49000000.000,57000000.000,57000000.000,37000000.000,79000000.000,54000000.000,36000000.000
IncomeTaxesPaid,,,24000000.000,,,,48000000.000,
IncreaseDecreaseInAccountsPayableTrade,,,13000000.000,,,,-1000000.000,
IncreaseDecreaseInAccountsReceivable,,,22000000.000,,,,-36000000.000,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,-5000000.000,,,,17000000.000,
IncreaseDecreaseInDueFromAffiliatesCurrent,,,0.000,,,,,
IncreaseDecreaseInLoansHeldForSale,,,-6000000.000,,,,-6000000.000,
IncreaseDecreaseInNotesPayableRelatedPartiesCurrent,,,0.000,,,,,
IncreaseDecreaseInOtherOperatingCapitalNet,,,158000000.000,,,,366000000.000,
IncreaseDecreaseInPayablesToCustomers,,,738000000.000,,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,6000000.000,6000000.000,9000000.000,5000000.000,7000000.000,-13000000.000,13000000.000,13000000.000
InterestPaid,,,1000000.000,,,,1000000.000,
NetCashProvidedByUsedInFinancingActivities,,,113000000.000,,,,-54000000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,113000000.000,,,,-54000000.000,
NetCashProvidedByUsedInInvestingActivities,,,325000000.000,,,,-1058000000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,325000000.000,,,,-1058000000.000,
NetCashProvidedByUsedInOperatingActivities,,,738000000.000,,,,751000000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,738000000.000,,,,751000000.000,
NetIncomeLoss,305000000.000,301000000.000,365000000.000,323000000.000,323000000.000,390000000.000,384000000.000,411000000.000
NonoperatingIncomeExpense,1000000.000,20000000.000,15000000.000,9000000.000,12000000.000,9000000.000,7000000.000,17000000.000
OciBeforeReclassificationsNetOfTaxAttributableToParent,-56000000.000,17000000.000,11000000.000,88000000.000,,,,
OperatingExpenses,1899000000.000,1928000000.000,2137000000.000,2279000000.000,2319000000.000,2521000000.000,2544000000.000,2706000000.000
OperatingIncomeLoss,398000000.000,330000000.000,407000000.000,371000000.000,348000000.000,460000000.000,431000000.000,430000000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeTax,-2000000.000,-6000000.000,12000000.000,9000000.000,-3000000.000,-7000000.000,1000000.000,0.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesTax,,-1000000.000,2000000.000,3000000.000,-1000000.000,-3000000.000,0.000,1000000.000
OtherComprehensiveIncomeLossBeforeReclassificationsTax,-1000000.000,-1000000.000,2000000.000,4000000.000,-2000000.000,-2000000.000,-1000000.000,-1000000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesBeforeTax,-124000000.000,-7000000.000,-36000000.000,79000000.000,-13000000.000,44000000.000,-72000000.000,-117000000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax,1000000.000,0.000,0.000,1000000.000,-1000000.000,1000000.000,-1000000.000,-2000000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,9000000.000,-9000000.000,8000000.000,-5000000.000,1000000.000,-19000000.000,13000000.000,16000000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,-118000000.000,-21000000.000,-18000000.000,79000000.000,-13000000.000,20000000.000,-57000000.000,-100000000.000
OtherComprehensiveIncomeLossTax,-1000000.000,-1000000.000,2000000.000,4000000.000,-2000000.000,-2000000.000,-1000000.000,-1000000.000
PaymentsForProceedsFromLoansReceivable,,,120000000.000,,,,136000000.000,
PaymentsForRepurchaseOfCommonStock,,,596000000.000,300000000.000,49000000.000,50000000.000,517000000.000,89000000.000
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,15000000.000,,,,101000000.000,
PaymentsToAcquireBusinessesNetOfCashAcquired,,,19000000.000,,,,0.000,
PaymentsToAcquireInvestments,,,4091000000.000,,,,7109000000.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,133000000.000,,,,148000000.000,
ProceedsFromContributionsFromParent,,,0.000,,,,,
ProceedsFromIssuanceOfCommonStock,,,6000000.000,,,,12000000.000,
ProceedsFromPaymentsForLongTermLoansForRelatedParties,,,0.000,,,,,
ProceedsFromRepaymentsOfDebt,,,-21000000.000,,,,0.000,
ProceedsFromSaleAndMaturityOfMarketableSecurities,,,4196000000.000,,,,5581000000.000,
ReclassificationFromAociCurrentPeriodNetOfTaxAttributableToParent,62000000.000,38000000.000,29000000.000,9000000.000,,,,
