,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28
AccountsPayableCurrentAndNoncurrent,,,9000.000,22830.000,24000.000,27000.000,27000.000,28000.000,39423.000
AdditionalPaidInCapital,,32143.000,32069.000,38298.000,43128.000,45256.000,55396.000,55396.000,55396.000
AdditionalPaidInCapitalCommonStock,32143.000,,,,,,,,
Assets,952.000,82.000,0.000,,0.000,0.000,0.000,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,952.000,82.000,0.000,,,,,,
CashFDICInsuredAmount,0.000,0.000,,,250000.000,250000.000,250000.000,250000.000,
CashUninsuredAmount,,,0.000,0.000,0.000,0.000,0.000,0.000,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000
CommonStockSharesOutstanding,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000
CommonStockValue,300.000,300.000,300.000,300.000,300.000,300.000,300.000,300.000,300.000
DueToRelatedPartiesCurrent,,,,,,,,9405.000,10169.000
Liabilities,,0.000,9000.000,22830.000,24000.000,27000.000,27000.000,37405.000,49592.000
LiabilitiesAndStockholdersEquity,952.000,82.000,0.000,,0.000,0.000,0.000,0.000,0.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
RetainedEarningsAccumulatedDeficit,-31491.000,-32361.000,-41369.000,-61428.000,-67428.000,-72556.000,-82696.000,-93101.000,-105288.000
StockholdersEquity,952.000,82.000,-9000.000,-22830.000,-24000.000,-27000.000,-27000.000,-37405.000,-49592.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,82.000,-9000.000,,-24000.000,-27000.000,-27000.000,-37405.000,-49592.000
UnrecognizedTaxBenefits,,0.000,,,,,,,
