,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,2410000.000,4426000.000,9219000.000
AccruedIncomeTaxes,,16544000.000,
AdditionalPaidInCapital,,3163954000.000,3165684000.000
Assets,4885152000.000,4789375000.000,4830944000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,64646000.000,16019000.000,
CashAndCashEquivalentsAtCarryingValue,3527000.000,126185000.000,215085000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,,93597519.000,93597519.000
CommonStockSharesOutstanding,,93597519.000,93597519.000
CommonStockValue,,936000.000,936000.000
DebtInstrumentCarryingAmount,,1775000000.000,
DeferredIncomeTaxLiabilitiesNet,17398000.000,,
DeferredRentReceivablesNet,3429000.000,3296000.000,3150000.000
DeferredRevenueLeasesNet,707000.000,883000.000,
EquityMethodInvestments,,,0.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,117600000.000,-117996000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,92247000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,21667000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,21320000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,21333000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,21589000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,21589000.000,
FiniteLivedIntangibleAssetsGross,329700000.000,317741000.000,
FiniteLivedIntangibleAssetsNet,,199745000.000,
GoodwillImpairedAccumulatedImpairmentLoss,,0.000,
IntangibleAssetsNetExcludingGoodwill,212106000.000,199745000.000,194290000.000
InterestPayableCurrentAndNoncurrent,,12526000.000,27760000.000
InvestmentBuildingAndBuildingImprovements,5059531000.000,4891996000.000,4892062000.000
Land,651290000.000,637601000.000,637601000.000
Liabilities,25187000.000,1752152000.000,1755307000.000
LiabilitiesAndStockholdersEquity,4885152000.000,4789375000.000,4830944000.000
LineOfCredit,,25000000.000,25000000.000
LoansPayable,,957465000.000,956559000.000
LongTermDebt,,,1712838000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,1700000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,10000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,35000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,10000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,10000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,10000000.000,
MinorityInterest,,497000.000,497000.000
NotesPayableFairValueDisclosure,,753800000.000,
OperatingLeasesFutureMinimumPaymentsReceivable,,8871396000.000,
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,,488895000.000,
OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,,537307000.000,
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,,521837000.000,
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,,515823000.000,
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,513145000.000,
OperatingLeasesFutureMinimumPaymentsReceivableThereafter,,6294389000.000,
OtherAssets,16663000.000,26284000.000,25493000.000
OtherAssetsMiscellaneous,3754000.000,12820000.000,
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010
PreferredStockSharesAuthorized,50000000.000,50000000.000,50000000.000
RealEstateAccumulatedDepreciation,,1111768000.000,
RealEstateAndAccumulatedDepreciationCarryingAmountOfBuildingsAndImprovements,,4891996000.000,
RealEstateAndAccumulatedDepreciationCarryingAmountOfLand,,637601000.000,
RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,,5046923000.000,
RealEstateAndAccumulatedDepreciationInitialCostOfLand,,651290000.000,
RealEstateGrossAtCarryingValue,,5529597000.000,
RealEstateInvestmentPropertyAccumulatedDepreciation,1126040000.000,1111768000.000,1140755000.000
RealEstateInvestmentPropertyNet,4584781000.000,4417829000.000,4388908000.000
RedeemableNoncontrollingInterestEquityPreferredCarryingAmount,,1930000.000,1930000.000
RestrictedCashAndCashEquivalents,,17000.000,4018000.000
RetainedEarningsAccumulatedDeficit,,-130094000.000,-93410000.000
SecurityDepositLiability,4672000.000,4704000.000,
SeniorNotes,,730604000.000,731279000.000
StockholdersEquity,4859965000.000,3034796000.000,3073210000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,4859965000.000,3035293000.000,3073707000.000
