,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,3318000.000,2928000.000,2708000.000,3217000.000,4169000.000,4180000.000,4057000.000,3384000.000,4105000.000,3197000.000,3603000.000,2288000.000,2462000.000
AccountsReceivableNetCurrent,6315000.000,10392000.000,11278000.000,11097000.000,10488000.000,11048000.000,13645000.000,12751000.000,14033000.000,12491000.000,15888000.000,14806000.000,16497000.000
AccruedBonusesCurrent,,,,7763000.000,,,,4034000.000,,,,3388000.000,
AccruedLiabilitiesCurrent,,,,5363000.000,,,,,,,,,
AccruedSalesCommissionCurrent,,,,,,,,5212000.000,,,,3637000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1119000.000,1398000.000,1737000.000,2141000.000,2595000.000,3051000.000,3512000.000,4158000.000,4923000.000,5693000.000,6510000.000,7218000.000,7870000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1000.000,-40000.000,12000.000,-40000.000,2000.000,10000.000,29000.000,-79000.000,24000.000,54000.000,38000.000,0.000,-19000.000
AdditionalPaidInCapital,379753000.000,382870000.000,387443000.000,393397000.000,398941000.000,404412000.000,409849000.000,415519000.000,422279000.000,445297000.000,451586000.000,457596000.000,464151000.000
Assets,256389000.000,239463000.000,233980000.000,223274000.000,209352000.000,196983000.000,184923000.000,173274000.000,160612000.000,166662000.000,159416000.000,157166000.000,147401000.000
AssetsCurrent,231273000.000,176176000.000,200183000.000,210730000.000,203400000.000,185402000.000,169839000.000,142385000.000,143470000.000,149396000.000,143952000.000,141010000.000,132141000.000
AvailableForSaleSecurities,230091000.000,214536000.000,199745000.000,184757000.000,171929000.000,153440000.000,138637000.000,118646000.000,109029000.000,108602000.000,93794000.000,78848000.000,73913000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,13000.000,16000.000,31000.000,0.000,27000.000,56000.000,39000.000,5000.000,0.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,10000.000,5000.000,1000.000,79000.000,3000.000,2000.000,1000.000,5000.000,19000.000
AvailableForSaleSecuritiesAmortizedCost,230089000.000,214576000.000,199733000.000,184796000.000,171926000.000,153429000.000,138607000.000,118725000.000,109005000.000,108548000.000,93756000.000,78848000.000,73932000.000
AvailableForSaleSecuritiesCurrent,39314000.000,124560000.000,156931000.000,175057000.000,158730000.000,132905000.000,121525000.000,101274000.000,85385000.000,85042000.000,61326000.000,65882000.000,47007000.000
AvailableForSaleSecuritiesNoncurrent,20313000.000,58095000.000,27700000.000,6220000.000,0.000,0.000,0.000,13335000.000,0.000,0.000,0.000,0.000,
CapitalizedComputerSoftwareGross,,,162000.000,291000.000,572000.000,1155000.000,2152000.000,2925000.000,2925000.000,2925000.000,2925000.000,2925000.000,2925000.000
CashAndCashEquivalentsAtCarryingValue,180067000.000,35268000.000,25231000.000,17425000.000,27041000.000,31533000.000,25671000.000,19150000.000,35111000.000,40651000.000,55108000.000,48722000.000,56198000.000
ContractualObligation,,,,612000.000,,,,243000.000,,,,1963000.000,
ContractualObligationDueInFourthYear,,,,0.000,,,,0.000,,,,0.000,
ContractualObligationDueInNextTwelveMonths,,,,369000.000,,,,243000.000,,,,714000.000,
ContractualObligationDueInSecondYear,,,,243000.000,,,,0.000,,,,714000.000,
ContractualObligationDueInThirdYear,,,,0.000,,,,0.000,,,,535000.000,
DeferredRevenue,18159000.000,19750000.000,26106000.000,27360000.000,31081000.000,31763000.000,33130000.000,34112000.000,38524000.000,35697000.000,37430000.000,,
DeferredRevenueCurrent,12574000.000,13970000.000,18111000.000,20708000.000,24002000.000,24125000.000,24592000.000,26590000.000,31622000.000,29200000.000,30730000.000,30623000.000,33576000.000
DeferredRevenueNoncurrent,5585000.000,5780000.000,7995000.000,6652000.000,7079000.000,7638000.000,8538000.000,7522000.000,6902000.000,6497000.000,6700000.000,5245000.000,5379000.000
DeferredTaxAssetsDeferredIncome,,,,2173000.000,,,,3017000.000,,,,3879000.000,
DeferredTaxAssetsGross,,,,79175000.000,,,,103293000.000,,,,117871000.000,
DeferredTaxAssetsNet,,,,0.000,,,,0.000,,,,0.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,72984000.000,,,,93165000.000,,,,105100000.000,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,194300000.000,,,,250000000.000,,,,304200000.000,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,119800000.000,,,,155200000.000,,,,174700000.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,16000.000,,,,322000.000,,,,649000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBonuses,,,,68000.000,,,,0.000,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,539000.000,,,,326000.000,,,,1291000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,3266000.000,,,,6224000.000,,,,6369000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,2000.000,,,,4000.000,,,,3000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,0.000,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,,127000.000,,,,235000.000,,,,580000.000,
DeferredTaxAssetsValuationAllowance,,,,79175000.000,,,,103293000.000,,,,117871000.000,
EmployeeRelatedLiabilitiesCurrent,5394000.000,6984000.000,10078000.000,10455000.000,7378000.000,8730000.000,9457000.000,11477000.000,5249000.000,7969000.000,7146000.000,9443000.000,6111000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,32100000.000,29700000.000,26500000.000,,32600000.000,27700000.000,23900000.000,19000000.000,18800000.000,14900000.000,13500000.000,5200000.000,8600000.000
InterestReceivableCurrent,,,,537000.000,,,,361000.000,,,,,
Liabilities,32143000.000,33916000.000,44008000.000,47084000.000,47219000.000,50583000.000,53074000.000,54920000.000,56750000.000,56444000.000,54328000.000,55204000.000,54065000.000
LiabilitiesAndStockholdersEquity,256389000.000,239463000.000,233980000.000,223274000.000,209352000.000,196983000.000,184923000.000,173274000.000,160612000.000,166662000.000,159416000.000,157166000.000,147401000.000
LiabilitiesCurrent,26213000.000,27819000.000,35723000.000,40171000.000,39914000.000,41737000.000,43081000.000,46001000.000,48087000.000,48258000.000,46373000.000,48723000.000,47493000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,3000000.000,,12800000.000,1800000.000,15444000.000,,,18500000.000,12014000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,1325000.000,,,,3369000.000,,,,2651000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,0.000,,,,2624000.000,,,,2190000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,600000.000,,,,2548000.000,,,,2177000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,1075000.000,,,,3073000.000,,,,2113000.000,
OtherAssetsCurrent,,,,443000.000,,,,150000.000,,,,,
OtherAssetsNoncurrent,108000.000,380000.000,292000.000,131000.000,78000.000,3692000.000,4670000.000,4735000.000,4669000.000,4692000.000,4691000.000,4677000.000,5276000.000
OtherEmployeeRelatedLiabilitiesCurrent,,,,2692000.000,,,,2231000.000,,,,2418000.000,
OtherLiabilitiesCurrent,,,,428000.000,,,,,,,,,
OtherLiabilitiesNoncurrent,345000.000,317000.000,290000.000,261000.000,226000.000,1208000.000,1455000.000,1397000.000,1761000.000,1689000.000,1255000.000,1236000.000,1193000.000
PreferredStockParOrStatedValuePerShare,,,,0.000,,,,0.000,,,,0.000,
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,,,,10000000.000,,,,10000000.000,
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,,,,0.000,,,,0.000,
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,,,,0.000,,,,0.000,
PreferredStockValue,,,,0.000,,,,0.000,,,,0.000,
PrepaidExpenseAndOtherAssetsCurrent,2683000.000,3010000.000,3344000.000,3476000.000,3499000.000,5960000.000,5134000.000,3772000.000,4314000.000,5140000.000,3884000.000,3382000.000,4578000.000
PropertyPlantAndEquipmentGross,4232000.000,4562000.000,4965000.000,5771000.000,6092000.000,7566000.000,9781000.000,11054000.000,11535000.000,12169000.000,12422000.000,12503000.000,12976000.000
PropertyPlantAndEquipmentNet,3113000.000,3164000.000,3228000.000,3630000.000,3497000.000,4515000.000,6269000.000,6896000.000,6612000.000,6476000.000,5912000.000,5285000.000,5106000.000
RestrictedCashAndCashEquivalentsNoncurrent,101000.000,0.000,0.000,0.000,,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1144000.000,1144000.000
RestructuringAndRelatedCostExpectedCost1,,,,,,,,,,800000.000,,,
RestructuringAndRelatedCostExpectedCostRemaining1,,,,,,,,,,600000.000,,,
RetainedEarningsAccumulatedDeficit,-155517000.000,-177292000.000,-197492000.000,-217176000.000,-236819000.000,-258031000.000,-278038000.000,-297096000.000,-318451000.000,-335143000.000,-346546000.000,-355644000.000,-370806000.000
SecurityDeposit,,,,211000.000,,,,228000.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,323253000.000,210214000.000,158743000.000,,61110000.000,53906000.000,20675000.000,,10651000.000,13749000.000,14012000.000,,9232000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,17931727000.000,17908211000.000,17230259000.000,,13916963000.000,12010003000.000,11326168000.000,,9009752000.000,8015058000.000,8060295000.000,,7192204000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,3.190,3.460,3.730,,4.820,5.110,5.110,,3.410,3.520,3.520,,3.810
