,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AdjustmentsToAdditionalPaidInCapitalOther,,9166000.000,,,,,,,,,
AllocatedShareBasedCompensationExpense,1497000.000,1749000.000,1648000.000,1667000.000,1219000.000,1342000.000,893000.000,,1316000.000,1009000.000,925000.000
AmortizationOfFinancingCosts,360000.000,,,,249000.000,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,111470.000,266597.000,267132.000,-427149.000,325788.000,273723.000,510375.000,-790227.000,368281.000,555428.000,738097.000
BusinessExitCosts,311000.000,,,,,,,,,,
BusinessExitCosts1,,,,,86000.000,,,,58000.000,,
CashAcquiredFromAcquisition,,,,,109000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-18698000.000,,,,-59057000.000,,,,2424000.000,,
CommonStockDividendsPerShareDeclared,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.110,0.110
ComprehensiveIncomeNetOfTax,-3612000.000,3911000.000,20594000.000,27635000.000,5463000.000,17227000.000,-21106000.000,-24064000.000,,,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,563000.000,96000.000,0.000,0.000,0.000,0.000,0.000,0.000,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-3019000.000,4177000.000,20594000.000,27635000.000,5463000.000,17227000.000,-21106000.000,-24064000.000,7965000.000,-3336000.000,-13804000.000
CostOfGoodsSold,226747000.000,227648000.000,210600000.000,230615000.000,245827000.000,241147000.000,256480000.000,276641000.000,241409000.000,237151000.000,228313000.000
CurrentFederalTaxExpenseBenefit,147000.000,1341000.000,1356000.000,-2080000.000,,,,,,,
CurrentForeignTaxExpenseBenefit,1557000.000,3798000.000,2975000.000,7325000.000,,,,,,,
CurrentIncomeTaxExpenseBenefit,1712000.000,4963000.000,5292000.000,,,,,,,,
CurrentStateAndLocalTaxExpenseBenefit,8000.000,-176000.000,961000.000,-1008000.000,,,,,,,
DebtIssuanceCosts,-3443000.000,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,-4133000.000,,,,908000.000,,,,5744000.000,,
DefinedBenefitPlanContributionsByEmployer,348000.000,,,,828000.000,,,,907000.000,,
DepreciationAmortizationAndAccretionNet,8213000.000,,,,8655000.000,,,,17037000.000,,
DepreciationDepletionAndAmortization,4632000.000,,,,5394000.000,,,,5475000.000,,
EarningsPerShareBasic,0.040,0.360,0.330,0.540,0.300,0.320,-0.350,-0.080,0.520,-0.030,-0.010
EarningsPerShareDiluted,0.040,0.360,0.330,0.530,0.300,0.320,-0.350,-0.080,0.520,-0.030,-0.010
EffectOfExchangeRateOnCashAndCashEquivalents,-1879000.000,,,,-441000.000,,,,-1404000.000,,
FederalIncomeTaxExpenseBenefitContinuingOperations,,,,,3587000.000,,,,,,
ForeignIncomeTaxExpenseBenefitContinuingOperations,,,,,2110000.000,,,,,,
GainLossOnForeignCurrencyFairValueHedgeDerivatives,,,,,,,107000.000,,,,
GainLossOnSaleOfAccountsReceivable,1505000.000,1374000.000,-1437000.000,-7152000.000,-1254000.000,-1292000.000,-1199000.000,-984000.000,-763000.000,-673000.000,-862000.000
GainsLossesOnExtinguishmentOfDebt,4256000.000,0.000,0.000,-8512000.000,0.000,0.000,0.000,0.000,,,
GrossProfit,54979000.000,54701000.000,52232000.000,61058000.000,54467000.000,58146000.000,31028000.000,18592000.000,62002000.000,34846000.000,37354000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,3555000.000,16427000.000,15648000.000,24648000.000,15178000.000,16748000.000,-11009000.000,-14789000.000,23498000.000,-554000.000,3606000.000
IncomeTaxExpenseBenefit,1712000.000,4963000.000,5292000.000,7957000.000,5711000.000,6792000.000,110000.000,-12558000.000,6928000.000,396000.000,3972000.000
IncreaseDecreaseInAccountsPayable,7086000.000,,,,21237000.000,,,,6455000.000,,
IncreaseDecreaseInInventories,-12428000.000,,,,5449000.000,,,,11746000.000,,
IncreaseDecreaseInOtherCurrentAssetsAndLiabilitiesNet,1528000.000,,,,3145000.000,,,,25028000.000,,
IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet,-1841000.000,,,,2200000.000,,,,-17258000.000,,
IncreaseDecreaseInReceivables,-21247000.000,,,,39451000.000,,,,15539000.000,,
InterestExpense,6337000.000,3731000.000,5370000.000,4519000.000,5636000.000,5390000.000,4659000.000,4344000.000,5011000.000,4123000.000,5313000.000
LossContingencyDamagesSoughtValue,110000000.000,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,5204000.000,,,,-2669000.000,,,,18969000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,5204000.000,,,,-2669000.000,,,,18969000.000,,
NetCashProvidedByUsedInInvestingActivities,-5692000.000,,,,-46789000.000,,,,-27372000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-5692000.000,,,,-46789000.000,,,,-27372000.000,,
NetCashProvidedByUsedInOperatingActivities,-16331000.000,,,,-9158000.000,,,,12231000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-16331000.000,,,,-9158000.000,,,,12231000.000,,
NetIncomeLossAttributableToNoncontrollingInterest,563000.000,96000.000,0.000,0.000,0.000,0.000,0.000,0.000,,,
NetIncomeLossAvailableToCommonStockholdersBasic,1280000.000,11368000.000,10356000.000,16691000.000,9467000.000,9956000.000,-11119000.000,-2231000.000,,,
OperatingIncomeLoss,14148000.000,20158000.000,21018000.000,29167000.000,20814000.000,22138000.000,-6350000.000,-10445000.000,28509000.000,3569000.000,8919000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest,30000.000,170000.000,0.000,0.000,0.000,0.000,0.000,0.000,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,3142000.000,2088000.000,5566000.000,,-765000.000,3820000.000,-6877000.000,,-7993000.000,-910000.000,-7920000.000
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,-7007000.000,10632000.000,,-4065000.000,7581000.000,-9725000.000,-21740000.000,-10307000.000,-4335000.000,-17289000.000
OtherComprehensiveIncomeLossNetOfTax,-4862000.000,-7287000.000,10238000.000,10944000.000,-4004000.000,7271000.000,-9987000.000,-21833000.000,-8605000.000,-2386000.000,-13438000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,-448000.000,78000.000,-105000.000,-6639000.000,-86000.000,-58000.000,-160000.000,,-80000.000,85000.000,-146000.000
OtherOperatingActivitiesCashFlowStatement,38000.000,,,,528000.000,,,,757000.000,,
