,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,1936000000.000,1999000000.000,2003000000.000,2099000000.000,2132000000.000,2260000000.000,2261000000.000,2206000000.000,2251000000.000,2370000000.000,2354000000.000,2453000000.000,1798000000.000,1879000000.000
AccountsPayableCurrent,,,,299000000.000,,,,331000000.000,,,,381000000.000,,
AccountsReceivableNetCurrent,784000000.000,858000000.000,862000000.000,844000000.000,899000000.000,937000000.000,929000000.000,876000000.000,913000000.000,1005000000.000,1021000000.000,1005000000.000,911000000.000,921000000.000
AccruedIncomeTaxesCurrent,6000000.000,11000000.000,10000000.000,21000000.000,19000000.000,20000000.000,49000000.000,33000000.000,101000000.000,107000000.000,63000000.000,60000000.000,128000000.000,62000000.000
AccruedIncomeTaxesNoncurrent,,,,273000000.000,,,,295000000.000,,,,482000000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1865000000.000,1944000000.000,1997000000.000,1869000000.000,1927000000.000,1989000000.000,2061000000.000,2120000000.000,2251000000.000,2300000000.000,2390000000.000,2289000000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-236000000.000,-186000000.000,-404000000.000,-628000000.000,-868000000.000,-673000000.000,-793000000.000,-784000000.000,-774000000.000,-826000000.000,-826000000.000,-1001000000.000,-918000000.000,-867000000.000
AdditionalPaidInCapital,9970000000.000,10009000000.000,10000000000.000,10028000000.000,10028000000.000,10115000000.000,10134000000.000,10151000000.000,10153000000.000,10175000000.000,10198000000.000,10213000000.000,10214000000.000,10245000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,30000000.000,30000000.000,28000000.000,29000000.000,29000000.000,30000000.000,30000000.000,30000000.000,32000000.000,33000000.000,33000000.000,36000000.000,28000000.000,25000000.000
AllowanceForNotesAndLoansReceivableCurrent,13000000.000,12000000.000,13000000.000,14000000.000,12000000.000,,,,,,,,,
AllowanceForNotesAndLoansReceivableNoncurrent,78000000.000,80000000.000,81000000.000,84000000.000,86000000.000,,,,,,,,,
Assets,26393000000.000,26497000000.000,26324000000.000,26125000000.000,25905000000.000,26051000000.000,25932000000.000,25716000000.000,25721000000.000,25853000000.000,25871000000.000,26211000000.000,14287000000.000,14269000000.000
AssetsCurrent,2295000000.000,2417000000.000,2414000000.000,2499000000.000,2489000000.000,2501000000.000,2646000000.000,2585000000.000,2738000000.000,2930000000.000,3024000000.000,3557000000.000,2069000000.000,1999000000.000
AssetsNoncurrent,24098000000.000,24080000000.000,23910000000.000,23626000000.000,23416000000.000,23550000000.000,23286000000.000,23131000000.000,22983000000.000,22923000000.000,22847000000.000,22654000000.000,12218000000.000,12270000000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,1585000000.000,,123000000.000,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,42000000.000,,12000000.000,,,,,,,0.000,0.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,,,,16000000.000,16000000.000,,16000000.000,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsOther,,,,,1000000.000,1000000.000,,1000000.000,,,,,,
