,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,,1829000.000,1909000.000,2814000.000,4099000.000,4279000.000
AccountsPayableCurrent,55873.000,93274.000,83062.000,146552.000,127968.000,275050.000,341818.000,975000.000,1235000.000,1689000.000,1313000.000,1851000.000
AccountsPayableTradeCurrent,,,,,,,,,698000.000,,,
AccountsReceivableNetCurrent,36028.000,263695.000,,,222543.000,221733.000,320107.000,,,,,
AccruedLiabilitiesCurrent,,415791.000,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,66932.000,,,,701000.000,,,
AdditionalPaidInCapital,19810383.000,19902820.000,21159988.000,21185951.000,21579829.000,21656161.000,22100501.000,31677000.000,34875000.000,35281000.000,42075000.000,42760000.000
Assets,1397747.000,1736989.000,1086718.000,836397.000,566263.000,506278.000,970147.000,5811000.000,7042000.000,12556000.000,8622000.000,8215000.000
AssetsCurrent,903904.000,1054618.000,686419.000,603241.000,312959.000,284465.000,778957.000,3773000.000,4273000.000,9186000.000,5088000.000,4724000.000
AssetsFairValueDisclosure,,,,,63200.000,,,,,,,
AssetsNoncurrent,,,,,,,,2038000.000,2769000.000,3370000.000,3534000.000,3491000.000
CapitalizedComputerSoftwareNet,,,,,,,,,,,,327000.000
Cash,,,,,,,,1964000.000,1501000.000,3330000.000,2617000.000,3115000.000
CashAndCashEquivalentsAtCarryingValue,549557.000,768069.000,195907.000,285800.000,63200.000,24445.000,437850.000,,,2275000.000,,
CashAndCashEquivalentsFairValueDisclosure,,,,,63200.000,,,1964000.000,1501000.000,2275000.000,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.030,0.030,0.030
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,150000000.000,150000000.000,150000000.000,150000000.000,300000000.000,300000000.000,10000000.000,10000000.000,10000000.000
CommonStockSharesIssued,60679031.000,62241531.000,74741531.000,74741531.000,78531531.000,79900451.000,84195671.000,103443439.000,115895731.000,3863260.000,4973614.000,5181948.000
CommonStockSharesOutstanding,60679031.000,62241531.000,74741531.000,74741531.000,78531531.000,79900451.000,84195671.000,103443439.000,115895731.000,3863260.000,4973614.000,5181948.000
CommonStockSharesSubscriptions,125000.000,995000.000,,,,,,,,,,
CommonStockValue,60679.000,62242.000,74742.000,74742.000,78532.000,79900.000,84196.000,103000.000,116000.000,116000.000,149000.000,155000.000
ConvertibleDebtCurrent,,,,,,,100000.000,5169000.000,4943000.000,5653000.000,4945000.000,4927000.000
ConvertibleDebtNoncurrent,,,,,,,,,1095000.000,,,
CustomerDepositsCurrent,,364465.000,442659.000,766012.000,546850.000,648420.000,1150497.000,,,,,
DebtInstrumentFaceAmount,,,,,,,,,563000.000,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,0.025,,,
DeferredOfferingCosts,,,,,,,,,29000.000,,,
DeferredTaxAssetsGross,,,,,6086518.000,,,,8389000.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,6086518.000,,,,25747000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,6086518.000,,,,8389000.000,,,
DepositsAssetsCurrent,,,14033.000,18413.000,22716.000,8287.000,,,,,,
DepositsAssetsNoncurrent,37749.000,36672.000,,,,,,,,,,
DueFromRelatedPartiesCurrent,,,,,,,,275000.000,1874000.000,1106000.000,1577000.000,868000.000
DueToAffiliateCurrent,,,,,,,,,537000.000,,,
DueToRelatedPartiesCurrent,,,,142560.000,194475.000,219251.000,210304.000,22000.000,33000.000,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,,157080.000,,166957.000,158010.000,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,,307352.000,,,,793000.000,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,87792.000,,,,1222000.000,,,
ExcessStockSharesAuthorized,,,,,,,,,150000000.000,,,
FairValueNetAssetLiability,,,,,,,,1508000.000,1434000.000,5582000.000,1237000.000,1325000.000
FinancialLiabilitiesFairValueDisclosure,,,,,,,,-497000.000,-109000.000,-82000.000,227000.000,-262000.000
FinancialServicesLiabilities,,,,,,,,497000.000,109000.000,82000.000,1435000.000,1902000.000
IntangibleAssetsNetExcludingGoodwill,385778.000,587194.000,347277.000,156111.000,132694.000,109277.000,85860.000,400000.000,380000.000,370000.000,360000.000,2533000.000
Liabilities,719387.000,1894594.000,884263.000,1721342.000,1361137.000,1616067.000,2149284.000,11596000.000,12942000.000,14791000.000,15544000.000,17665000.000
LiabilitiesAndStockholdersEquity,1397747.000,1736989.000,1086718.000,836397.000,566263.000,506278.000,970147.000,5811000.000,7042000.000,12556000.000,8622000.000,8215000.000
LiabilitiesCurrent,594387.000,899594.000,884263.000,1721342.000,1361137.000,1616067.000,2149284.000,11387000.000,12712000.000,14592000.000,15306000.000,17347000.000
LiabilitiesNoncurrent,125000.000,,,,,,,,,,,
LinesOfCreditCurrent,,,,,,,,,,,,1998000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,259392.000,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,121661.000,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,10595.000,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,127136.000,,,,,,,
OperatingLeasesFutureMinimumPaymentsReceivable,,,,,,,,,167000.000,,,
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,,,,,,,,,157000.000,,,
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,,,,,10000.000,,,
OperatingLossCarryforwards,,,,,,,,,25736000.000,,,
OtherAccountsPayableAndAccruedLiabilities,,,358172.000,599995.000,449352.000,405048.000,341621.000,,,,,
