,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,46000.000,,,,50000.000,,,,-22000.000,,,,9000.000,
AcquisitionCosts,,,,,,,,,,,,,,2663000.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,71000.000,,,,21000.000,,,,121000.000,,,,114000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,77000.000,,,,14000.000,,,,,,,,89000.000,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,47000.000,,,,10000.000,,,,59000.000,,,,61000.000,
AdvertisingExpense,85000.000,59000.000,18000.000,24000.000,30000.000,73000.000,37000.000,25000.000,17000.000,21000.000,17000.000,48000.000,37000.000,29000.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,,,,,,81000.000,,,25000.000
AllowanceForLoanAndLeaseLossesWriteOffs,,,,,,,,,,,,,,1948000.000
AmortizationOfDeferredLoanOriginationFeesNet,,,,,-72000.000,,,,-70000.000,,,,-46000.000,
AmortizationOfESOPAward,58000.000,,,,108000.000,,,,130000.000,,,,139000.000,
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,37000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,303610.000
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,274000.000,,,,,,,,,,,,
BankOwnedLifeInsuranceIncome,,,,,90000.000,87000.000,84000.000,83000.000,84000.000,84000.000,83000.000,82000.000,166000.000,171000.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,,1300000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-102578000.000,,,,-12185000.000,,,,-5521000.000,,,,-4372000.000,
CommonStockDividendsPerShareCashPaid,,,,,0.030,,,,0.030,,,,0.030,
CommonStockDividendsPerShareDeclared,,,0.030,,0.030,0.030,0.180,0.030,0.030,0.030,0.030,0.030,0.030,0.030
ComprehensiveIncomeNetOfTax,-11000.000,911000.000,1137000.000,82000.000,956000.000,2269000.000,-709000.000,687000.000,-369000.000,2095000.000,926000.000,848000.000,-1064000.000,-2463000.000
CurrentIncomeTaxExpenseBenefit,155000.000,23000.000,321000.000,191000.000,269000.000,113000.000,-45000.000,124000.000,286000.000,80000.000,308000.000,601000.000,470000.000,-642000.000
DeferredIncomeTaxExpenseBenefit,29000.000,134000.000,-94000.000,,-52000.000,-204000.000,5000.000,-94000.000,65000.000,227000.000,,,-100000.000,-529000.000
Depreciation,82000.000,81000.000,81000.000,76000.000,76000.000,79000.000,84000.000,65000.000,77000.000,,,,82000.000,
DepreciationNonproduction,,,,,,,,,77000.000,,,,,
DividendsCash,,,,,240000.000,,,,-231000.000,,,,225000.000,
EarningsPerShareBasic,0.040,0.060,0.060,0.040,0.050,0.200,0.010,0.010,0.050,0.080,0.100,0.140,0.100,-0.270
EarningsPerShareDiluted,0.040,0.060,0.060,0.030,0.050,0.180,0.010,0.020,0.050,0.070,0.100,0.140,0.100,-0.270
EmployeeStockOwnershipPlanESOPCompensationExpense,58000.000,,,,108000.000,,,,130000.000,,,,139000.000,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,47000.000,,,,10000.000,,,,59000.000,,,,61000.000,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,47000.000,,,,,,,,,,,,,
FederalDepositInsuranceCorporationPremiumExpense,99000.000,49000.000,54000.000,56000.000,68000.000,68000.000,95000.000,83000.000,82000.000,90000.000,134000.000,90000.000,-30000.000,71000.000
FeesAndCommissions,100000.000,86000.000,103000.000,96000.000,101000.000,95000.000,87000.000,85000.000,119000.000,110000.000,142000.000,93000.000,124000.000,169000.000
FinancingReceivableModificationsPreModificationRecordedInvestment2,,,,,,,,,,,,,7500000.000,
ForeclosedRealEstateExpense,35000.000,29000.000,87000.000,-5000.000,25000.000,4000.000,-2000.000,-5000.000,,,,,,
GainLossOnSaleOfSecuritiesNet,,,,,,,,,,,161000.000,,,
GainLossOnSalesOfLoansNet,,,,,138000.000,,,,1000.000,1000.000,,,44000.000,5000.000
GainsLossesOnSalesOfInvestmentRealEstate,,,,,,1793000.000,231000.000,,,,,,,
GainsLossesOnSalesOfOtherRealEstate,,,,,,,,,58000.000,,,,,
GoodwillAcquiredDuringPeriod,,,,,,,,,,,,,,7163000.000
ImpairedFinancingReceivableAverageRecordedInvestment,,,,,,,,,,,18796000.000,,19191000.000,18824000.000
