,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccountsPayableCurrent,5569000.000,6147000.000,7412000.000,4888000.000
AccountsReceivableNetCurrent,34525000.000,40456000.000,41617000.000,37651000.000
AccruedIncomeTaxesCurrent,,,986000.000,931000.000
AccruedLiabilitiesCurrent,13731000.000,14105000.000,16230000.000,14792000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,10413000.000,4707000.000,44000.000,3651000.000
AdditionalPaidInCapitalCommonStock,102548000.000,103487000.000,104189000.000,105076000.000
AllowanceForDoubtfulAccountsReceivableCurrent,555000.000,549000.000,207000.000,199000.000
Assets,232080000.000,233137000.000,240368000.000,244348000.000
AssetsCurrent,90574000.000,92375000.000,102189000.000,103937000.000
AvailableForSaleSecuritiesDebtSecuritiesCurrent,50000.000,50000.000,50000.000,50000.000
AvailableForSaleSecuritiesEquitySecuritiesCurrent,972000.000,810000.000,405000.000,729000.000
CashAndCashEquivalentsAtCarryingValue,31601000.000,29535000.000,38928000.000,45687000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,175000000.000,175000000.000,175000000.000,175000000.000
CommonStockSharesIssued,60807913.000,60837849.000,60838449.000,60990770.000
CommonStockValue,608000.000,608000.000,608000.000,610000.000
DeferredRentCreditNoncurrent,2397000.000,2450000.000,2411000.000,2371000.000
DeferredRevenueCurrent,13588000.000,13599000.000,13544000.000,13086000.000
DeferredTaxAssetsNetCurrent,3431000.000,3548000.000,3605000.000,3660000.000
DeferredTaxAssetsNetNoncurrent,,,724000.000,749000.000
DeferredTaxLiabilitiesNoncurrent,4098000.000,4727000.000,7946000.000,8389000.000
FiniteLivedIntangibleAssetsNet,15702000.000,13080000.000,10711000.000,10057000.000
Goodwill,77357000.000,75230000.000,72915000.000,73925000.000
InventoryNet,10893000.000,10591000.000,8863000.000,8225000.000
Liabilities,62529000.000,64026000.000,70691000.000,66511000.000
LiabilitiesAndStockholdersEquity,232080000.000,233137000.000,240368000.000,244348000.000
LiabilitiesCurrent,32888000.000,33851000.000,38172000.000,33697000.000
LongTermLineOfCredit,21000000.000,21000000.000,21000000.000,21000000.000
OtherAssetsNoncurrent,680000.000,691000.000,557000.000,450000.000
OtherLiabilitiesNoncurrent,2146000.000,1998000.000,1162000.000,1054000.000
PreferredStockParOrStatedValuePerShare,10.000,10.000,10.000,10.000
PreferredStockSharesAuthorized,500000.000,500000.000,500000.000,500000.000
PreferredStockSharesIssued,0.000,,,
PreferredStockSharesOutstanding,0.000,,,
PreferredStockValue,0.000,,,
PrepaidExpenseAndOtherAssetsCurrent,,5294000.000,4270000.000,5341000.000
PrepaidTaxes,3216000.000,2091000.000,4451000.000,2594000.000
PropertyPlantAndEquipmentNet,47767000.000,51761000.000,53272000.000,55230000.000
RetainedEarningsAccumulatedDeficit,135911000.000,140238000.000,144765000.000,148516000.000
StockholdersEquity,169551000.000,169111000.000,169677000.000,177837000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,169551000.000,169111000.000,169677000.000,177837000.000
TreasuryStockShares,11596966.000,11596966.000,11596966.000,11611667.000
TreasuryStockValue,79929000.000,79929000.000,79929000.000,80016000.000
