,2011-09-30
AccountsPayableCurrent,141629.000
AdditionalPaidInCapital,40642.000
Assets,56497.000
AssetsCurrent,5978.000
CashAndCashEquivalentsAtCarryingValue,5978.000
CommonStockParOrStatedValuePerShare,0.001
CommonStockSharesAuthorized,100000000.000
CommonStockSharesIssued,45750000.000
CommonStockSharesOutstanding,45750000.000
CommonStockValue,45750.000
DerivativeLiabilitiesNoncurrent,60000.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-549674.000
Liabilities,519779.000
LiabilitiesAndStockholdersEquity,56497.000
LiabilitiesCurrent,459779.000
PreferredStockParOrStatedValuePerShare,0.001
PreferredStockSharesAuthorized,10000000.000
PreferredStockValue,0.000
StockholdersEquity,-463282.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-463282.000
