,2011-09-30
AccountsPayableCurrent,39957000.000
AccountsReceivableNetCurrent,33253000.000
AccruedLiabilitiesCurrent,15095000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,142670000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-75000.000
AdditionalPaidInCapitalCommonStock,348058000.000
AirTrafficLiabilityCurrent,9119000.000
AllowanceForDoubtfulAccountsReceivableCurrent,635000.000
Assets,587153000.000
AssetsCurrent,158174000.000
CashAndCashEquivalentsAtCarryingValue,18031000.000
CommonStockParOrStatedValuePerShare,0.000
CommonStockSharesAuthorized,400000000.000
CommonStockSharesIssued,26834081.000
CommonStockSharesOutstanding,26834081.000
CommonStockValue,3000.000
DeferredTaxAssetsNetCurrent,18767000.000
DeferredTaxLiabilitiesNoncurrent,42056000.000
DepositsAssetsCurrent,31200000.000
DepositsAssetsNoncurrent,83039000.000
EmployeeRelatedLiabilitiesCurrent,20902000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,8122000.000
FlightEquipmentGross,261893000.000
IntangibleAssetsNetExcludingGoodwill,152156000.000
InventoryNet,12269000.000
LiabilitiesAndStockholdersEquity,587153000.000
LiabilitiesCurrent,393540000.000
LongTermDebtCurrent,26906000.000
LongTermDebtNoncurrent,59000.000
OtherIntangibleAssetsNet,4000000.000
OtherLiabilitiesCurrent,78573000.000
OtherLiabilitiesNoncurrent,37339000.000
PreferredStockSharesAuthorized,15000000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
PrepaidExpenseAndOtherAssetsCurrent,44654000.000
PropertyPlantAndEquipmentGross,281613000.000
PropertyPlantAndEquipmentNet,138943000.000
RestrictedCashAndCashEquivalentsNoncurrent,7878000.000
RetainedEarningsAccumulatedDeficit,-233872000.000
StockholdersEquity,114159000.000
WarrantsAndRightsOutstanding,45000.000
