,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,30190.000,,,,,,80269.000,,,,819557.000,,,,,,
AllocatedShareBasedCompensationExpense,,,,,912.000,220661.000,0.000,,,,,,,,,,,,,,
AmortizationOfDeferredCharges,,,,,,,,,,,,,,,,,,,0.000,,
AssetImpairmentCharges,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-377334.000,,,,-178099.000,,,,,,-220003.000,,,,555786.000,,,,-248589.000,,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,,,,,,,,0.000,,,,,,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,,0.000,,,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,,0.000,,,,,,,,,,
ComprehensiveIncomeNetOfTax,-287857.000,-550362.000,-479972.000,1346862.000,-167536.000,-62908.000,-204721.000,-192256.000,-244431.000,-106094.000,-263962.000,-178012.000,-320388.000,-281285.000,-255623.000,-307740.000,-123952.000,-169456.000,-157463.000,67322.000,-64666.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-66968.000,-87367.000,-52963.000,-44280.000,-39297.000,-25515.000,-31512.000,-11548.000,-21814.000,-32963.000,-35908.000,-29748.000,-39900.000,-20587.000,3506.000,-19990.000,30186.000,-7276.000,1982.000,62547.000,-19861.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-354825.000,-637728.000,-532935.000,1302581.000,-206833.000,-88424.000,-236233.000,-203803.000,-266245.000,-139057.000,-299870.000,-207760.000,-360288.000,-301872.000,-252117.000,-327730.000,-93766.000,-176732.000,-155481.000,129869.000,-84527.000
Depreciation,-4357.000,,,,,,,,,,0.000,,,,,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,116.000,586402.000,,,,,,,0.000,0.000,0.000,,,,,,,,,,
EarningsPerShareBasic,-0.010,0.000,-0.010,0.030,-0.010,0.000,-0.010,0.000,-0.010,-0.010,-0.010,0.000,-0.010,0.000,0.000,-0.010,0.000,-0.010,,,
EarningsPerShareBasicAndDiluted,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000
EarningsPerShareDiluted,-0.010,0.000,-0.010,0.030,-0.010,0.000,-0.010,0.000,-0.010,-0.010,-0.010,0.000,-0.010,0.000,0.000,-0.010,0.000,-0.010,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,149182.000,,,,75390.000,,,,,,15501.000,,,,-40931.000,,,,-30067.000,,
EffectOfExchangeRateOnCashAndCashEquivalentsDiscontinuedOperations,,,,,,,,,,,0.000,,,,,,,,,,
ExplorationAndProductionCosts,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,
FairValueOfAssetsAcquired,,,,,,,,,,,0.000,,,,,,,,,,
GainLossOnContractTermination,,,,,,,,,,,,,,,,,,,,248074.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-505476.000,-636739.000,-458967.000,1313314.000,-283679.000,-20707.000,-382390.000,-205505.000,-270921.000,-265190.000,-315773.000,-242445.000,-305963.000,-266949.000,-222840.000,-354132.000,-82241.000,-171760.000,-153747.000,-103847.000,-68099.000
