,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31,2015-06-30
AmortizationOfFinancingCosts,,,,,,,,,,,,,53211.000,
AmortizationOfIntangibleAssets,,,,,,,,,,,,,-8120.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-13940.000,,,,6030.000,,,,0.000,,,,1263433.000,
CostOfOtherPropertyOperatingExpense,,,,,,,,,,,68972.000,,173048.000,209040.000
CostOfRevenue,,525.000,17884.000,,16829.000,7154.000,3315.000,,,,,,,
DepreciationAndAmortization,,,,,,,,,6896.000,23803.000,88875.000,175048.000,87679.000,96991.000
EarningsPerShareBasicAndDiluted,0.000,0.000,-0.010,-0.010,-0.010,-0.000,-0.000,0.020,0.000,0.000,-0.250,-1.140,-0.440,-0.370
EscrowDepositDisbursementsRelatedToPropertyAcquisition1,,,,,,,,,1843441.000,,,,300896.000,
FinitelivedIntangibleAssetsAcquired1,,,,,,,,,,,,,27100.000,
GeneralAndAdministrativeExpense,10263.000,15749.000,35113.000,4936.000,62709.000,14743.000,13967.000,-40555.000,12308.000,-9926.000,71476.000,324847.000,257434.000,131282.000
GrossProfit,6150.000,9975.000,17283.000,545.000,3671.000,11846.000,4185.000,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-12113.000,-6137.000,-39997.000,-25094.000,-64802.000,-7736.000,-13427.000,,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,,,,,0.000,4.030,-0.250,-5.170,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,0.000,0.000,0.000,0.000,,
IncomeTaxExpenseBenefit,0.000,400.000,0.000,250.000,67.000,,-46.000,,1600.000,0.000,0.000,805.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-16203.000,,,,-15365.000,,,,15128.000,,,,-258707.000,
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,0.000,,,,,,,,,
IncreaseDecreaseInAccountsReceivable,4400.000,,,,3500.000,,,,0.000,,,,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,0.000,,,,,,,,,,,,,
IncreaseDecreaseInOtherReceivables,,,,,,,,,-84801.000,,,,25253.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,,,-1330.000,,,,,
IncreaseDecreaseInPrepaidExpense,,,,,,,,,,,,,7128.000,
IncreaseDecreaseInPrepaidRent,,,,,,,,,7240.000,,,,23335.000,
IncreaseDecreaseInSecurityDeposits,,,,,,,,,51285.000,,,,14582.000,
InterestAndDebtExpense,,,607.000,,2754.000,,,,,,,,,
InterestExpense,,393.000,607.000,,2764.000,4839.000,3645.000,,,,73446.000,,147325.000,203373.000
InterestPaid,,,,,,,,,,,,,345412.000,
NetCashProvidedByUsedInFinancingActivities,6000.000,,,,80000.000,,,,5805195.000,,,,4621541.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,6000.000,,,,80000.000,,,,5805195.000,,,,4621541.000,
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,-5805920.000,,,,-2898944.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,-5805920.000,,,,-2898944.000,
NetCashProvidedByUsedInOperatingActivities,-19940.000,,,,-73970.000,,,,725.000,,,,-459164.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-19940.000,,,,-73970.000,,,,725.000,,,,-459164.000,
