,2011-06-30,2011-09-30
Assets,0.000,0.000
AssetsCurrent,0.000,0.000
Cash,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,0.000,0.000
CommonStockParOrStatedValuePerShare,0.000,0.000
CommonStockSharesAuthorized,50000000.000,50000000.000
CommonStockSharesIssued,31390000.000,31390000.000
CommonStockSharesOutstanding,31390000.000,31390000.000
CommonStockValue,3139.000,3139.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,3139.000,52139.000
DueToRelatedPartiesCurrent,,49000.000
Liabilities,0.000,49000.000
LiabilitiesAndStockholdersEquity,0.000,0.000
LiabilitiesCurrent,0.000,49000.000
PreferredStockParOrStatedValuePerShare,0.000,0.000
PreferredStockSharesAuthorized,20000000.000,20000000.000
PreferredStockSharesIssued,0.000,
PreferredStockSharesOutstanding,0.000,
PreferredStockValue,0.000,
StockholdersEquity,0.000,-49000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,0.000,-49000.000
