,2017-03-31
AccruedLiabilitiesCurrentAndNoncurrent,314870.000
AdditionalPaidInCapital,37980133.000
Assets,44658164.000
Cash,1355905.000
CashFDICInsuredAmount,250000.000
CommonStockParOrStatedValuePerShare,0.001
CommonStockSharesAuthorized,50000000.000
CommonStockSharesIssued,11103237.000
CommonStockSharesOutstanding,11103237.000
CommonStockValue,11103.000
DeferredFinanceCostsNet,66567.000
DeferredRevenue,402766.000
DueFromAffiliates,153923.000
DueToAffiliateCurrentAndNoncurrent,671430.000
DueToOfficersOrStockholdersCurrentAndNoncurrent,25568.000
EscrowDeposit,596070.000
InterestPayableCurrentAndNoncurrent,13035.000
InterestReceivable,498423.000
Liabilities,6056250.000
LiabilitiesAndStockholdersEquity,44658164.000
LineOfCredit,4150100.000
MembersEquity,0.000
MortgageLoansOnRealEstate,40072875.000
NotesPayable,308343.000
OtherCommitment,3109446.000
OtherNotesPayable,169338.000
OtherReceivables,178231.000
PreferredStockParOrStatedValuePerShare,0.001
PreferredStockSharesAuthorized,5000000.000
PreferredStockSharesIssued,0.000
PreferredStockValue,0.000
PrepaidInsurance,32260.000
PropertyPlantAndEquipmentNet,494619.000
RealEstateHeldforsale,205712.000
RealEstateInvestments,1177291.000
RentalProperties,971579.000
RetainedEarningsAccumulatedDeficit,610678.000
SecurityDeposit,32000.000
SecurityDepositLiability,800.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,38601914.000
