,2011-02-27,2011-05-29,2011-08-28,2011-11-27,2012-02-26,2012-05-27,2012-08-26,2012-11-25,2013-02-24,2013-05-26,2013-08-25,2013-11-24,2014-02-23,2014-05-25,2014-08-24,2014-11-23,2015-02-22,2015-05-31,2015-08-30,2015-11-29,2016-02-28,2016-05-29,2016-08-28,2016-11-27,2017-02-26,2017-05-28
AccountsPayableCurrent,1031300000.000,1083700000.000,1165500000.000,1404900000.000,1169900000.000,1190300000.000,1224700000.000,1397100000.000,1501700000.000,1501600000.000,1552000000.000,1783700000.000,1486000000.000,1492400000.000,1441800000.000,1643400000.000,1334400000.000,1358300000.000,1157700000.000,1195500000.000,1007800000.000,945400000.000,992900000.000,784100000.000,690100000.000,773100000.000
AccrualForEnvironmentalLossContingencies,70500000.000,70200000.000,,,,71200000.000,,,,65800000.000,,,,63000000.000,,,,55000000.000,,,,55800000.000,,,,54700000.000
AccruedIncomeTaxes,,738700000.000,,,,693500000.000,,,,1632300000.000,,,,1510100000.000,,,,1588900000.000,,,,491700000.000,,,,466500000.000
AccruedLiabilitiesFairValueDisclosure,,,,,,,30100000.000,31900000.000,36500000.000,35900000.000,40200000.000,41300000.000,42100000.000,,46200000.000,48900000.000,45000000.000,,46600000.000,48400000.000,45900000.000,,54200000.000,48900000.000,47100000.000,47200000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,3018200000.000,3028000000.000,3070000000.000,3122500000.000,3139500000.000,3253800000.000,3195000000.000,3253200000.000,3280300000.000,3367300000.000,3458900000.000,3570400000.000,3640100000.000,3758000000.000,3575500000.000,3669400000.000,3741400000.000,3830400000.000,3510800000.000,3561500000.000,3552900000.000,3498900000.000,3554800000.000,2560400000.000,2612300000.000,2636900000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,-1300000.000,,,,-1400000.000,,,,-1200000.000,,,,-1100000.000,,,,-700000.000,,,,-600000.000,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,2000000.000,-8200000.000,,,,-97300000.000,,,,-64500000.000,,,,1200000.000,,,,900000.000,,,,-400000.000,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,-307800000.000,,,,-243000000.000,,,,175800000.000,,,,158100000.000,,,,215800000.000,,,,248300000.000,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,94600000.000,,,,42600000.000,,,,45400000.000,,,,23700000.000,,,,-113900000.000,,,,-95200000.000,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-244400000.000,-222700000.000,-258500000.000,-323000000.000,-267500000.000,-299100000.000,-286100000.000,-282300000.000,-262000000.000,-196100000.000,-169600000.000,-166200000.000,-169700000.000,-134300000.000,-146500000.000,-179700000.000,-261600000.000,-329500000.000,-359800000.000,-378100000.000,-329000000.000,-344500000.000,-363500000.000,-333700000.000,-271300000.000,-212900000.000
