,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,763068.000,1073338.000,1116260.000,1126273.000,1157334.000,442986.000,429264.000,398416.000,388635.000,395478.000,394859.000,397952.000,384869.000,378044.000,389165.000,403334.000,383652.000,435480.000,438189.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,1061334.000,442986.000,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,3500.000,115110.000,3500.000,3500.000,3500.000,3500.000,3500.000,3500.000,3500.000,3500.000,3500.000,3500.000,3500.000,365906.000
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,139944.000,383536.000,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,239543.000,249329.000,262444.000,269900.000,277560.000,287467.000,300974.000,314040.000,342647.000,351413.000,358956.000,269252.000,
AccruedRentNoncurrent,,,,,,106231.000,106231.000,106231.000,106231.000,,106231.000,,,,,106231.000,,,
AccumulatedComprehensiveIncomeAfterAdoptionOfNewAccountingPrinciple,,,,,,,-420000.000,-330000.000,-330000.000,-330000.000,-330000.000,-358333.000,-367500.000,-378333.000,-426042.000,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,27995.000,28762.000,,29467.000,29822.000,,-218.000,242.000,83378.000,83838.000,84299.000,84760.000,85465.000,86171.000,86876.000,87581.000,88222.000,88895.000,87645.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,,,,,,,218.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,,-429743.000,,,
AdditionalPaidInCapital,28171461.000,28171461.000,28171461.000,28201161.000,28201161.000,29969786.000,589916.000,1332463.000,1379621.000,2250481.000,2807266.000,17037091.000,17073410.000,16933954.000,16949368.000,17777243.000,21775206.000,21805093.000,24894001.000
AdvancesToAffiliate,,,,,,,4907.000,4907.000,,,,,,,,,,,
Assets,18954.000,14237.000,6189.000,4816.000,4289.000,3461.000,395581.000,426650.000,286081.000,165386.000,339396.000,278953.000,298905.000,322351.000,165954.000,148463.000,820991.000,76365.000,64052.000
AssetsCurrent,1619.000,667.000,1725.000,705.000,532.000,58.000,208.000,421301.000,277835.000,157600.000,336978.000,255329.000,282217.000,317202.000,159219.000,146134.000,819520.000,75587.000,62024.000
AvailableForSaleSecuritiesCurrent,,,,,,,390000.000,,,,,,,,,,,,
AvailableForSaleSecuritiesNoncurrent,,,,,,,,,,,,,,,,,40.000,20.000,20.000
BankOverdrafts,,,,,,,,,,45.000,,,,,,,,,
CapitalizedComputerSoftwareAccumulatedAmortization,501892.000,504892.000,507560.000,507960.000,507960.000,,,,,,,,,,,,,,
CapitalizedComputerSoftwareGross,,,,,507560.000,507560.000,,,,,,,,,,,,,
CapitalizedComputerSoftwareNet,5668.000,2668.000,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,1619.000,667.000,1725.000,705.000,532.000,58.000,208.000,17721.000,43892.000,5188.000,47428.000,57933.000,150820.000,181682.000,113199.000,56322.000,682.000,38967.000,5105.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,1000000000.000,100000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,3000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000
CommonStockSharesIssued,17106045.000,17106045.000,17106045.000,20406045.000,20406045.000,47031045.000,260931098.000,392684288.000,501307519.000,1059857.000,36024969.000,464482033.000,615166801.000,1041355943.000,1388783762.000,2147741683.000,2476489859.000,2570214139.000,4220560.000
CommonStockSharesOutstanding,17106045.000,17106045.000,17106045.000,20406045.000,20406045.000,47031045.000,260931098.000,392684288.000,501307519.000,1059857.000,36024969.000,464482033.000,615166801.000,1041355943.000,1388783762.000,2147741683.000,2476489859.000,2570214139.000,4220560.000
CommonStockSharesSubscriptions,,,,,,,,,,11000.000,235375.000,15500.000,,,36605.000,,,,
CommonStockValue,17107.000,17107.000,17107.000,20407.000,20407.000,47032.000,260931.000,392684.000,501307.000,1060.000,36025.000,464482.000,615166.000,1041356.000,1388784.000,2147741.000,2476489.000,2570213.000,4221.000
ConvertibleNotesPayableCurrent,,,,,,,,98000.000,275000.000,117304.000,248358.000,245396.000,454918.000,691667.000,451728.000,286861.000,28320.000,77409.000,204778.000
DebtInstrumentCarryingAmount,,,,,,,,,,,,,,,,,375361.000,413361.000,
DebtInstrumentFaceAmount,,,,,145000.000,,,,,,,,,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,0.150,0.200,,,,,,,,,,,,,
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,,,,347041.000,335952.000,132351.000
DeferredRevenue,,,,,,,,,,,,18889.000,,,,,,,
DeferredTaxAssetsNet,,,,,,,,,,,,,,,,,,,1667719.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,2281000.000,168500.000,,,,300500.000,,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,2281000.000,,,,,,,,,,,,,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,,,,168500.000,,,,300500.000,,,,,,,,
DerivativeLiabilities,,,,,,,,41003.000,103325.000,2138443.000,19907242.000,5844857.000,6915090.000,,,,,,
DerivativeLiabilitiesCurrent,,,,,,,,,,,,,,1043967.000,1767223.000,573290.000,678707.000,684131.000,604102.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,,,30819609.000,1243316.000,2137293.000,2503847.000,4885697.000,23385789.000,23822848.000,25226522.000,19860844.000,20892024.000,21119286.000,,,
DueFromRelatedParties,,,,,,,,,4907.000,4907.000,,,,,,,,,
DueFromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,70538.000,1108.000,
DueToRelatedPartiesCurrent,,,,,,,,,61096.000,48872.000,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,,96000.000,,,,,,,,,,,,,,
FixturesAndEquipmentGross,,,,,,,,,,82531.000,82531.000,82531.000,85467.000,85467.000,85467.000,85467.000,85467.000,85467.000,85467.000
FurnitureAndFixturesGross,,,,,9388.000,,,,,4186.000,4186.000,4186.000,4186.000,4186.000,4186.000,4186.000,4186.000,4186.000,4186.000
InterestPayableCurrent,,,,,,,,941.000,5211.000,,,,,,,,,,354152.000
InterestPayableCurrentAndNoncurrent,,,,,,3187.000,17528.000,19122.000,20715.000,,39837.000,41430.000,41430.000,44617.000,30278.000,31869.000,,,
InventoryNet,,,,,,,,,,,,,,,,,,,56919.000
LeaseholdImprovementsGross,,,,,5586.000,,,,,,,,,,,,,,
Liabilities,1086584.000,,1454276.000,1471539.000,1509850.000,,,,,,,,,,,,,,
LiabilitiesAndStockholdersEquity,18954.000,14237.000,6189.000,4816.000,4289.000,3461.000,395581.000,426650.000,286081.000,165386.000,339396.000,278953.000,298905.000,322351.000,165954.000,148463.000,820991.000,76365.000,64052.000
LiabilitiesCurrent,1086584.000,1404104.000,,1471539.000,,806252.000,1208050.000,1168796.000,1239000.000,3118542.000,20976519.000,6943061.000,8204351.000,2576218.000,3099263.000,1763398.000,1625635.000,1642272.000,2112127.000
MachineryAndEquipmentGross,,,,,4042.000,,,,,,,,,,,,,,
MarketableSecurities,,,,,,,,,,,,21667.000,12500.000,1667.000,3958.000,257.000,,,
NotesPayable,,,,,,,145000.000,145000.000,145000.000,145000.000,145000.000,145000.000,145000.000,145000.000,145000.000,145000.000,145000.000,145000.000,145000.000
NotesPayableCurrent,323516.000,330766.000,338016.000,345266.000,352516.000,,,,,,,,,,,,172500.000,172500.000,145000.000
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,279133.000,,,,,,,,,,,,
OperatingLossCarryforwards,,,,,,,364000.000,,,,,,,,,,,,4431887.000
OtherAssets,6084.000,6084.000,,,,,394907.000,4907.000,4907.000,4907.000,,21667.000,12500.000,1667.000,3958.000,257.000,40.000,20.000,20.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,,,,,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,,,,,,11000000.000
PreferredStockSharesIssued,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,6010000.000
