,2011-06-30,2011-09-30,2012-03-31,2012-06-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-281000.000,
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,170000.000,
AllowanceForLoanAndLeaseLossesWriteOffs,,,,5000.000
AmortizationOfDeferredLoanOriginationFeesNet,,,-636000.000,
AmortizationOfESOPAward,,,247000.000,
BankOwnedLifeInsuranceIncome,87000.000,95000.000,80000.000,68000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-4331000.000,
CommonStockDividendsPerShareDeclared,,,0.070,
Communication,200000.000,193000.000,182000.000,163000.000
ComprehensiveIncomeNetOfTax,,1262000.000,1731000.000,1274000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,2660000.000,,,
DepreciationAmortizationAndAccretionNet,,,370000.000,
DividendsCommonStock,,,,411000.000
DividendsCommonStockCash,,,411000.000,
EarningsPerShareBasic,0.290,0.280,0.210,0.110
EarningsPerShareBasicDistributed,,,,0.070
EarningsPerShareBasicUndistributed,,,,0.040
EarningsPerShareDiluted,0.280,0.280,0.210,0.110
EarningsPerShareDilutedDistributed,,,,0.070
EarningsPerShareDilutedUndistributed,,,,0.040
EmployeeStockOwnershipPlanESOPCompensationExpense,,,247000.000,
FederalDepositInsuranceCorporationPremiumExpense,300000.000,134000.000,216000.000,208000.000
FeesAndCommissions,,,244000.000,160000.000
FeesAndCommissionsDepositorAccounts,1035000.000,1114000.000,1011000.000,1052000.000
GainLossOnSaleOfMortgageLoans,13000.000,19000.000,141000.000,344000.000
ImpairmentOfInvestments,-323000.000,312000.000,-67000.000,-374000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,2333000.000,2027000.000,1046000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,2683000.000,,,
IncomeTaxExpenseBenefit,947000.000,620000.000,762000.000,380000.000
IncomeTaxesPaidNet,,,1321000.000,
IncreaseDecreaseInAccruedInterestReceivableNet,,,-158000.000,
IncreaseDecreaseInDeposits,,,-3592000.000,
IncreaseDecreaseInOtherOperatingAssets,,,963000.000,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,150.000
InterestAndDividendIncomeOperating,12690000.000,12666000.000,11291000.000,10575000.000
InterestAndDividendIncomeSecurities,1664000.000,1521000.000,1258000.000,1280000.000
InterestAndFeeIncomeLoansAndLeases,10912000.000,11031000.000,9901000.000,9164000.000
InterestExpense,4661000.000,4703000.000,4328000.000,4151000.000
InterestExpenseDeposits,2087000.000,2115000.000,1846000.000,1704000.000
InterestExpenseFederalHomeLoanBankAndFederalReserveBankAdvancesLongTerm,1703000.000,1709000.000,1611000.000,1571000.000
InterestExpenseLesseeAssetsUnderCapitalLease,196000.000,196000.000,196000.000,196000.000
InterestExpenseSecuritiesSoldUnderAgreementsToRepurchase,675000.000,683000.000,675000.000,680000.000
