,2011-08-31,2012-02-29,2012-05-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
EarningsPerShareBasicAndDiluted,,0.000,-0.010,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,933478.000,,,,,,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,0.275,,,,0.275,,
GeneralAndAdministrativeExpense,3018.000,1835.000,44358.000,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-57564.000,-184512.000,,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.000,,,,,,,,,
IncomeTaxExpenseBenefit,,0.000,0.000,,,,,,,
IncomeTaxesPaid,,0.000,,,,,,,,
IncreaseDecreaseInInterestPayableNet,,0.000,,,,,,,,
InterestExpense,525.000,0.000,,,,,,,,
InterestIncomeExpenseNet,,,30.000,,,,,,,
InterestPaid,,0.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,1008342.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,1008342.000,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-74864.000,,,,,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-74864.000,,,,,,,,
NetIncomeLoss,,-57564.000,-184512.000,,,,,,,
OperatingExpenses,,57564.000,184542.000,,,,,,,
OperatingIncomeLoss,-3018.000,-57564.000,-184542.000,,,,,,,
OtherGeneralAndAdministrativeExpense,993.000,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,1008342.000,,,,,,,,
ProceedsFromRelatedPartyDebt,,0.000,,,,,,,,
ProfessionalFees,1500.000,9000.000,19000.000,,,,,,,
Revenues,,0.000,0.000,,,,,,,
SalariesAndWages,,46729.000,25778.000,,,,,,,
SalesRevenueNet,,0.000,0.000,,,,,,,
StockIssuedDuringPeriodValueNewIssues,,1008342.000,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,40151261.000,40151261.000,40151261.000,-80302522.000,40151261.000,40151261.000,40151261.000
