,2014-06-30,2015-03-31,2015-09-30,2015-12-31,2016-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,228.000,,
EarningsPerShareBasicAndDiluted,,0.000,-0.000,-0.000,-0.000
GeneralAndAdministrativeExpense,-1575.000,33366.000,15443.000,37337.000,8249.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-43866.000,-32538.000,-53731.000,-8007.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,-32538.000,-53731.000,-8007.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,-0.000,-0.000,-0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,-0.000,-0.000,-0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,8876.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,5500.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-3390.000,,
InterestExpenseOther,,,95.000,1894.000,-1758.000
NetCashProvidedByUsedInFinancingActivities,,,15000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,15000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-14772.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-14772.000,,
NetIncomeLoss,,-43866.000,-32538.000,-53731.000,-8007.000
OperatingExpenses,,43866.000,32443.000,51837.000,6249.000
OperatingIncomeLoss,1575.000,-43866.000,,,
OtherNonoperatingIncomeExpense,,,,-1894.000,1758.000
ProceedsFromNotesPayable,,,15000.000,,
ProfessionalFees,,,17000.000,14500.000,12500.000
ProfitLoss,,,,,-8007.000
WeightedAverageNumberOfDilutedSharesOutstanding,110000000.000,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,127750000.000,112750000.000,112750000.000,112750000.000
