,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfFinancingCostsAndDiscounts,,,,,,23000.000,,,,116000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,811.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,33423000.000,,,,-1276000.000
ComprehensiveIncomeNetOfTax,,,,,,,,-10887000.000,,-13073000.000
CostOfGoodsSold,,,,,,,34000.000,114000.000,,1045000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,,,,,,,,0.000
Depreciation,,,,,,29000.000,,,,43000.000
EarningsPerShareBasicAndDiluted,,,,,,-0.150,-0.130,-0.120,-0.090,-0.140
EffectiveIncomeTaxRateContinuingOperations,0.340,,,,,,,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,,,,,,,0.000
FairValueAdjustmentOfWarrants,,,,,,,,,,104000.000
FederalIncomeTaxExpenseBenefitContinuingOperations,7362.000,,,,,,,,,
GeneralAndAdministrativeExpense,81.000,981.000,9.000,13733.000,9.000,3879000.000,3361000.000,2819000.000,2963000.000,3767000.000
GrossProfit,,,,,,,-15000.000,-77000.000,,-492000.000
IncomeTaxExpenseBenefit,,,,,,0.000,0.000,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayable,,,,,,2071000.000,,,,91000.000
IncreaseDecreaseInAccountsReceivable,,,,,,,,,,-156000.000
IncreaseDecreaseInAccruedLiabilities,,,,,-6363.000,,,,,
IncreaseDecreaseInDeferredLiabilities,,,,,,-3000.000,,,,6000.000
IncreaseDecreaseInInterestPayableNet,,,,,,67000.000,,,,177000.000
IncreaseDecreaseInInventories,,,,,,274000.000,,,,30000.000
IncreaseDecreaseInOtherAccruedLiabilities,16072.000,,,,,,,,,
InterestExpense,,,,,67.000,276000.000,268000.000,502000.000,556000.000,684000.000
InterestPaid,,,,,,,,,,368000.000
InvestmentIncomeInterestAndDividend,,,,,,2000.000,31000.000,35000.000,12000.000,21000.000
NetCashProvidedByUsedInFinancingActivities,,,,,9000.000,40890000.000,,,,5077000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,9000.000,40890000.000,,,,5077000.000
NetCashProvidedByUsedInInvestingActivities,,,,,,-37000.000,,,,5263000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,-37000.000,,,,5263000.000
NetCashProvidedByUsedInOperatingActivities,-5581.000,,,,-8189.000,-7430000.000,,,,-11616000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-5581.000,,,,-8189.000,-7430000.000,,,,-11616000.000
NetIncomeLoss,21653.000,2631.000,1659.000,-93533.000,1826.000,-11216000.000,-11861000.000,-10887000.000,-9966000.000,-13073000.000
OperatingExpenses,21653.000,2631.000,1659.000,41647.000,1826.000,,,,,
OperatingIncomeLoss,,,,,,-10928000.000,-11550000.000,-10512000.000,-9443000.000,-12397000.000
OtherNonoperatingIncomeExpense,,,,,,-14000.000,-74000.000,92000.000,21000.000,-13000.000
PaymentsToAcquireProductiveAssets,,,,,,37000.000,,,,28000.000
ProceedsFromDebtNetOfIssuanceCosts,,,,,,,,,,5000000.000
ProceedsFromIssuanceOfLongTermDebt,,,,,9000.000,,,,,
ProceedsFromNotesPayable,,,,,,2500000.000,,,,
ProceedsFromSaleOfAvailableForSaleSecuritiesDebt,,,,,,,,,,5291000.000
ProceedsFromStockOptionsExercised,,,,,,2000.000,,,,181000.000
ProfessionalFees,21572.000,1650.000,1650.000,27914.000,1750.000,,,,,
RepaymentsOfNotesPayable,,,,,,2500000.000,,,,
ResearchAndDevelopmentExpense,,,,,,6416000.000,7539000.000,6883000.000,5509000.000,6998000.000
Revenues,,,,,,,19000.000,37000.000,,553000.000
SaleOfStockConsiderationReceivedOnTransaction,,,,,,40888000.000,,,,
SalesRevenueNet,,,,,,,19000.000,37000.000,,553000.000
SellingAndMarketingExpense,,,,,,633000.000,635000.000,733000.000,735000.000,1140000.000
ShareBasedCompensation,,,,,,629000.000,,,,822000.000
StockholdersEquityNoteStockSplitConversionRatio1,,,,,12.000,,,,,
ValuationAllowanceDeferredTaxAssetChangeInAmount,7362.000,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,10000000.000,10500000.000,11500000.000,-21125000.000,138000000.000,77324890.000,92742097.000,93386139.000,-174209273.000,93905880.000
