,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,,,,,,,,,,,,-6062.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,,,,,,,,,,,,,,,58333.000
AllocatedShareBasedCompensationExpense,,,,,807356.000,423257.000,,,559793.000,940477.000,-299811.000,,,,,,
AmortizationOfDebtDiscountPremium,,,,,1155.000,,,,,,,,46141.000,554160.000,0.000,0.000,0.000
AmortizationOfIntangibleAssets,88794.000,,,,99098.000,,,,104210.000,,,,138538.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,81710.000,,,,-1354286.000,,,,-912624.000,,,,-606767.000,,,,-625754.000
CostOfRevenue,45023.000,50767.000,130771.000,177527.000,41153.000,334312.000,1084988.000,-262517.000,462131.000,394502.000,321755.000,46264.000,294808.000,297764.000,311519.000,322230.000,341042.000
DebtConversionConvertedInstrumentAmount1,1692932.000,,,,,,,,,,,,,,,,
DeferredRevenueAdditions,,,,,,,,,,,,,-89506.000,,,,
Depreciation,,,,,,,,,,,,,,,,,447.000
DepreciationAmortizationAndAccretionNet,89593.000,,,,99897.000,,,,133944.000,,,,138538.000,,,,145488.000
DepreciationAndAmortization,,,429485.000,,99897.000,172827.000,189602.000,-46317.000,133944.000,133944.000,128381.000,137951.000,138538.000,139835.000,150328.000,141546.000,145488.000
EarningsPerShareBasic,,,,,,0.020,0.020,,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.010,-0.010,-0.020,-0.030,-0.030,,,,-0.040,-0.040,-0.010,-0.010,-0.060,-0.040,-0.010,0.010,-0.010
EarningsPerShareDiluted,,,,,,0.020,0.020,,,,,,,,,,
EmbeddedDerivativeNoLongerBifurcatedAmountReclassifiedToStockholdersEquity,,,,,,,,,,,,,,,,,6062.000
FairValueAdjustmentOfWarrants,,,,,,,,,,,,,3851420.000,,,,6062.000
FairValueAssumptionsRiskFreeInterestRate,,,,,,,,,,,,,0.012,,,,0.019
FairValueAssumptionsWeightedAverageVolatilityRate,,,,,,,,,,,,,,,,,1.720
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,,,,,,,,,,,,,3412059.000,,,,310773.000
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,-1664281.000,0.000,,
GeneralAndAdministrativeExpense,541393.000,679166.000,549433.000,1473390.000,1667600.000,1135947.000,1548851.000,2102929.000,2021226.000,2167320.000,-27278.000,472434.000,471025.000,821898.000,602041.000,673263.000,737681.000
GrossProfit,179274.000,149465.000,250768.000,574565.000,991733.000,2678721.000,3752423.000,-8097506.000,-361093.000,-290079.000,-213070.000,-21547.000,-170106.000,-110905.000,-28843.000,77798.000,93465.000
IncomeTaxesPaidNet,,,,,,,,,,,,,0.000,,,,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,70071.000,,,,116153.000,,,,-274164.000,,,,58459.000,,,,11853.000
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,-156424.000,,,,-228983.000,,,,-17764.000,,,,51750.000
IncreaseDecreaseInAccountsReceivable,-3256.000,,,,725754.000,,,,-237758.000,,,,-3459.000,,,,12954.000
IncreaseDecreaseInAccountsReceivableRelatedParties,,,,,1125.000,,,,,,,,,,,,
IncreaseDecreaseInBillingInExcessOfCostOfEarnings,,,,,,,,,-91408.000,,,,,,,,
IncreaseDecreaseInDeferredRevenue,-10380.000,,,,,,,,,,,,,,,,69959.000
IncreaseDecreaseInOtherCurrentAssets,,,,,,,,,,,,,0.000,,,,-5871.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,49643.000,,,,48713.000,,,,,,,,
IncreaseDecreaseInPrepaidRent,,,,,,,,,,,,,,,,,385.000
InterestExpense,24967.000,199.000,15767.000,15674.000,6983.000,461.000,416.000,2727.000,,,,,,,,,
InterestIncomeExpenseNonoperatingNet,,,,,,,,,3107.000,157.000,81.000,-75788.000,-110165.000,-566282.000,266.000,184.000,164.000
InterestPaid,24967.000,,,,3658.000,,,,307.000,,,,0.000,,,,0.000
LicenseAndServicesRevenue,,,,,,2925000.000,4275000.000,,,,,,,,,,
MarketableSecuritiesUnrealizedGainLoss,-9000.000,,-9000.000,,,,-12000.000,,,,0.000,,,-900.000,900.000,,
NetCashProvidedByUsedInFinancingActivities,146500.000,,,,34537.000,,,,1535942.000,,,,-6000.000,,,,44000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,146500.000,,,,34537.000,,,,1535942.000,,,,-6000.000,,,,44000.000
NetCashProvidedByUsedInInvestingActivities,,,,,-113476.000,,,,-29650.000,,,,-36067.000,,,,-56706.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-113476.000,,,,-29650.000,,,,-36067.000,,,,-56706.000
NetCashProvidedByUsedInOperatingActivities,-64790.000,,,,-1275347.000,,,,-2418916.000,,,,-564700.000,,,,-613048.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-64790.000,,,,-1275347.000,,,,-2418916.000,,,,-564700.000,,,,-613048.000
NetIncomeLoss,-396086.000,-529900.000,-870810.000,-1085830.000,-1408754.000,1001621.000,1302101.000,-10645781.000,-3021806.000,-2859953.000,-578543.000,-748843.000,-4510876.000,-3511640.000,-707064.000,-849050.000,-803196.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,,,,-3454594.000,-578543.000,,-4532751.000,-3529765.000,-727064.000,-869050.000,-823196.000
NonoperatingIncomeExpense,-33967.000,-199.000,-24767.000,-17174.000,-6983.000,-461.000,-12416.000,-36927.000,3107.000,157.000,81.000,101478.000,-3522224.000,-2159805.000,352221.000,229392.000,310937.000
OperatingExpenses,,,1096811.000,,2393504.000,1676639.000,2437906.000,2511348.000,2663820.000,2570031.000,365554.000,828774.000,818546.000,1240930.000,1030442.000,1156240.000,1207598.000
OperatingIncomeLoss,-362119.000,-529701.000,-846043.000,-1068656.000,-1401771.000,1002082.000,1314517.000,-10608854.000,-3024913.000,-2860110.000,-578624.000,-850321.000,-988652.000,-1351835.000,-1059285.000,-1078442.000,-1114133.000
OperatingLeasesRentExpenseNet,,,,,,,,,,,,,1500.000,1500.000,1500.000,,
OtherNonoperatingIncomeExpense,,,,,,,,,,,,,,750.000,0.000,,
OtherPreferredStockDividendsAndAdjustments,,,,,,,,,,,,,,,,,20000.000
PaymentsToAcquireBusinessesAndInterestInAffiliates,,,,,,,,,,,,,,,,,3173915.000
PaymentsToAcquireIntangibleAssets,,,,,113476.000,,,,29650.000,,,,36067.000,,,,50970.000
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,,,,,,,,,,,5736.000
PreferredStockDividendsIncomeStatementImpact,,,,,,,,,,594641.000,0.000,,21875.000,18125.000,20000.000,-60000.000,
ProceedsFromIssuanceOfCommonStock,,,,,181537.000,,,,325000.000,,,,0.000,,,,50000.000
ProceedsFromIssuanceOfWarrants,,,,,13000.000,,,,43942.000,,,,0.000,,,,
ProceedsFromIssuanceOrSaleOfEquity,,,,,,,,,,,,,,,,,50000.000
ProceedsFromRelatedPartyDebt,352500.000,,,,,,,,,,,,,,,,
ProceedsFromRepaymentsOfNotesPayable,-206000.000,,,,-160000.000,,,,-8000.000,,,,-6000.000,,,,-6000.000
ResearchAndDevelopmentExpense,,,,,130624.000,108146.000,153188.000,218371.000,142282.000,58738.000,92857.000,81940.000,85617.000,84996.000,85192.000,87907.000,44702.000
RevenueFromRelatedParties,,18000.000,37125.000,,3125.000,1125.000,1125.000,1125.000,0.000,0.000,0.000,0.000,,,,,
Revenues,224297.000,182232.000,344414.000,698717.000,1032886.000,3013033.000,4837411.000,-8360023.000,101038.000,104423.000,108685.000,24717.000,124702.000,186859.000,282676.000,400028.000,434507.000
SalesRevenueNet,224297.000,182232.000,344414.000,698717.000,1029761.000,3011908.000,4836286.000,-8361148.000,101038.000,104423.000,108685.000,24717.000,124702.000,186859.000,282676.000,400028.000,434507.000
SellingAndMarketingExpense,,,117893.000,,495383.000,259719.000,546265.000,236365.000,366368.000,210029.000,171594.000,136449.000,123366.000,194201.000,192881.000,203524.000,279727.000
ShareBasedCompensation,169756.000,,,,849148.000,,,,559793.000,,,,215778.000,,,,211464.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,,,,,,,,,,,,,0.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,,,,,,,,,,,,,833334.000,,,,
