,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,788000.000,,,,,,,,
AllocatedShareBasedCompensationExpense,1287000.000,1156000.000,,,,,,,,,
AmortizationOfDebtDiscountPremium,,,469000.000,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,452000.000,,,,50000.000
AmortizationOfIntangibleAssets,1908000.000,1931000.000,2300000.000,2457000.000,2499000.000,2444000.000,2300000.000,2500000.000,2200000.000,1700000.000,1800000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,131300.000,224000.000,391000.000,-537300.000,108000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-3841000.000,,,,1884000.000,,,,38027000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,,72677000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,,-2300000.000
ComprehensiveIncomeNetOfTax,-3490000.000,4097000.000,1876000.000,-5673000.000,-3404000.000,-4123000.000,-5107000.000,-2471000.000,-4429000.000,-21643000.000,69749000.000
CostOfServicesExcludingDepreciationDepletionAndAmortization,,,38957000.000,40330000.000,41583000.000,41582000.000,41920000.000,40695000.000,40356000.000,-85856000.000,8480000.000
DeferredIncomeTaxExpenseBenefit,,,-943000.000,,,,-368000.000,,,,77000.000
DepreciationAndAmortization,1806000.000,1689000.000,,,,,4046000.000,4203000.000,3871000.000,540000.000,2537000.000
DepreciationDepletionAndAmortization,,,3986000.000,4094000.000,4237000.000,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,,,,,,,,,,,3.850
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,,,,,,,,,,,3.850
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,,,,,,39000.000
EarningsPerShareBasic,,0.220,0.100,-0.300,-0.180,-0.220,-0.270,-0.130,-0.230,-1.110,3.560
EarningsPerShareBasicAndDiluted,-0.190,,,,,,,,,,
EarningsPerShareDiluted,,0.220,0.100,-0.300,-0.180,-0.220,-0.270,-0.130,-0.230,-1.110,3.560
EffectiveIncomeTaxRateContinuingOperations,0.287,-0.646,,,0.217,,0.066,0.029,0.081,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,-1.010,0.114,,,,,,,
GainLossOnDispositionOfIntangibleAssets,,,,,,,,,,,4000.000
