,2011-08-26,2011-11-25,2012-02-24,2012-05-25,2012-08-24,2012-11-23
AccountsPayableCurrent,4775000.000,6573000.000,5639000.000,,,
AccountsPayableTradeCurrent,,,,5151000.000,4656000.000,3839000.000
AccountsReceivableGrossCurrent,,,,,6827000.000,14777000.000
AccountsReceivableNetCurrent,6517000.000,9563000.000,10695000.000,6124000.000,6427000.000,14327000.000
AccruedIncomeTaxesCurrent,841000.000,471000.000,148000.000,394000.000,339000.000,361000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-452000.000,-581000.000,-505000.000,-349000.000,-450000.000,-474000.000
AdditionalPaidInCapital,10905000.000,10388000.000,9892000.000,9884000.000,9963000.000,9890000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,400000.000,450000.000
Assets,64182000.000,67345000.000,67786000.000,68501000.000,64549000.000,66923000.000
AssetsCurrent,44482000.000,48391000.000,48031000.000,49717000.000,46582000.000,50093000.000
BillingsInExcessOfCostCurrent,7741000.000,5408000.000,6519000.000,3399000.000,4815000.000,4024000.000
CapitalizedComputerSoftwareNet,774000.000,696000.000,666000.000,609000.000,533000.000,455000.000
CashAndCashEquivalentsAtCarryingValue,4685000.000,3585000.000,3425000.000,3344000.000,3096000.000,2227000.000
CommonStockParOrStatedValuePerShare,0.050,0.050,0.050,0.050,0.050,0.050
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,9116093.000,9120855.000,9134403.000,9142296.000,9148010.000,9155343.000
CommonStockSharesOutstanding,9116093.000,9120855.000,9134403.000,9142296.000,9148010.000,9155343.000
CommonStockValue,455000.000,456000.000,456000.000,457000.000,457000.000,457000.000
ConvertiblePreferredStockSharesIssuedUponConversion,,,,,,6063321.000
CostsInExcessOfBillingsOnUncompletedContractsOrPrograms,16758000.000,18851000.000,18766000.000,,,
CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedWithinOneYear,,,,23247000.000,21633000.000,17884000.000
CustomerDepositsCurrent,3968000.000,4221000.000,3425000.000,4526000.000,3610000.000,2778000.000
DebtInstrumentBasisSpreadOnVariableRate,,,,,,0.007
DeferredTaxAssetsNetCurrent,4143000.000,4115000.000,4170000.000,4206000.000,3961000.000,3804000.000
DeferredTaxAssetsNetNoncurrent,4235000.000,3489000.000,4190000.000,3194000.000,2560000.000,1726000.000
DividendsPayableAmount,552000.000,552000.000,552000.000,,,
InterestAndDividendsPayableCurrent,819000.000,882000.000,941000.000,997000.000,1016000.000,935000.000
InterestRateFairValueHedgeLiabilityAtFairValue,,,,,,28000.000
InventoryNet,5519000.000,5589000.000,4145000.000,5517000.000,4227000.000,3886000.000
InventoryRawMaterialsNetOfReserves,,,,,39000.000,122000.000
InventoryValuationReserves,,,,,1159000.000,1142000.000
InventoryWorkInProcessNetOfReserves,,,,,4188000.000,3764000.000
Liabilities,34011000.000,37000000.000,36961000.000,36346000.000,31714000.000,43268000.000
LiabilitiesAndStockholdersEquity,64182000.000,67345000.000,67786000.000,68501000.000,64549000.000,66923000.000
LiabilitiesCurrent,21541000.000,19884000.000,20245000.000,18205000.000,17671000.000,18505000.000
LongTermDebt,,,,,14043000.000,27735000.000
LongTermDebtAndCapitalLeaseObligations,12470000.000,17116000.000,16716000.000,18141000.000,14043000.000,24735000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,161000.000,12000.000,8000.000,108000.000,0.000,3000000.000
LongTermDebtCurrent,,,,,0.000,3000000.000
LongTermDebtNoncurrent,,,,,14043000.000,24735000.000
LongTermLoansFromBank,12430000.000,17116000.000,16716000.000,18141000.000,14043000.000,12985000.000
LongTermNotesPayable,,,,,,11750000.000
MinorityInterest,64000.000,74000.000,41000.000,36000.000,35000.000,60000.000
NotionalAmountOfInterestRateDerivatives,,,,,,5000000.000
NumberOfInterestRateDerivativesHeld,,,,,,1.000
OtherAccruedLiabilitiesCurrent,3236000.000,2317000.000,3565000.000,3630000.000,3235000.000,3568000.000
OtherAccruedLiabilitiesNoncurrent,,,,,,28000.000
OtherAssetsNoncurrent,4000.000,59000.000,39000.000,14000.000,4000.000,15000.000
OtherLongTermDebtNoncurrent,40000.000,0.000,0.000,,,
PreferredStockParOrStatedValuePerShare,,,,,0.050,0.050
PreferredStockValue,,,,,22127000.000,12127000.000
PrepaidExpenseAndOtherAssetsCurrent,1235000.000,702000.000,830000.000,1121000.000,1079000.000,1805000.000
PropertyPlantAndEquipmentNet,14687000.000,14710000.000,14860000.000,14967000.000,14870000.000,14634000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,5625000.000,5986000.000,6000000.000,6158000.000,6159000.000,6160000.000
RetainedEarningsAccumulatedDeficit,-2928000.000,-2119000.000,-1186000.000,0.000,703000.000,1595000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,240921.000,240921.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,4.260,4.260
StockholdersEquity,30107000.000,30271000.000,30825000.000,32155000.000,32835000.000,23655000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,30171000.000,30345000.000,30784000.000,32119000.000,32800000.000,23595000.000
UnamortizedLoanCommitmentAndOriginationFeesAndUnamortizedDiscountsOrPremiums,,,,,85000.000,
