,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-385.000,,,,-9.000,,,,-7.000,,,,103.000,,,,211.000,
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,,,,,,148544.000,,,,62666.000,,,,198300.000,
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,,,,,,42394.000,,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesProvisionForLossNet,,,3901758.000,,,,3342034.000,,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,,,,,,22336.000,,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,,,,,,125794.000,,,,97478.000,,,,83628.000,,,,100706.000,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,0.000,0.000,,0.000,3339.000,,,2898.000,-5441.000,873.000,0.000,4376.000,,,,-33127.000,
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,,,,,,,,,,,,,,,,,,,530718.000,
BankOwnedLifeInsuranceIncome,,,,,,,,,,,40010.000,39474.000,40236.000,41032.000,36824.000,36745.000,37621.000,37967.000,46010.000,48085.000
BrokerageCommissionsRevenue,,,,,,,,,,,,,,,79041.000,23419.000,32914.000,17793.000,14681.000,21390.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,6818916.000,,,,-601753.000,,,,-1508607.000,,,,-834778.000,,,,,
ComprehensiveIncomeNetOfTax,,,657967.000,,,,669661.000,,749939.000,,677469.000,813178.000,711042.000,1275361.000,733570.000,737659.000,775707.000,795212.000,803570.000,1141175.000
DeferredIncomeTaxExpenseBenefit,,,2429.000,,,,2579.000,,,,-1036.000,,,,-2071.000,,,,-7199.000,
DepreciationAmortizationAndAccretionNet,,,56734.000,,,,65197.000,,,,66677.000,,,,67627.000,,,,73755.000,
DividendIncomeOperating,,,,,,,,,3694.000,,3617.000,3514.000,3525.000,13763.000,2234.000,3885.000,5663.000,13082.000,649.000,0.000
