,2014-12-31,2015-12-31,2016-12-31
AssetImpairmentCharges,,70000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-916.000,-246.000,15424.000
DerivativeGainLossOnDerivativeNet,,,377344.000
EarningsPerShareBasicAndDiluted,-0.030,-0.340,-0.090
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.390,0.350
ForeignCurrencyTransactionGainLossBeforeTax,,,-6465.000
GeneralAndAdministrativeExpense,,9291.000,14606.000
ImpairmentOfIntangibleAssetsFinitelived,70000.000,0.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-358340.000,-2748266.000,-2344668.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,1071823.000,-334960.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-1071823.000,820634.000
IncomeTaxReconciliationNondeductibleExpense,,,-485674.000
IncomeTaxesPaidNet,,0.000,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,250997.000,629522.000,66146.000
IncreaseDecreaseInOtherCurrentLiabilities,28239.000,179697.000,123634.000
IncreaseDecreaseInPrepaidExpense,,,140000.000
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,,81089744.000
InterestExpense,133.000,1543.000,65008.000
InterestPaid,,0.000,36000.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,,1390500.000
LeaseAndRentalExpense,3000.000,12000.000,21878.000
LegalFees,,75629.000,103085.000
ManagementFeeExpense,,300000.000,300000.000
NetCashProvidedByUsedInFinancingActivities,8188.000,179697.000,574039.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,8188.000,179697.000,574039.000
NetCashProvidedByUsedInInvestingActivities,,,-137611.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-137611.000
NetCashProvidedByUsedInOperatingActivities,-9104.000,-179943.000,-421004.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-9104.000,-179943.000,-421004.000
NetIncomeLoss,-358340.000,-2748266.000,-2344668.000
NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired1,,,0.000
OperatingExpenses,358340.000,2746723.000,1672095.000
OtherGeneralExpense,,,45000.000
PaymentsForRepurchaseOfCommonStock,2000.000,0.000,
PaymentsToAcquireSoftware,,,137611.000
ProceedsFromContributedCapital,0.000,,
ProceedsFromConvertibleDebt,,,605000.000
ProceedsFromIssuanceOfCommonStock,10188.000,0.000,20000.000
ProceedsFromRepaymentsOfRelatedPartyDebt,,,-174595.000
ProfessionalFees,36617.000,2033611.000,954289.000
ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,,31323.000,114044.000
ResearchAndDevelopmentExpenseSoftwareExcludingAcquiredInProcessCost,48590.000,284869.000,79977.000
Revenues,,,5918.000
SalariesAndWages,200000.000,,
SalesRevenueNet,,,5918.000
StockIssued1,,,140837.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,140837.000
StockIssuedDuringPeriodValueIssuedForCash,10188.000,,
StockIssuedDuringPeriodValueIssuedForServices,,1838801.000,1287540.000
StockIssuedDuringPeriodValuePurchaseOfAssets,70000.000,,
StockIssuedDuringPeriodValueShareBasedCompensationGross,,100000.000,100000.000
StockRedeemedOrCalledDuringPeriodValue,-1950.000,,
TravelAndEntertainmentExpense,,,39216.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,10482137.000,8053274.000,27315764.000
