,2011-06-30,2011-09-30,2012-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,1592.000
AmortizationOfFinancingCostsAndDiscounts,,,123800.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-132019.000
CostOfRevenue,12687.000,15127.000,8463.000
CostsAndExpenses,219539.000,167561.000,144272.000
DepreciationDepletionAndAmortization,,,0.000
EarningsPerShareBasic,0.000,0.000,0.000
EarningsPerShareDiluted,0.000,0.000,0.000
GainLossOnSaleOfInvestments,,,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-4627.000,-201400.000,-267307.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000
IncomeTaxesPaidNet,,,0.000
IncreaseDecreaseInAccountsPayable,,,-12551.000
IncreaseDecreaseInAccountsReceivable,,,0.000
IncreaseDecreaseInDeferredRevenue,,,0.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,0.000
InterestExpense,6338.000,6337.000,5288.000
InterestPaid,,,0.000
InvestmentIncomeInterest,235.000,147.000,53.000
NetCashProvidedByUsedInInvestingActivities,,,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,0.000
NetCashProvidedByUsedInOperatingActivities,,,-132019.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-132019.000
NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired1,,,0.000
NonoperatingIncomeExpense,200471.000,-48490.000,-129035.000
OperatingExpenses,206852.000,152434.000,135809.000
OperatingIncomeLoss,-205098.000,-152910.000,-138272.000
OtherNonoperatingIncomeExpense,206574.000,-42300.000,-123800.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,,,0.000
ProfitLoss,-4627.000,-201400.000,-267307.000
Revenues,14441.000,14651.000,6000.000
SalesRevenueNet,14441.000,14651.000,6000.000
ShareBasedCompensation,,,1592.000
StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,,,0.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,,,105000.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,121377161.000,137027690.000,140126591.000
WeightedAverageNumberOfSharesOutstandingBasic,121377161.000,137027690.000,140126591.000
