,2012-04-30
AdditionalPaidInCapital,-9148.000
AssetsCurrent,13.000
CashAndCashEquivalentsAtCarryingValue,13.000
CommonStockParOrStatedValuePerShare,0.001
CommonStockSharesAuthorized,100000000.000
CommonStockSharesIssued,39298775.000
CommonStockSharesOutstanding,24880000.000
CommonStockValue,39299.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,101696.000
DueFromRelatedParties,-71558.000
Liabilities,71558.000
LiabilitiesAndStockholdersEquity,13.000
LiabilitiesCurrent,71558.000
PreferredStockAdditionalSeriesParOrStatedValuePerShare,0.001
PreferredStockSharesAuthorized,10000000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
StockholdersEquity,-71545.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-71545.000
