,2011-08-31,2011-11-30
CashAndCashEquivalentsPeriodIncreaseDecrease,4573.000,
Depreciation,544.000,
EarningsPerShareBasicAndDiluted,-0.080,-0.180
IncreaseDecreaseInAccountsPayable,2132.000,
IncreaseDecreaseInPrepaidExpense,4000.000,
LeaseAndRentalExpense,50.000,
NetCashProvidedByUsedInFinancingActivities,20000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,20000.000,
NetCashProvidedByUsedInInvestingActivities,-1098.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1098.000,
NetCashProvidedByUsedInOperatingActivities,-14329.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-14329.000,
NetIncomeLoss,-13005.000,-28556.000
OperatingIncomeLoss,-13005.000,-28556.000
OtherGeneralAndAdministrativeExpense,6653.000,3231.000
PaymentsToAcquireMachineryAndEquipment,1098.000,
ProceedsFromContributedCapital,20000.000,
ProfessionalFees,6302.000,14080.000
