,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,0.000,0.000
AdditionalPaidInCapitalCommonStock,1166.000,1166.000,1166.000
Assets,0.000,128462.000,129616.000
AssetsCurrent,,1712.000,866.000
CashAndCashEquivalentsAtCarryingValue,0.000,0.000,866.000
CommonStockDiscountOnShares,550.000,550.000,550.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,5500000.000,5500000.000,5860000.000
CommonStockSharesOutstanding,5500000.000,5500000.000,5860000.000
CommonStockValue,550.000,550.000,586.000
DeferredRevenue,,,1100.000
DueToRelatedPartiesCurrent,32400.000,,
Liabilities,32400.000,165692.000,165972.000
LiabilitiesAndStockholdersEquity,0.000,128462.000,129616.000
LiabilitiesCurrent,32400.000,43566.000,44666.000
LiabilitiesNoncurrent,,122126.000,121306.000
LongTermNotesPayable,,122126.000,121306.000
NotesPayableCurrent,,4624.000,4624.000
NotesPayableRelatedPartiesClassifiedCurrent,,38942.000,38942.000
PropertyPlantAndEquipmentNet,,126750.000,128750.000
RealEstateInvestmentPropertyAtCost,,126750.000,
RestrictedCashAndCashEquivalentsAtCarryingValue,,1712.000,0.000
RetainedEarningsAccumulatedDeficit,-33566.000,-38396.000,-37558.000
StockholdersEquity,-32400.000,-37230.000,-36356.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-32400.000,-37230.000,-36356.000
