,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,1545542.000,2627326.000,4042939.000,2784161.000,2628866.000,2312470.000,3065196.000,2066442.000,1849702.000,2361956.000,2748078.000,2763262.000,2842626.000,2092768.000,2970483.000
AccountsReceivableGrossCurrent,,,,,,,,6423529.000,6869025.000,6493378.000,7972098.000,9085921.000,9759182.000,6782397.000,7696544.000
AccountsReceivableNetCurrent,906874.000,1042953.000,4896833.000,5832706.000,7116008.000,5319852.000,6072734.000,6133888.000,6182680.000,5817869.000,7300778.000,8424671.000,9006558.000,6402944.000,7412816.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,888787.000,997998.000,1044562.000,1072021.000,1388206.000,1164634.000,1387930.000,1685908.000,1774036.000,1940549.000,2002267.000,2217640.000
AdditionalPaidInCapital,3611432.000,4007004.000,6347340.000,6550496.000,6560979.000,6564640.000,6566522.000,6639111.000,6669056.000,6742285.000,6762045.000,6813312.000,6875350.000,6959216.000,6991506.000
AllowanceForDoubtfulAccountsReceivableCurrent,303177.000,328177.000,417850.000,413260.000,414718.000,372483.000,242545.000,289641.000,686345.000,675509.000,671320.000,661250.000,752624.000,379453.000,283728.000
Assets,7190053.000,8011929.000,30498424.000,28040176.000,27714262.000,27977108.000,28043275.000,29401157.000,27932480.000,27879165.000,31493424.000,33002355.000,36305547.000,32486992.000,37395688.000
AssetsCurrent,4346918.000,3789183.000,21017887.000,19133863.000,18891112.000,19364959.000,19600440.000,20382574.000,18823065.000,18775811.000,22257132.000,23851324.000,27236379.000,23532964.000,28604797.000
BankOverdrafts,,,,,,,,,175572.000,,97196.000,,,187089.000,143588.000
CapitalLeaseObligationsCurrent,,,,,,,,384098.000,366658.000,321712.000,419900.000,406392.000,434142.000,574800.000,620953.000
CapitalLeaseObligationsNoncurrent,,,,,,,,834217.000,817828.000,960816.000,1129758.000,1008521.000,870176.000,604081.000,464725.000
CapitalLeasedAssetsGross,,,,,,,,,1680224.000,,,,1982851.000,,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,,,,,1424094.000,,,,975502.000,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,1698402.000,,,,1367813.000,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,408474.000,,,,434142.000,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,,,217786.000,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,413403.000,,,,278716.000,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,876525.000,,,,437169.000,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,,,513916.000,,,,63495.000,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,,,,1184486.000,,,,1304318.000,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,,,,,256130.000,,,,1007349.000,,
