,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableTradeCurrent,28012000.000,33200000.000,26400000.000,31000000.000,29000000.000,33700000.000,30500000.000,30600000.000,29100000.000,26500000.000,23000000.000,17700000.000,19500000.000,17900000.000,20100000.000,21000000.000,23200000.000
AccountsReceivableNetCurrent,78835000.000,80500000.000,81100000.000,81200000.000,82700000.000,92900000.000,84400000.000,88800000.000,81000000.000,85700000.000,83600000.000,82600000.000,78100000.000,79400000.000,87200000.000,87200000.000,72100000.000
AccruedLiabilitiesAndOtherLiabilities,95145000.000,88500000.000,85800000.000,85600000.000,91800000.000,103500000.000,102800000.000,107300000.000,102400000.000,104800000.000,103300000.000,106500000.000,94900000.000,104700000.000,105500000.000,109900000.000,92800000.000
AccruedProfessionalFeesCurrent,2491000.000,1600000.000,1600000.000,1300000.000,600000.000,600000.000,900000.000,,,,,700000.000,900000.000,1100000.000,700000.000,500000.000,1100000.000
AccruedRentCurrent,2765000.000,3500000.000,3100000.000,3200000.000,3100000.000,3900000.000,3900000.000,4100000.000,4200000.000,4900000.000,4900000.000,4500000.000,4400000.000,4200000.000,3800000.000,3700000.000,3900000.000
AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,,,,14800000.000,,,,32900000.000,,,,25100000.000,,,,18400000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,835263000.000,886500000.000,939700000.000,994800000.000,1049500000.000,1100400000.000,1095900000.000,1142000000.000,1179900000.000,1216700000.000,1256900000.000,1301600000.000,1339700000.000,1382100000.000,1423200000.000,1467700000.000,1482100000.000
AllowanceForDoubtfulAccountsReceivable,,,,12300000.000,,,,11500000.000,,,,6600000.000,,,,9400000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,8546000.000,9900000.000,13500000.000,12300000.000,13800000.000,13300000.000,13600000.000,11500000.000,11000000.000,6800000.000,6500000.000,6600000.000,6700000.000,6500000.000,7200000.000,9400000.000,5000000.000
Assets,2818755000.000,2771300000.000,2789400000.000,2794000000.000,2803700000.000,2852700000.000,2868500000.000,2840400000.000,2787000000.000,2637200000.000,2585100000.000,2609900000.000,2560300000.000,2659400000.000,2637700000.000,2663800000.000,2554300000.000
AssetsCurrent,130745000.000,125700000.000,119900000.000,116300000.000,144800000.000,174500000.000,401100000.000,366900000.000,322600000.000,193300000.000,141400000.000,166900000.000,145800000.000,225700000.000,137600000.000,129500000.000,173000000.000
CapitalLeaseObligations,4883000.000,4900000.000,5500000.000,7500000.000,6700000.000,9800000.000,8400000.000,10200000.000,9300000.000,8700000.000,7900000.000,7400000.000,6500000.000,5900000.000,5400000.000,4900000.000,4000000.000
