,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AllocatedShareBasedCompensationExpense,,,,,,,830000.000,593000.000
AmortizationOfDebtDiscountPremium,,,74000.000,,,,,
AmortizationOfFinancingCosts,,,19000.000,,,,13000.000,
AmortizationOfIntangibleAssets,,,,59000.000,59000.000,,59000.000,89000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-136188000.000,,,,-1460000.000,
CommonStockDividendsPerShareCashPaid,,,,,10.000,,,
CommonStockDividendsPerShareDeclared,,,,,10.000,,0.150,0.150
ComprehensiveIncomeNetOfTax,3635000.000,1463000.000,-1831000.000,4314000.000,2245000.000,7098000.000,-725000.000,490000.000
DeferredIncomeTaxExpenseBenefit,,,18000.000,,,,26000.000,
DefinedBenefitPlanAmortizationOfGainsLosses,,,,-45000.000,-45000.000,,-77000.000,-77000.000
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostDiscountRate,,,,0.045,0.045,,0.035,0.035
DefinedBenefitPlanInterestCost,,,,234000.000,234000.000,,204000.000,204000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,,,279000.000,279000.000,,281000.000,281000.000
DepreciationAndAmortization,2672000.000,2697000.000,1757000.000,1748000.000,1736000.000,1749000.000,1794000.000,1838000.000
DepreciationDepletionAndAmortization,,,,1748000.000,1736000.000,,1794000.000,1838000.000
DirectOperatingCosts,17217000.000,17704000.000,16656000.000,16028000.000,16386000.000,17396000.000,17646000.000,17751000.000
DividendsCommonStockCash,,,,,88800000.000,,,
EarningsPerShareBasic,0.410,0.160,,0.480,0.250,,,0.050
EarningsPerShareBasicAndDiluted,,,-0.210,,,,-0.090,
EarningsPerShareDiluted,0.410,0.160,,0.480,0.250,,,0.050
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,0.395,
GainLossOnDispositionOfAssets,,,-11000.000,,,,-17000.000,
GainLossOnSaleOfProperties,4089000.000,,373000.000,-209000.000,,,,
GainsLossesOnExtinguishmentOfDebt,-948000.000,-298000.000,-1482000.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,5607000.000,2412000.000,-2837000.000,6918000.000,3388000.000,13531000.000,-1264000.000,715000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,3542000.000,1519000.000,-1864000.000,4282000.000,2200000.000,8576000.000,-769000.000,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,-0.210,0.480,0.250,0.970,,
IncomeLossFromContinuingOperationsPerBasicShare,0.400,0.170,,0.480,0.250,,,
IncomeLossFromContinuingOperationsPerDilutedShare,0.400,0.170,,0.480,0.250,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,-74000.000,75000.000,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.010,-0.010,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.010,-0.010,,,,,,
