,2011-10-29,2012-01-28,2012-04-28,2012-10-27,2013-01-26,2013-04-27,2013-07-27,2013-10-26,2014-01-25,2014-04-26,2014-07-26,2014-10-25,2015-01-24,2015-04-25,2015-07-25,2015-10-24,2016-01-23,2016-04-23,2016-07-30,2016-10-29,2017-01-28,2017-04-29
AccountsPayableAndAccruedLiabilitiesCurrent,33510000.000,28092000.000,29415000.000,24840000.000,26962000.000,27568000.000,16999000.000,30930000.000,30450000.000,31868000.000,15859000.000,13103000.000,18351000.000,19198000.000,21046000.000,19854000.000,19830000.000,18709000.000,17240000.000,17458000.000,15633000.000,16513000.000
AccountsPayableRelatedPartiesCurrent,53182000.000,55604000.000,49464000.000,54716000.000,58179000.000,53303000.000,59465000.000,55221000.000,63538000.000,59449000.000,66004000.000,60668000.000,65221000.000,57431000.000,58337000.000,58269000.000,62527000.000,55594000.000,59186000.000,56133000.000,60187000.000,53257000.000
AccruedIncomeTaxesCurrent,21144000.000,18643000.000,16044000.000,20922000.000,21253000.000,19290000.000,19281000.000,36960000.000,38837000.000,39248000.000,44387000.000,46059000.000,48091000.000,0.000,765000.000,1521000.000,729000.000,1203000.000,5702000.000,122000.000,905000.000,893000.000
AccruedSalariesCurrentAndNoncurrent,,,,,,,,,,,-3085000.000,,,,0.000,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,,,,,,,-207161000.000,,,,-222784000.000,,,,236672000.000,,,,258356000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-10943000.000,-10744000.000,-10545000.000,-15160000.000,-14847000.000,-14534000.000,-8467000.000,-8348000.000,-8230000.000,-8111000.000,-12465000.000,-12274000.000,-12082000.000,-11891000.000,-16874000.000,-16590000.000,-16306000.000,-9346000.000,-13339000.000,-13072000.000,-12476000.000,-12276000.000
Assets,393110000.000,396859000.000,394191000.000,416551000.000,418186000.000,414933000.000,427412000.000,432492000.000,444951000.000,440858000.000,457412000.000,450853000.000,467812000.000,427412000.000,433902000.000,434546000.000,443235000.000,435801000.000,450254000.000,443247000.000,449982000.000,445021000.000
AssetsCurrent,157174000.000,161657000.000,156878000.000,174816000.000,175799000.000,173031000.000,205364000.000,196007000.000,204838000.000,153317000.000,162786000.000,158461000.000,175519000.000,133077000.000,135911000.000,137712000.000,147827000.000,146218000.000,159834000.000,172134000.000,178973000.000,172865000.000
CapitalLeaseObligationsCurrent,,,,,,,10000.000,75000.000,122000.000,170000.000,231000.000,358000.000,448000.000,458000.000,469000.000,480000.000,491000.000,503000.000,514000.000,527000.000,567000.000,609000.000
CapitalLeaseObligationsNoncurrent,40624000.000,40679000.000,40735000.000,40849000.000,40909000.000,40968000.000,41019000.000,40996000.000,40942000.000,40887000.000,44168000.000,44055000.000,43939000.000,43820000.000,43699000.000,43575000.000,43448000.000,43317000.000,43184000.000,43048000.000,42880000.000,42708000.000
CapitalLeasedAssetsGross,,,,,,,21686000.000,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,101950000.000,,,,94348000.000,,,,89674000.000,,,,84844000.000,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,4285000.000,,,,4674000.000,,,,4875000.000,,,,4875000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInRollingYearFive,,,,,,,4576000.000,,,,5001000.000,,,,5173000.000,,,,5240000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInRollingYearFour,,,,,,,4491000.000,,,,4959000.000,,,,5001000.000,,,,5173000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInRollingYearThree,,,,,,,4491000.000,,,,4875000.000,,,,4959000.000,,,,5001000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInRollingYearTwo,,,,,,,4476000.000,,,,4875000.000,,,,4875000.000,,,,4959000.000,,,
