,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29
AccountsPayableCurrent,603928000.000,475072000.000,507731000.000,152175000.000,560163000.000,439746000.000,480378000.000,192742000.000
AccruedLiabilitiesCurrent,61647000.000,137412000.000,199655000.000,105877000.000,41949000.000,140779000.000,207731000.000,120478000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,387449000.000,398055000.000,408573000.000,403794000.000,,,,434439000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,1000.000,-8000.000,,,
AdditionalPaidInCapitalCommonStock,,695816000.000,697662000.000,699512000.000,701401000.000,703966000.000,706736000.000,708871000.000
AdvancesOnInventoryPurchases,,,,,,,,12779000.000
AllowanceForDoubtfulAccountsReceivable,,,,2320000.000,,,,2259000.000
Assets,1480003000.000,1475486000.000,1560123000.000,1071683000.000,1413469000.000,1388590000.000,1499903000.000,1299832000.000
AssetsCurrent,856785000.000,851019000.000,948365000.000,446452000.000,788274000.000,765953000.000,880424000.000,602631000.000
BuildingsAndImprovementsGross,154524000.000,159234000.000,167280000.000,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,,,,6575000.000,,,,54063000.000
CashAndCashEquivalentsAtCarryingValue,16029000.000,214281000.000,126909000.000,28568000.000,8906000.000,176578000.000,132061000.000,19003000.000
CommitmentsAndContingencies,,0.000,0.000,0.000,0.000,0.000,0.000,
CommonStockParOrStatedValuePerShare,,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,,,48294000.000,48645000.000,48655000.000,48972000.000,48972000.000,49372000.000
CommonStockSharesOutstanding,,48217000.000,47346000.000,46755000.000,46086000.000,46276000.000,46276000.000,46517000.000
CommonStockValue,,,483000.000,486000.000,487000.000,490000.000,490000.000,494000.000
CommonStockValueOutstanding,,482000.000,483000.000,486000.000,487000.000,490000.000,490000.000,494000.000
DeferredFinanceCostsGross,,3251000.000,3251000.000,3251000.000,,,,2912000.000
DeferredIncomeTaxLiabilities,,,,71982000.000,,,,68938000.000
DeferredRentCreditNoncurrent,4052000.000,4255000.000,4662000.000,4164000.000,4166000.000,4144000.000,4194000.000,
DeferredTaxAssetsGross,,,,43511000.000,,,,53459000.000
DeferredTaxAssetsInventory,,,,12926000.000,,,,16969000.000
DeferredTaxAssetsLiabilitiesNet,,,,29865000.000,,,,16871000.000
DeferredTaxAssetsNet,,,,42117000.000,,,,52067000.000
DeferredTaxAssetsNetCurrent,23265000.000,24182000.000,24323000.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,3477000.000,,,,4916000.000
DeferredTaxAssetsOther,,,,1499000.000,,,,5106000.000
DeferredTaxAssetsPropertyPlantAndEquipment,,,,6802000.000,,,,8728000.000
DeferredTaxAssetsTaxCreditCarryforwardsOther,,,,112000.000,,,,206000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,1648000.000,,,,1780000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,13859000.000,,,,13047000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,,2138000.000,,,,1826000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsSelfInsurance,,,,1050000.000,,,,881000.000
DeferredTaxAssetsValuationAllowance,,,,1394000.000,,,,1392000.000
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,,,,71982000.000,,,,68938000.000
DeferredTaxLiabilitiesNoncurrent,73037000.000,63739000.000,64154000.000,29865000.000,35636000.000,25743000.000,22709000.000,16871000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,0.000,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,14379.000,12547000.000,,23096000.000,20315000.000,17073000.000,14933000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,67592000.000,,,,79687000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,142028000.000,,,,141809000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,11585000.000,,,,14005000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,11468000.000,,,,12949000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,11506000.000,,,,13265000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,11534000.000,,,,13859000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,11542000.000,,,,13998000.000
FiniteLivedIntangibleAssetsGross,,,,267255000.000,,,,289572000.000
FixturesAndEquipmentGross,341708000.000,349770000.000,354797000.000,,,,,
Goodwill,274070000.000,274070000.000,274070000.000,280911000.000,281337000.000,281350000.000,281346000.000,329467000.000
IntangibleAssetsNetExcludingGoodwill,195627000.000,193113000.000,190549000.000,199663000.000,197508000.000,194562000.000,191628000.000,209885000.000
InventoryNet,766767000.000,431023000.000,542489000.000,312747000.000,724329000.000,401338000.000,494032000.000,434064000.000
LettersOfCreditOutstandingAmount,,3567000.000,3567000.000,3567000.000,3567000.000,4298000.000,4298000.000,4298000.000
Liabilities,,745808000.000,841477000.000,363297000.000,737724000.000,682230000.000,787014000.000,586124000.000
LiabilitiesAndStockholdersEquity,1480003000.000,1475486000.000,1560123000.000,1071683000.000,1413469000.000,1388590000.000,1499903000.000,1299832000.000
LiabilitiesCurrent,665575000.000,612484000.000,707386000.000,258052000.000,602112000.000,580525000.000,688109000.000,413220000.000
LiabilityForUncertainTaxPositionsNoncurrent,63699000.000,63459000.000,63459000.000,69345000.000,69345000.000,69371000.000,69371000.000,
LineOfCredit,,,,,25000000.000,0.000,0.000,
LoansPayableToBank,,,,,,,,159600000.000
LongTermLineOfCredit,,,,,,,,59600000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,748865.000,,,,826188.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,94006.000,,,,104486.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,102325.000,,,,116153.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,112547.000,,,,123811.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,120071.000,,,,133514.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,188989.000,,,,207807.000
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,,,,130927.000,,,,140417.000
OtherAssetsNoncurrent,44738000.000,46335000.000,33635000.000,33472000.000,39003000.000,38226000.000,39233000.000,41236000.000
OtherLiabilitiesNoncurrent,69555000.000,69585000.000,69937000.000,75380000.000,74976000.000,75962000.000,76196000.000,96433000.000
OtherSundryLiabilitiesNoncurrent,1804000.000,1871000.000,1816000.000,1871000.000,1465000.000,2447000.000,2631000.000,
PreferredStockParOrStatedValuePerShare,,0.010,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,7623000.000,6304000.000,5754000.000,6453000.000,8614000.000,8083000.000,8134000.000,10698000.000
PropertyPlantAndEquipmentGross,496232000.000,509004000.000,522077000.000,514979000.000,,,,551052000.000
PropertyPlantAndEquipmentNet,108783000.000,110949000.000,113504000.000,111185000.000,107347000.000,108499000.000,107272000.000,116613000.000
PurchaseObligation,,,,7667.000,,,,6299.000
PurchaseObligationDueInFourthAndFifthYear,,,,,,,,175.000
PurchaseObligationDueInNextTwelveMonths,,,,2867.000,,,,3124.000
PurchaseObligationDueInSecondAndThirdYear,,,,4800.000,,,,3000.000
ReceivablesNetCurrent,35461000.000,91383000.000,183133000.000,50924000.000,38898000.000,93250000.000,178825000.000,86040000.000
RetainedEarningsUnappropriated,,33401000.000,29798000.000,27002000.000,-914000.000,28375000.000,32136000.000,32363000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,,,,,6409345.000,6409345.000,6409345.000
ShortTermBorrowings,,,,,,,,100000000.000
StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1,,,,,,26669000.000,26669000.000,26669000.000
StockRepurchaseProgramRemainingNumberOfSharesAuthorizedToBeRepurchased,,,,,26820000.000,,,
StockholdersEquity,,729678000.000,718646000.000,708386000.000,675745000.000,706360000.000,712889000.000,713708000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,729678000.000,718646000.000,708386000.000,675745000.000,706360000.000,712889000.000,713708000.000
TemporaryEquitySharesIssued,,48219000.000,,,,,,
TreasuryStockShares,,2000.000,948000.000,1890000.000,2569000.000,2696000.000,2696000.000,2855000.000
TreasuryStockValue,,21000.000,9297000.000,18615000.000,25221000.000,26471000.000,26473000.000,28020000.000
UnrecognizedTaxBenefits,,,,21000.000,,,,86000.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,,,137000.000,,,,3000.000
