,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfIntangibleAssets,,,,,,,336.000,327.000,404.000
CashAndCashEquivalentsPeriodIncreaseDecrease,19589.000,,,,,,81564.000,,
CostOfGoodsSold,,,,,,,,139018.000,2029.000
Depreciation,,,,3638.000,3245.000,,6005.000,28315.000,13403.000
DepreciationAmortizationAndAccretionNet,,,,,,,6341.000,,
DiscontinuedOperationProvisionForLossGainOnDisposalBeforeIncomeTax,,,,,,,0.000,,
EarningsPerShareBasicAndDiluted,0.000,0.000,-0.000,-0.010,-0.000,-0.020,-0.000,0.000,0.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,-80.000,,
EffectiveIncomeTaxRateContinuingOperations,,,,,,,0.150,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,,,,,,,,
GeneralAndAdministrativeExpense,,,,,,,225176.000,207542.000,247688.000
GrossProfit,,,,,,,,-6054.000,23.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-2777.000,-4767.000,-6614.000,-397589.000,-190091.000,-528013.000,-269894.000,-223970.000,-278285.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,-397585.000,-190004.000,,-266834.000,-212573.000,-266291.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,950.000,,,,,,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-950.000,,,,,,,,
IncomeTaxesPaid,,,,,,,0.000,,
IncreaseDecreaseInAccountsPayable,,,,,,,-12663.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,76.000,,
IncreaseDecreaseInPrepaidExpense,,,,,,,28486.000,,
InterestAndOtherIncome,,,,4.000,86.000,,,,
InterestIncomeExpenseNet,,,,,,,3028.000,11226.000,11679.000
InterestIncomeOther,,,,4.000,87.000,,32.000,171.000,315.000
InterestPaid,,,,,,,0.000,,
NetCashProvidedByUsedInFinancingActivities,19776.000,,,,,,328641.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,19776.000,,,,,,328641.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,-1795.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,-1795.000,,
NetCashProvidedByUsedInOperatingActivities,-187.000,,,,,,-245202.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-187.000,,,,,,-245202.000,,
NetIncomeLoss,-2777.000,-4767.000,-6614.000,-397585.000,-190004.000,-530647.000,-266834.000,-212573.000,-266291.000
OperatingExpenses,2777.000,4767.000,6614.000,397589.000,190091.000,528013.000,269894.000,217916.000,278308.000
OperatingIncomeLoss,,,,-397589.000,,,,,
OperatingLeasesRentExpenseNet,,,,,,,12777.000,12168.000,12086.000
OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax,,,,2867.000,-14208.000,,-38932.000,48083.000,-56806.000
OtherComprehensiveIncomeLossTax,,,,-400452.000,-204212.000,,227902.000,260656.000,209485.000
OtherNonoperatingIncomeExpense,,,,,,,3060.000,11397.000,11994.000
PaymentsOfStockIssuanceCosts,-20000.000,,,,,,,,
PaymentsToAcquireMachineryAndEquipment,,,,,,,1795.000,,
ProceedsFromContributedCapital,,,,,,,0.000,,
ProceedsFromIssuanceOfCommonStock,,,,,,,420900.000,,
ProceedsFromIssuanceOrSaleOfEquity,,,,,,,317400.000,,
ProceedsFromRepaymentsOfLongTermDebtAndCapitalSecurities,-224.000,,,,,,,,
RepaymentsOfRelatedPartyDebt,,,,,,,92259.000,,
Revenues,,,,,,,0.000,132964.000,2052.000
SalesRevenueNet,,,,,,,0.000,132964.000,2052.000
SellingExpense,,,,,,,44718.000,10374.000,30620.000
SellingGeneralAndAdministrativeExpense,2777.000,4767.000,6614.000,397589.000,190091.000,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,6280000.000,7000000.000,7000000.000,44347826.000,55029857.000,-62747381.000,54823551.000,55808140.570,56103890.000
