,2015-03-31,2015-06-30,2015-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,2300.000,,
EarningsPerShareBasicAndDiluted,0.000,0.000,-0.001
EffectiveIncomeTaxRateContinuingOperations,0.000,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,-0.340,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,2300.000,4395.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-23648.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000
IncreaseDecreaseInAccruedLiabilities,0.000,,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,0.000,,
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,0.000,,
IncrementalCommonSharesAttributableToWrittenPutOptions,0.000,,
InterestExpense,0.000,0.000,0.000
NetCashProvidedByUsedInFinancingActivities,0.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,,
NetCashProvidedByUsedInInvestingActivities,0.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,,
NetCashProvidedByUsedInOperatingActivities,2300.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,2300.000,,
NetIncomeLoss,2300.000,4395.000,-23648.000
OperatingExpenses,700.000,3480.000,27648.000
OperatingIncomeLoss,2300.000,4395.000,-23648.000
Revenues,3000.000,7875.000,4000.000
SalesRevenueNet,3000.000,7875.000,4000.000
WeightedAverageNumberOfDilutedSharesOutstanding,5000000.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,5000000.000,20536000.000,20804000.000
WeightedAverageNumberOfSharesIssuedBasic,5000000.000,,
