,2015-06-30,2015-09-30,2015-12-31,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01
AccountsPayableCurrent,193594000.000,320195000.000,260842000.000,238696000.000,226418000.000,253138000.000,313773000.000,127542000.000
AccountsReceivableNetCurrent,252023000.000,244921000.000,469260000.000,339669000.000,377545000.000,461351000.000,477825000.000,194834000.000
AccruedIncomeTaxesCurrent,795000.000,2472000.000,2868000.000,1671000.000,2074000.000,1231000.000,7694000.000,2466000.000
AccruedLiabilitiesCurrent,79618000.000,98258000.000,194977000.000,232427000.000,231921000.000,218526000.000,390561000.000,339896000.000
AccruedMarketingCostsCurrent,,,33389000.000,28026000.000,45736000.000,27938000.000,41948000.000,24460000.000
AccruedProfessionalFeesCurrent,,2111000.000,3138000.000,2860000.000,3326000.000,2555000.000,3963000.000,8010000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,17309000.000,22162000.000,27582000.000,33679000.000,37280000.000,45569000.000,39336000.000,41613000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,122000.000,1074000.000,691000.000,-3426000.000,1684000.000,-1590000.000,-978000.000,-2125000.000
AdditionalPaidInCapital,590290000.000,604323000.000,737820000.000,762776000.000,804656000.000,832257000.000,859345000.000,882544000.000
Assets,1046630000.000,1262457000.000,1519066000.000,1578274000.000,1623111000.000,1690226000.000,1820226000.000,1538656000.000
AssetsCurrent,967957000.000,1174527000.000,1355414000.000,1403481000.000,1387647000.000,1434780000.000,1480571000.000,1180056000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,0.000,0.000,0.000,0.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,59252000.000,307278000.000,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,341041000.000,362322000.000,355152000.000,336733000.000
AvailableForSaleSecuritiesDebtSecurities,,,,,343534000.000,387882000.000,404693000.000,351837000.000
