,2012-03-31,2012-06-30,2012-09-30,2012-12-31
AdditionsToNoncurrentAssets,,3951466.000,1500502.000,
AmortizationOfFinancingCostsAndDiscounts,1037326.000,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,7000000.000,6600000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,845266.000,,,
ComprehensiveIncomeNetOfTax,-9424387.000,-16619765.000,-11360954.000,-38254953.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-81087.000,-78387.000,-95072.000,-78850.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-9505474.000,-16698152.000,-11456026.000,-38333803.000
CostOfServices,32581617.000,32664146.000,32985129.000,35926210.000
DeferredIncomeTaxExpenseBenefit,-53649.000,,,
Depreciation,5082448.000,5251697.000,5233859.000,14405292.000
EarningsPerShareBasicAndDiluted,-0.680,-1.090,-0.730,
EffectiveIncomeTaxRateContinuingOperations,,0.004,-0.022,
GainLossOnDispositionOfAssets,,,-189290.000,
GeneralAndAdministrativeExpense,4657954.000,4241545.000,2434488.000,3888046.000
GrossProfit,,272759.000,3638461.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-9514125.000,-16638199.000,-11711428.000,-38741407.000
IncomeTaxExpenseBenefit,-44085.000,59953.000,-255402.000,-74208.000
IncreaseDecreaseInOtherOperatingCapitalNet,-23405635.000,,,
InterestIncomeExpenseNet,-7327142.000,-7417716.000,-7492252.000,-7741164.000
InterestPaid,179597.000,,,
LeaseAndRentalExpense,,3600000.000,2100000.000,
NetCashProvidedByUsedInFinancingActivities,8914773.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,8914773.000,,,
NetCashProvidedByUsedInInvestingActivities,-28383538.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-28383538.000,,,
NetCashProvidedByUsedInOperatingActivities,20314031.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,20314031.000,,,
NetIncomeLoss,-9388953.000,-16619765.000,-11360954.000,-38588349.000
NetIncomeLossAttributableToNoncontrollingInterest,-81087.000,-78387.000,-95072.000,-78850.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,-11526025.000,
OperatingIncomeLoss,-2186983.000,-9220483.000,-4219176.000,-31055255.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,-35434.000,0.000,0.000,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,-35434.000,0.000,0.000,0.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-35434.000,,,
PaymentsOfDebtIssuanceCosts,0.000,,,
PaymentsOfStockIssuanceCosts,626715.000,,,
PaymentsToAcquireAvailableForSaleSecurities,0.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,33299465.000,,,
PreferredStockDividendsAndOtherAdjustments,,,-165071.000,
ProceedsFromIssuanceOfCommonStock,13500000.000,,,
ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,0.000,,,
ProceedsFromIssuanceOfSeniorLongTermDebt,0.000,,,
ProceedsFromRepaymentsOfRestrictedCashFinancingActivities,0.000,,,
ProceedsFromSaleOfAvailableForSaleSecurities,4915927.000,,,
ProfitLoss,-9470040.000,-16698152.000,-11456026.000,-38667199.000
RecognitionOfDeferredRevenue,,1002068.000,1000000.000,
RelatedPartyTransactionRevenuesFromTransactionsWithRelatedParty,,-1260000.000,-1890000.000,
RepaymentsOfLinesOfCredit,3958512.000,,,
Revenues,40135036.000,32936905.000,36623590.000,43449579.000
SalesRevenueNet,40135036.000,32936905.000,36623590.000,43449579.000
ShareBasedCompensation,312311.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardCompensationCost,,300000.000,200000.000,
StockIssuedDuringPeriodValueNewIssues,13405531.000,,,
WeightedAverageNumberOfSharesOutstandingBasic,13818440.000,15290809.000,15797110.000,
