,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,,14695000.000,23950000.000,10090000.000,11992000.000,14415000.000,28507000.000,13278000.000
AccountsPayableRelatedPartiesCurrent,,3022000.000,3019000.000,5870000.000,7389000.000,3966000.000,,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,563496000.000
AccountsPayableRelatedPartiesNoncurrent,,138989000.000,137172000.000,132208000.000,204947000.000,,,
AccountsReceivableNetCurrent,,9890000.000,19079000.000,10446000.000,11575000.000,14435000.000,26873000.000,14988000.000
AccountsReceivableRelatedParties,,34000.000,39000.000,47000.000,,,,
AccountsReceivableRelatedPartiesCurrent,,,,,52000.000,31000.000,,
AccruedLiabilitiesCurrent,,8358000.000,13667000.000,9853000.000,9100000.000,10207000.000,19190000.000,10263000.000
AccumulatedAmortizationDeferredFinanceCosts,,2007000.000,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,23296000.000,23525000.000,25197000.000,26285000.000,28435000.000,30987000.000,33794000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-1888000.000,-1710000.000,-2387000.000,-1067000.000,-1123000.000,-1174000.000,-1274000.000
AdditionalPaidInCapitalCommonStock,,122000.000,352000.000,577000.000,7981000.000,14825000.000,34467000.000,23087000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,946000.000,629000.000,637000.000,643000.000,673000.000,687000.000,118000.000
Assets,1000.000,701143000.000,699177000.000,685666000.000,779411000.000,852338000.000,1001442000.000,1156352000.000
AssetsCurrent,,59801000.000,72945000.000,68813000.000,88387000.000,103120000.000,91225000.000,99591000.000
CapitalLeaseObligationsCurrent,,70000.000,,,,,,
CapitalLeaseObligationsNoncurrent,,9000.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,,28461000.000,31430000.000,38268000.000,55664000.000,65954000.000,40393000.000,60236000.000
CommonStockParOrStatedValuePerShare,0.010,,,,,,,
CommonStockSharesAuthorized,1000.000,,,,,,,
CommonStockSharesIssued,100.000,,,,,,,
CommonStockSharesOutstanding,100.000,,,,,,,
CommonStockValue,1000.000,,,,,,,
CustomerAdvancesAndDepositsCurrent,,7498000.000,5587000.000,5253000.000,4519000.000,3978000.000,2170000.000,10739000.000
DebtInstrumentCarryingAmount,,,,,,,716654000.000,714858000.000
DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,,,,,,,2608000.000,2608000.000
DeferredFinanceCostsNet,,,7396000.000,7025000.000,6656000.000,6283000.000,7466000.000,7001000.000
DeferredIncomeTaxAssetsNet,,120792000.000,117358000.000,115523000.000,194240000.000,255729000.000,410407000.000,561342000.000
DeferredIncomeTaxLiabilities,,,1288000.000,,,,4412000.000,
DeferredRentCreditNoncurrent,,4373000.000,4554000.000,4665000.000,4799000.000,4878000.000,5108000.000,5213000.000
DeferredRevenue,,24395000.000,26733000.000,,,,26131000.000,
DeferredRevenueCurrent,,12362000.000,14717000.000,15477000.000,20619000.000,17084000.000,17780000.000,18226000.000
DeferredRevenueNoncurrent,,12033000.000,12016000.000,10277000.000,8456000.000,8472000.000,8351000.000,8445000.000
DeferredTaxAssetsDeferredIncome,,,1276000.000,,,,2029000.000,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,113460000.000,,,,406447000.000,
