,2011-02-28,2011-05-31,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AccountsPayableCurrent,175700000.000,188300000.000,203800000.000,198900000.000,189400000.000,202700000.000,232700000.000,204600000.000,213700000.000,239700000.000,249500000.000,244300000.000,244400000.000,256600000.000,287400000.000,277500000.000,280900000.000,301900000.000,311100000.000,329100000.000,317800000.000,353900000.000,401000000.000,390900000.000,365500000.000,359800000.000
AccountsReceivableNetCurrent,243700000.000,255300000.000,262600000.000,262600000.000,257600000.000,269600000.000,263800000.000,270500000.000,282300000.000,299500000.000,318300000.000,332600000.000,308700000.000,352500000.000,373400000.000,371800000.000,355700000.000,392800000.000,411700000.000,415700000.000,458800000.000,494000000.000,572800000.000,522500000.000,500900000.000,521100000.000
AccruedMarketingCostsCurrent,,,,,,,,,,,,,,,,,,,,,,,41000000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,340800000.000,347600000.000,341700000.000,340600000.000,345200000.000,348300000.000,329300000.000,337100000.000,327400000.000,322400000.000,323400000.000,329200000.000,336500000.000,344600000.000,347100000.000,352800000.000,357000000.000,364100000.000,352400000.000,362200000.000,364700000.000,374600000.000,377900000.000,385300000.000,383600000.000,391200000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-61500000.000,-57400000.000,-53800000.000,-62900000.000,-59000000.000,-66800000.000,-84700000.000,-85500000.000,-85000000.000,-84400000.000,-62600000.000,-59700000.000,-60400000.000,-57900000.000,-71900000.000,-79200000.000,-88100000.000,-88800000.000,-110400000.000,-113200000.000,-121100000.000,-109800000.000,-139400000.000,-149300000.000,-143900000.000,-139500000.000
AdditionalPaidInCapitalCommonStock,670800000.000,676200000.000,680300000.000,682400000.000,694300000.000,697800000.000,703100000.000,715400000.000,720400000.000,725700000.000,735500000.000,739800000.000,753200000.000,758000000.000,761500000.000,770500000.000,779600000.000,783600000.000,797100000.000,812100000.000,818700000.000,833600000.000,856400000.000,860700000.000,868400000.000,875400000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1700000.000,1700000.000,1800000.000,1800000.000,2000000.000,1700000.000,1400000.000,1400000.000,1500000.000,1600000.000,1500000.000,2000000.000,2000000.000,2100000.000,1900000.000,1600000.000,1300000.000,1200000.000,1300000.000,1400000.000,1900000.000,1900000.000,1700000.000,1600000.000,1600000.000,1800000.000
Assets,1537000000.000,1591000000.000,1597400000.000,1595000000.000,1597900000.000,1656500000.000,1736900000.000,1731700000.000,1742400000.000,1829800000.000,1903800000.000,1966200000.000,1972300000.000,2049800000.000,2168100000.000,2206100000.000,2218100000.000,2327800000.000,2429600000.000,2506300000.000,2619800000.000,2783200000.000,2948000000.000,2963400000.000,2999100000.000,2730500000.000
AssetsCurrent,581900000.000,626500000.000,630500000.000,639200000.000,642700000.000,704100000.000,779000000.000,773300000.000,783700000.000,837400000.000,913500000.000,979300000.000,990500000.000,1070000000.000,1186700000.000,1225500000.000,1250200000.000,1343600000.000,1436500000.000,1255200000.000,997700000.000,1154800000.000,1322900000.000,1356200000.000,1363900000.000,1094100000.000
AssetsHeldForSaleAtCarryingValue,,,3000000.000,4800000.000,4800000.000,4800000.000,7600000.000,4800000.000,10300000.000,5400000.000,5400000.000,6700000.000,6700000.000,6700000.000,,,,,,,,,,,,
AssetsHeldForSaleLongLived,,,3000000.000,,,,2800000.000,,,,2800000.000,,,,,,,,,,,,,,,
AssetsNoncurrent,810000000.000,817500000.000,823700000.000,822200000.000,821800000.000,820000000.000,818700000.000,814600000.000,813800000.000,845300000.000,842400000.000,839800000.000,834700000.000,831600000.000,828900000.000,819900000.000,808800000.000,819300000.000,818500000.000,1059800000.000,1365500000.000,1365500000.000,1357300000.000,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,,3700000.000,,,,1000000.000,,,,5400000.000,,,
BuildingsAndImprovementsGross,120200000.000,123800000.000,121200000.000,111400000.000,113500000.000,113400000.000,115500000.000,119100000.000,108900000.000,110000000.000,109600000.000,108400000.000,108800000.000,110400000.000,116000000.000,115800000.000,116700000.000,119900000.000,128400000.000,141200000.000,178500000.000,179800000.000,174400000.000,178500000.000,180500000.000,182800000.000
BusinessAcquisitionContingentConsiderationAtFairValueNoncurrent,,,4300000.000,,,,5200000.000,,,,9000000.000,,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationLiabilityNoncurrent,,,,,,,,,,,,,,,5300000.000,,,,0.000,,,,,,,
CapitalizedSoftwareDevelopmentCostsForSoftwareSoldToCustomers,,,4900000.000,,,,3800000.000,,,,2700000.000,,,,2300000.000,,,,1600000.000,,,,800000.000,,,
CashAndCashEquivalentsAtCarryingValue,125500000.000,160800000.000,170200000.000,172700000.000,180600000.000,228300000.000,284500000.000,267500000.000,262800000.000,301900000.000,359100000.000,398100000.000,408200000.000,467300000.000,552500000.000,583000000.000,601100000.000,652100000.000,756800000.000,560200000.000,224300000.000,337000000.000,413200000.000,451200000.000,463200000.000,189700000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000089.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,50859487.000,50905733.000,50956137.000,51188136.000,51434881.000,51454820.000,51508358.000,51961454.000,52000091.000,52053076.000,52205933.000,52394129.000,52548243.000,52565317.000,52581917.000,52824677.000,52903923.000,52915029.000,53024284.000,53229382.000,53236095.000,53312714.000,53415687.000,53503317.000,53512076.000,53525242.000
CommonStockSharesOutstanding,42604732.000,42650978.000,41488882.000,41468881.000,41715626.000,41735565.000,41789103.000,42242199.000,42280834.000,42333821.000,42486678.000,42674874.000,42828988.000,42846062.000,42862662.000,43105422.000,43184668.000,43195774.000,43305029.000,43510127.000,43516840.000,43593459.000,43786230.000,,,
CommonStockValue,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000
DebtInstrumentCarryingAmount,,,,,,,,,,,354000000.000,,,,354000000.000,,,,354000000.000,,,,,,,
DeferredFinanceCostsNoncurrentNet,,,2300000.000,,,,2700000.000,,,,2200000.000,,,,,,,,,,,,,,,
DeferredIncomeTaxLiabilities,,,,,,,,,,,,,,,,,,,,,,,187800000.000,,,
DeferredRentCreditNoncurrent,,,1700000.000,,,,1100000.000,,,,1900000.000,,,,,,,,,,,,,,,
DeferredRevenueNoncurrent,,,4600000.000,,,,5300000.000,,,,4900000.000,,,,,,,,,,,,,,,
DeferredTaxAssetsGross,,,81200000.000,,,,94200000.000,,,,86300000.000,,,,92900000.000,,,,105700000.000,,,,134700000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,-18400000.000,,,,-16300000.000,,,,-38600000.000,,,,-33900000.000,,,,-28200000.000,,,,,,,
DeferredTaxAssetsNetCurrent,16300000.000,16200000.000,16000000.000,15700000.000,15400000.000,15300000.000,13000000.000,12600000.000,12700000.000,13200000.000,13600000.000,14700000.000,14600000.000,15400000.000,21500000.000,20800000.000,20900000.000,20600000.000,23100000.000,,,,,,,
DeferredTaxAssetsNetNoncurrent,3800000.000,3800000.000,2000000.000,2000000.000,2100000.000,1800000.000,4100000.000,4000000.000,3900000.000,3700000.000,1700000.000,1600000.000,1600000.000,1500000.000,3000000.000,3400000.000,3400000.000,3300000.000,3000000.000,3400000.000,3400000.000,3200000.000,5100000.000,4800000.000,4700000.000,4600000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,13100000.000,,,,13700000.000,,,,17600000.000,,,,18100000.000,,,,15700000.000,,,,14300000.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,2000000.000,,,,2500000.000,,,,2000000.000,,,,1700000.000,,,,1200000.000,,,,1100000.000,,,
DeferredTaxAssetsOther,,,3800000.000,,,,6500000.000,,,,6400000.000,,,,5700000.000,,,,8900000.000,,,,12300000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBonuses,,,1400000.000,,,,1900000.000,,,,700000.000,,,,1300000.000,,,,1700000.000,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,,20400000.000,,,,30400000.000,,,,17600000.000,,,,21100000.000,,,,29200000.000,,,,41700000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,22500000.000,,,,26000000.000,,,,26000000.000,,,,27000000.000,,,,27500000.000,,,,28900000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,16200000.000,,,,12500000.000,,,,14400000.000,,,,15900000.000,,,,18800000.000,,,,33500000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsSelfInsurance,,,3800000.000,,,,3200000.000,,,,3600000.000,,,,3800000.000,,,,3900000.000,,,,4000000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,,,13600000.000,,,,15000000.000,,,,16400000.000,,,
DeferredTaxLiabilities,,,94200000.000,,,,100300000.000,,,,112500000.000,,,,113200000.000,,,,118900000.000,,,,69500000.000,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,,,82600000.000,,,,88200000.000,,,,98600000.000,,,,101800000.000,,,,105100000.000,,,,161600000.000,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsGoodwill,,,14700000.000,,,,,,,,,,,,,,,,,,,,,,,
DeferredTaxLiabilitiesNoncurrent,15100000.000,14500000.000,36400000.000,36300000.000,37700000.000,38500000.000,33400000.000,31700000.000,32100000.000,36800000.000,53900000.000,55900000.000,56200000.000,56400000.000,58400000.000,58400000.000,58300000.000,58500000.000,54300000.000,57300000.000,114200000.000,116000000.000,74600000.000,74600000.000,102500000.000,106800000.000
DeferredTaxLiabilitiesOther,,,6100000.000,,,,6100000.000,,,,5800000.000,,,,5300000.000,,,,4200000.000,,,,3700000.000,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,5500000.000,,,,6000000.000,,,,8100000.000,,,,6100000.000,,,,9600000.000,,,,22500000.000,,,
DueToAffiliateNoncurrent,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
EmployeeRelatedLiabilitiesCurrent,,,45000000.000,22800000.000,32600000.000,40400000.000,44900000.000,21600000.000,18000000.000,25100000.000,28000000.000,27200000.000,30000000.000,34600000.000,54800000.000,41100000.000,44400000.000,58300000.000,78200000.000,34000000.000,50400000.000,77800000.000,93900000.000,26600000.000,25000000.000,26100000.000
EquityMethodInvestments,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,51900000.000,55100000.000,,,63200000.000,,,,74100000.000,,,,85300000.000,,,,96300000.000,,,,117700000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,,,,11600000.000,,,,11100000.000,,,,10800000.000,,,,23000000.000,,,28300000.000
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,,,,10300000.000,10500000.000,10900000.000,,11200000.000,11200000.000,11300000.000,,11100000.000,11100000.000,11000000.000,,19600000.000,23100000.000,25100000.000,,23200000.000,26100000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,,9100000.000,9400000.000,10500000.000,10400000.000,10200000.000,10200000.000,10200000.000,10200000.000,10100000.000,10100000.000,10300000.000,9900000.000,18900000.000,24000000.000,25800000.000,21200000.000,22600000.000,24600000.000,27700000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,9400000.000,9700000.000,10800000.000,10400000.000,10200000.000,10200000.000,10200000.000,10200000.000,10200000.000,10200000.000,10300000.000,10300000.000,19300000.000,24400000.000,27100000.000,22600000.000,22700000.000,24700000.000,28000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,,10000000.000,10300000.000,11400000.000,10700000.000,10500000.000,10500000.000,10500000.000,10200000.000,10200000.000,10200000.000,10300000.000,10300000.000,19300000.000,24500000.000,27100000.000,23000000.000,23200000.000,25100000.000,28400000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,10200000.000,10500000.000,11600000.000,11300000.000,11100000.000,11100000.000,11100000.000,10500000.000,10500000.000,10500000.000,10700000.000,10500000.000,19300000.000,24500000.000,27100000.000,23000000.000,23200000.000,25100000.000,28400000.000
FiniteLivedIntangibleAssetsGross,,,190000000.000,192000000.000,,,197900000.000,,,,219200000.000,,,,216900000.000,,,,220200000.000,,,,364100000.000,,,
