,2011-01-29,2011-04-30,2011-07-30,2011-10-29,2012-01-28,2012-04-28,2012-07-28,2012-10-27,2013-02-02,2013-05-04,2013-08-03,2013-11-02,2014-02-01,2014-05-03,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29
AccountsPayableCurrent,6625000000.000,6296000000.000,6519000000.000,8053000000.000,6857000000.000,6292000000.000,6505000000.000,8050000000.000,7056000000.000,6721000000.000,7078000000.000,8806000000.000,7683000000.000,6793000000.000,7263000000.000,9229000000.000,7759000000.000,6799000000.000,6944000000.000,8904000000.000,7418000000.000,6391000000.000,6811000000.000,8250000000.000,7252000000.000,6537000000.000
AccruedIncomeTaxesCurrent,144000000.000,,,,257000000.000,,,,272000000.000,,,,221000000.000,,,,26000000.000,,,,502000000.000,,,,158000000.000,
AccruedIncomeTaxesNoncurrent,313000000.000,,,,224000000.000,,,,180000000.000,,,,174000000.000,,,,128000000.000,,,,122000000.000,,,,125000000.000,
AccruedLiabilitiesCurrent,3326000000.000,3229000000.000,3721000000.000,3273000000.000,3644000000.000,3671000000.000,3539000000.000,3631000000.000,3981000000.000,3915000000.000,3705000000.000,3623000000.000,3934000000.000,3770000000.000,3767000000.000,3801000000.000,3783000000.000,3673000000.000,3768000000.000,3868000000.000,4236000000.000,3833000000.000,3544000000.000,3662000000.000,3737000000.000,4137000000.000
AccruedLiabilitiesForUnredeeemedGiftCards,422000000.000,,,,467000000.000,,,,503000000.000,,,,521000000.000,,,,609000000.000,,,,644000000.000,,,,693000000.000,
AccruedSalariesCurrentAndNoncurrent,,,,,898000000.000,,,,938000000.000,,,,887000000.000,,,,951000000.000,,,,884000000.000,,,,812000000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,11555000000.000,11336000000.000,11587000000.000,12035000000.000,12382000000.000,12151000000.000,12542000000.000,12982000000.000,13311000000.000,13017000000.000,13483000000.000,13909000000.000,14402000000.000,14163000000.000,14673000000.000,15187000000.000,15106000000.000,14975000000.000,15452000000.000,15921000000.000,16246000000.000,16060000000.000,16510000000.000,16946000000.000,17413000000.000,17265000000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,610000000.000,596000000.000,581000000.000,532000000.000,492000000.000,480000000.000,468000000.000,422000000.000,415000000.000,408000000.000,401000000.000,561000000.000,452000000.000,444000000.000,431000000.000,588000000.000,581000000.000,576000000.000,571000000.000,601000000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-581000000.000,-570000000.000,-548000000.000,-563000000.000,-681000000.000,,,,,-565000000.000,-653000000.000,-653000000.000,-891000000.000,-822000000.000,-792000000.000,-923000000.000,-599000000.000,-490000000.000,-481000000.000,-469000000.000,-629000000.000,,,,-638000000.000,-626000000.000
AdditionalPaidInCapitalCommonStock,3311000000.000,3345000000.000,3385000000.000,3431000000.000,3487000000.000,3595000000.000,3721000000.000,3854000000.000,3925000000.000,4159000000.000,4335000000.000,4403000000.000,4470000000.000,4512000000.000,4561000000.000,4612000000.000,4899000000.000,5170000000.000,5271000000.000,5314000000.000,5348000000.000,5520000000.000,5562000000.000,5598000000.000,5661000000.000,5674000000.000
Assets,43705000000.000,42996000000.000,45499000000.000,48447000000.000,46630000000.000,46175000000.000,47325000000.000,49579000000.000,48163000000.000,44234000000.000,44162000000.000,46373000000.000,44553000000.000,44042000000.000,44455000000.000,46461000000.000,41404000000.000,40446000000.000,40386000000.000,41696000000.000,40262000000.000,39908000000.000,37288000000.000,38603000000.000,37431000000.000,37218000000.000
AssetsCurrent,17213000000.000,16368000000.000,16059000000.000,18372000000.000,16449000000.000,15591000000.000,16415000000.000,18495000000.000,16388000000.000,11857000000.000,11403000000.000,13153000000.000,11573000000.000,11023000000.000,11554000000.000,13838000000.000,14087000000.000,13198000000.000,13358000000.000,15204000000.000,14130000000.000,13948000000.000,11503000000.000,12842000000.000,11990000000.000,11739000000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,,,,,,,471000000.000,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,1333000000.000,148000000.000,97000000.000,451000000.000,322000000.000,354000000.000,83000000.000,62000000.000,69000000.000,26000000.000
BuildingsAndImprovementsGross,23081000000.000,23197000000.000,26092000000.000,26850000000.000,26837000000.000,27037000000.000,27394000000.000,27800000000.000,28653000000.000,28949000000.000,29336000000.000,30257000000.000,30356000000.000,30446000000.000,30782000000.000,30906000000.000,26614000000.000,26636000000.000,26726000000.000,26912000000.000,27059000000.000,27198000000.000,27315000000.000,27518000000.000,27611000000.000,27740000000.000
CapitalLeaseObligationsCurrent,,,,,,,,,,,,,,,,,,,,,,,,,31000000.000,
CapitalLeaseObligationsNoncurrent,333000000.000,,,,1689000000.000,,,,-1952000000.000,,,,1971000000.000,,,,789000000.000,,,,859000000.000,,,,1025000000.000,
CapitalLeasedAssetsGross,,,,,1752000000.000,,,,2038000000.000,,,,2106000000.000,,,,,,,,,,,,,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,,,,,,,,,,,,,711000000.000,,,,735000000.000,,,,888000000.000,
CapitalLeasesFutureMinimumPaymentsDue,589000000.000,,2900000000.000,3500000000.000,4340000000.000,,,,4997000000.000,,,,5313000000.000,,,,1403000000.000,,,,1690000000.000,,,,1963000000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,31000000.000,,,,122000000.000,,,,136000000.000,,,,204000000.000,,,,123000000.000,,,,130000000.000,,,,82000000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,30000000.000,,,,120000000.000,,,,146000000.000,,,,150000000.000,,,,54000000.000,,,,69000000.000,,,,89000000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,32000000.000,,,,121000000.000,,,,148000000.000,,,,157000000.000,,,,55000000.000,,,,70000000.000,,,,89000000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,32000000.000,,,,123000000.000,,,,150000000.000,,,,192000000.000,,,,58000000.000,,,,71000000.000,,,,88000000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,32000000.000,,,,118000000.000,,,,173000000.000,,,,198000000.000,,,,94000000.000,,,,73000000.000,,,,86000000.000,
CapitalLeasesFutureMinimumPaymentsDueThereafter,432000000.000,,,,3736000000.000,,,,4244000000.000,,,,4412000000.000,,,,1019000000.000,,,,1277000000.000,,,,1529000000.000,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,256000000.000,,,,2651000000.000,,,,3035000000.000,,,,3342000000.000,,,,614000000.000,,,,831000000.000,,,,938000000.000,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,333000000.000,,1000000000.000,1300000000.000,1689000000.000,,,,1962000000.000,,,,1971000000.000,,,,789000000.000,,,,859000000.000,,,,1025000000.000,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,,,,,,,,,,,,,242000000.000,,,,321000000.000,,,,406000000.000,
CapitalizedComputerSoftwareGross,,,2392000000.000,2457000000.000,2468000000.000,2275000000.000,2333000000.000,2418000000.000,2567000000.000,2382000000.000,2532000000.000,,,,,,,,,,,,,,2651000000.000,2546000000.000
CashAndCashEquivalentsAtCarryingValue,,,,,,,,,,,,,,,,,,,,,,,,,,2680000000.000
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,,,,,,,,,,,,,,,,,2210000000.000,2768000000.000,2742000000.000,1977000000.000,4046000000.000,4036000000.000,1480000000.000,1231000000.000,2512000000.000,
CashCashEquivalentsAndShortTermInvestments,1712000000.000,1424000000.000,890000000.000,821000000.000,794000000.000,675000000.000,1442000000.000,1469000000.000,784000000.000,1819000000.000,1018000000.000,706000000.000,695000000.000,715000000.000,803000000.000,780000000.000,2210000000.000,2768000000.000,2742000000.000,1977000000.000,4046000000.000,4036000000.000,1480000000.000,1231000000.000,2512000000.000,2680000000.000
CashEquivalentsAtCarryingValue,,,,,,,,,,1112000000.000,249000000.000,3000000.000,,3000000.000,3000000.000,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.083,,,,0.083,,,,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083
CommonStockSharesAuthorized,6000000000.000,,,,6000000000.000,,,,6000000000.000,6000000000.000,6000000000.000,6000000000.000,6000000000.000,6000000000.000,6000000000.000,6000000000.000,6000000000.000,6000000000.000,6000000000.000,6000000000.000,6000000000.000,6000000000.000,6000000000.000,6000000000.000,6000000000.000,6000000000.000
CommonStockSharesIssued,704038218.000,,,,669292929.000,,,,645294423.000,641253199.000,630924647.000,631759510.000,632930740.000,633613396.000,633644605.000,634378337.000,640213987.000,638408643.000,630446029.000,618604168.000,602226517.000,593583619.000,574801225.000,563676785.000,556156228.000,551657501.000
CommonStockSharesOutstanding,704038218.000,689000000.000,675200000.000,671400000.000,669292929.000,661000000.000,653900000.000,654500000.000,645294423.000,641253199.000,630924647.000,631759510.000,632930740.000,633613396.000,633644605.000,634378337.000,640213987.000,638408643.000,630446029.000,618604168.000,602226517.000,593583619.000,574801225.000,563676785.000,556156228.000,551657501.000
CommonStockValue,59000000.000,57000000.000,56000000.000,56000000.000,56000000.000,55000000.000,54000000.000,55000000.000,54000000.000,53000000.000,53000000.000,53000000.000,53000000.000,53000000.000,53000000.000,53000000.000,53000000.000,53000000.000,53000000.000,52000000.000,50000000.000,49000000.000,48000000.000,47000000.000,46000000.000,46000000.000
