,2016-09-30,2017-03-31
AdjustmentsToAdditionalPaidInCapitalIncreaseInCarryingAmountOfRedeemablePreferredStock,,1296000.000
AmortizationOfAboveAndBelowMarketLeases,,101000.000
AmortizationOfFinancingCosts,11600000.000,900000.000
AmortizationOfFinancingCostsAndDiscounts,,845000.000
AssetRetirementObligationAccretionExpense,,1467000.000
AssetRetirementObligationLiabilitiesIncurred,,1157000.000
AssetRetirementObligationLiabilitiesSettled,,606000.000
BasicEarningsPerShareProForma,-0.070,
BusinessCombinationAcquisitionRelatedCosts,345000.000,68000.000
CapitalExpendituresIncurredButNotYetPaid,,71308000.000
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,-304185000.000
CostsAndExpenses,95214000.000,117123000.000
DeferredIncomeTaxExpenseBenefit,,5130000.000
DepletionOfOilAndGasProperties,44800000.000,
DepreciationDepletionAndAmortization,46680000.000,50653000.000
DilutedEarningsPerShareProForma,-0.070,
EarningsPerShareBasic,-0.110,
EarningsPerShareBasicAndDiluted,,0.030
EarningsPerShareDiluted,-0.110,
EffectiveIncomeTaxRateContinuingOperations,,0.370
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350
ExplorationAbandonmentAndImpairmentExpense,,2735000.000
ExplorationExpense,5985000.000,10812000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersNet,,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityTransfersNet,,0.000
GainLossOnDerivativeInstrumentsNetPretax,16225000.000,50422000.000
GainLossOnSaleOfPropertyPlantEquipment,,-451000.000
GeneralAndAdministrativeExpense,20071000.000,25688000.000
ImpairmentOfLongLivedAssetsHeldForUse,467000.000,675000.000
ImpairmentOfOilAndGasProperties,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,13846000.000
IncomeTaxExpenseBenefit,,5130000.000
IncreaseDecreaseInAssetRetirementObligations,,-602000.000
IncreaseDecreaseInDeferredRevenue,,-663000.000
IncreaseDecreaseInInterestPayableNet,,-10473000.000
IncreaseDecreaseInPropertyAndOtherTaxesPayable,,9248000.000
IncreaseDecreaseInRestrictedCashAndInvestments,,-19882000.000
InterestCostsCapitalized,1200000.000,2500000.000
InterestExpense,31216000.000,9660000.000
InterestExpenseDebtExcludingAmortization,12200000.000,11300000.000
InterestPaid,,21749000.000
LeaseOperatingExpense,15480000.000,22323000.000
NaturalGasProductionRevenue,12792000.000,19897000.000
NetCashProvidedByUsedInFinancingActivities,,-3733000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-3733000.000
NetCashProvidedByUsedInInvestingActivities,,-319785000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-319785000.000
NetCashProvidedByUsedInOperatingActivities,,19333000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,19333000.000
NetIncomeLoss,-37267000.000,8716000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-37267000.000,4699000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,4699000.000
NonoperatingIncomeExpense,-14955000.000,41330000.000
OilAndCondensateRevenue,51760000.000,52128000.000
OilAndGasRevenue,72902000.000,89639000.000
OperatingIncomeLoss,-22312000.000,-27484000.000
OtherCostAndExpenseOperating,,451000.000
OtherNonoperatingIncomeExpense,36000.000,568000.000
PaymentsOfDebtIssuanceCosts,,14000.000
PaymentsOfDividendsPreferredStockAndPreferenceStock,,2237000.000
PaymentsOfStockIssuanceCosts,,1482000.000
PaymentsToAcquireOilAndGasPropertyAndEquipment,,3830000.000
PreferredStockAccretionOfRedemptionDiscount,,1296000.000
ProFormaWeightedAverageSharesOutstandingDiluted,349014000.000,
ProceedsFromSaleOfOilAndGasPropertyAndEquipment,,2000000.000
ProductionTaxExpense,6186000.000,6453000.000
ShareBasedCompensation,,15745000.000
StockGrantedDuringPeriodValueSharebasedCompensation,,15745000.000
TemporaryEquityAccretionToRedemptionValueAdjustment,,1296000.000
TemporaryEquityDividendsAdjustment,,2721000.000
WeightedAverageBasicSharesOutstandingProForma,349014000.000,
WeightedAverageNumberOfDilutedSharesOutstanding,349014000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,171835000.000
WeightedAverageNumberOfSharesOutstandingBasic,349014000.000,
