,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalOther,,,,480000.000,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,,479000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,821000.000,1440000.000,2013000.000,1971000.000,844000.000
AdjustmentsToAdditionalPaidInCapitalStockSplit,,,,-2000.000,
AllocatedShareBasedCompensationExpense,821000.000,1440000.000,2013000.000,1971000.000,844000.000
AmortizationOfFinancingCosts,,,,,484000.000
AmortizationOfFinancingCostsAndDiscounts,,173000.000,217000.000,190000.000,69000.000
AmortizationOfIntangibleAssets,111000.000,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,13432154.000,1909329.000,2766319.000,600344.000,2192028.000
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,2700.000,0.000,8000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,7609000.000,43273000.000,-43297000.000,-2492000.000,-5525000.000
ComprehensiveIncomeNetOfTax,-23504000.000,-41949000.000,-38009000.000,-35370000.000,-27019000.000
ContractsRevenue,6098000.000,44000.000,,,
ConversionOfStockAmountConverted1,,-102023000.000,,,
ConversionOfStockAmountIssued1,,130000.000,,,
DebtConversionConvertedInstrumentAmount1,,,,,3387000.000
DebtInstrumentConvertibleBeneficialConversionFeature,,,,,484000.000
DebtorReorganizationItemsDebtorInPossessionFacilityFinancingCosts,,,,,1627000.000
DebtorReorganizationItemsEmployeeRelatedCharges,,,,,700000.000
DebtorReorganizationItemsLegalAndAdvisoryProfessionalFees,,,,,4870000.000
DebtorReorganizationItemsNetGainLossOnRejectionOfLeasesAndOtherExecutoryContracts1,,,,,227000.000
DebtorReorganizationItemsOtherExpenseIncome,,,,,1218000.000
DebtorReorganizationItemsWriteOffOfDeferredFinancingCostsAndDebtDiscounts,,,,,1143000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,0.000,0.000,0.000,0.000
Depreciation,,298000.000,310000.000,197000.000,102000.000
DepreciationDepletionAndAmortization,193000.000,298000.000,310000.000,197000.000,102000.000
EarningsPerShareBasicAndDiluted,-11.220,-1.730,-1.150,-8.570,-2.780
EffectiveIncomeTaxRateContinuingOperations,0.000,0.000,,0.000,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,-0.340,0.340,0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,0.001,-0.338,-0.333,-0.311,-0.348
EffectiveIncomeTaxRateReconciliationDeductionsOther,0.006,,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseOther,0.334,,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,-0.001,-0.002,-0.007,-0.029,-0.001
EffectiveIncomeTaxRateReconciliationOtherAdjustments,0.000,0.000,,,
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,,,,,0.009
FairValueInputsDiscountRate,,,,0.140,
FairValueLiabilitiesMeasuredOnRecurringBasisChangeInUnrealizedGainLossIncludedInOtherIncome,-39000.000,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityIssues,79000.000,,,,
FairValueOfAssetsAcquired,,,,,361000.000
GainLossOnContractTermination,,,,,227000.000
GainLossOnDispositionOfProperty,146000.000,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,56000.000,-22000.000
GainLossOnSaleOfSecuritiesNet,0.000,,,,
