,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableTradeCurrent,1249000.000,4483000.000,2878000.000,2188000.000,2918000.000,5798000.000,2386000.000,3341000.000,4741000.000
AccountsReceivableRelatedParties,,1800000.000,,,,1600000.000,,,
AccruedLiabilitiesCurrent,50800000.000,43733000.000,48378000.000,44931000.000,46509000.000,48154000.000,52244000.000,42677000.000,44987000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,152817000.000,,,,183554000.000,188370000.000,197985000.000,208150000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,-719000.000,2702000.000,2826000.000,1223000.000,-9125000.000
AllowanceForDoubtfulAccountsReceivable,,100000.000,,,,0.000,,,
Assets,1318952000.000,1294714000.000,1315804000.000,1338789000.000,1353118000.000,1352468000.000,1316595000.000,1352178000.000,1343130000.000
AssetsCurrent,151231000.000,136026000.000,162073000.000,201649000.000,187750000.000,178224000.000,153262000.000,185661000.000,160737000.000
CapitalizedComputerSoftwareNet,,700000.000,,,,1000000.000,,,
CashAndCashEquivalentsAtCarryingValue,113973000.000,99857000.000,119943000.000,161007000.000,145778000.000,138526000.000,109669000.000,143757000.000,122858000.000
ContractualObligation,,,,,,447881000.000,,,
ContractualObligationDueInNextTwelveMonths,,,,,,23573000.000,,,
ContractualObligationDueInSecondYear,,,,,,47145000.000,,,
ContractualObligationDueInThirdYear,,,,,,377163000.000,,,
CustomerDepositsCurrent,172739000.000,169463000.000,188965000.000,208281000.000,187885000.000,194173000.000,199411000.000,234699000.000,192716000.000
DebtInstrumentCarryingAmount,525000000.000,521250000.000,521250000.000,521250000.000,521250000.000,521250000.000,470385000.000,469770000.000,469155000.000
DebtInstrumentInterestRateStatedPercentage,,,0.013,0.013,,,,,
DebtInstrumentUnamortizedDiscount,3000000.000,3000000.000,,,,1738000.000,1225000.000,1167000.000,1109000.000
DeferredTaxAssetsNet,,17542000.000,,,,22100000.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,44000000.000,,,,57900000.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,200000.000,,,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,700000.000,,,,400000.000,,,
DeferredTaxAssetsValuationAllowance,,17542000.000,,,,22106000.000,,,
DerivativeFairValueOfDerivativeAsset,2145000.000,1563000.000,1764000.000,236000.000,830000.000,3573000.000,,,
DerivativeFairValueOfDerivativeLiability,193000.000,278000.000,55000.000,154000.000,0.000,0.000,,,
DerivativeFinancialInstrumentsLiabilitiesFairValueDisclosure,,,,124000.000,,,,,
DerivativeLiabilities,,,,,0.000,,,,
DerivativeLiabilitiesCurrent,193000.000,278000.000,55000.000,154000.000,0.000,0.000,,,1205000.000
DueFromRelatedPartiesCurrent,0.000,1798000.000,2441000.000,0.000,0.000,0.000,,,
DueToRelatedPartiesCurrent,1250000.000,131000.000,0.000,1290000.000,2559000.000,1560000.000,3172000.000,819000.000,2057000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,500000.000,,,,300000.000,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,12001000.000,,,,14848000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,2565000.000,,,,703000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,300000.000,,300000.000,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,197000.000,,,,197000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,197000.000,,,,197000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,197000.000,,,,197000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,395000.000,300000.000,,300000.000,223000.000,,,
FiniteLivedIntangibleAssetsGross,,22097000.000,,,,22712000.000,,,
FiniteLivedIntangibleAssetsNet,,10096000.000,,,,7864000.000,,,
FiniteLivedLicenseAgreementsGross,,7900000.000,,,,7900000.000,,,
Goodwill,404858000.000,404858000.000,404858000.000,404858000.000,404858000.000,404858000.000,404858000.000,404858000.000,404858000.000
IndefiniteLivedTradeNames,,73460000.000,,,,73460000.000,,,
